Year,Month,State,Sale_RES,Sale_COM,Sale_IND,Sale_OTH,Sale_ALL,Price_RES,Price_COM,Price_IND,Price_OTH,Price_ALL,Rev_RES,Rev_COM,Rev_IND,Rev_OTH,Rev_ALL,Cus_RES,Cus_COM,Cus_IND,Cus_OTH,Cus_ALL,Heating_deg_days,Cooling_deg_days,Pop,Income,UR,GSP,CPI,Regions,Year-Month,Sale_ALL_no_OTH
1993,2,LA,1386.92,975.68,2208.24,170.54,4741.38,7.44,7.48,4.26,7.17,5.96,103.16,73.0,94.08,12.22,282.45,1686709.0,196923.0,15429.0,18860.0,1917921.0,356.0,13.0,4305.582,76543.7,7.6,93243.0,150.8,West South Central ,1993-02-01,4570.84
1993,2,MA,1540.22,1621.99,767.3,95.22,4024.73,10.6,8.98,8.26,10.89,9.51,163.32,145.72,63.39,10.37,382.8,2371125.0,293635.0,13794.0,14011.0,2692565.0,1203.0,0.0,6040.11,153443.5,7.6,173234.0,150.8,New England ,1993-02-01,3929.51
1993,2,MD,1984.56,947.27,1608.94,64.99,4605.76,7.08,6.09,4.69,7.84,6.05,140.56,57.68,75.41,5.1,278.75,1813255.0,192105.0,10885.0,1240.0,2017485.0,948.0,0.0,4966.535,125164.4,6.3,124745.0,150.8,South Atlantic ,1993-02-01,4540.77
1993,2,ME,377.32,244.36,398.17,14.12,1033.97,11.51,11.13,8.68,13.06,10.35,43.42,27.19,34.55,1.84,107.01,590532.0,69707.0,2794.0,18456.0,681489.0,1493.0,0.0,1244.277,23941.5,7.0,25013.0,150.8,New England ,1993-02-01,1019.85
1993,2,MI,2198.81,2292.9,2299.43,102.82,6893.96,8.1,8.15,5.54,10.03,7.29,178.12,186.93,127.5,10.32,502.86,3781048.0,404806.0,12397.0,17506.0,4215757.0,1239.0,0.0,9575.573,202112.9,7.4,221261.0,150.8,East North Central ,1993-02-01,6791.139999999999
1993,2,MN,1268.43,662.06,1870.26,55.2,3855.95,6.94,6.14,4.4,7.04,5.57,87.97,40.64,82.3,3.89,214.8,1833753.0,203885.0,10349.0,23887.0,2071874.0,1437.0,0.0,4543.694,99635.4,5.2,114946.0,150.8,West North Central ,1993-02-01,3800.75
1993,2,MO,1939.99,1454.45,1013.71,71.77,4479.93,6.37,5.66,4.15,7.26,5.65,123.54,82.28,42.11,5.21,253.15,2211954.0,269019.0,11690.0,14124.0,2506787.0,990.0,0.0,5263.224,106179.1,6.4,118323.0,150.8,West North Central ,1993-02-01,4408.15
1993,2,MS,938.54,455.4,1060.57,46.91,2501.42,6.66,7.47,4.48,8.79,5.92,62.5,34.03,47.52,4.12,148.17,1035672.0,151509.0,7899.0,7761.0,1202841.0,497.0,4.0,2648.389,41180.0,7.0,46717.0,150.8,East South Central ,1993-02-01,2454.5099999999998
1993,2,MT,333.75,245.09,444.5,49.48,1072.82,5.9,6.07,3.69,4.4,4.95,19.7,14.88,16.38,2.18,53.14,355175.0,59850.0,4079.0,12690.0,431794.0,1355.0,0.0,843.96,15186.6,6.3,16112.0,150.8,Mountain ,1993-02-01,1023.34
1993,2,NC,3232.64,1958.34,2580.56,139.72,7911.25,7.93,6.43,4.66,7.1,6.48,256.35,125.93,120.33,9.91,512.52,2983653.0,412420.0,13150.0,28238.0,3437461.0,697.0,0.0,6981.191999999999,0.88,5.6,167200.0,150.8,South Atlantic ,1993-02-01,7771.54
1993,2,ND,339.78,164.57,158.78,43.13,706.26,5.78,6.24,4.76,3.73,5.53,19.63,10.27,7.56,1.61,39.07,269908.0,44168.0,2549.0,4996.0,321621.0,1562.0,0.0,640.327,11509.8,4.4,12907.0,150.8,West North Central ,1993-02-01,663.1299999999999
1993,2,NE,638.58,438.91,380.67,76.76,1534.91,5.55,5.55,4.07,6.78,5.24,35.44,24.37,15.49,5.2,80.5,670218.0,108333.0,4464.0,40260.0,823275.0,1264.0,0.0,1619.9879999999996,33312.6,2.9,39098.0,150.8,West North Central ,1993-02-01,1458.16
1993,2,NH,338.8,181.13,256.02,9.95,785.9,11.91,10.68,8.87,13.03,10.65,40.37,19.34,22.71,1.3,83.71,497966.0,75705.0,1642.0,3307.0,578620.0,1428.0,0.0,1127.647,25600.6,6.8,27612.0,150.8,New England ,1993-02-01,775.9499999999999
1993,2,NJ,1823.87,2221.28,1142.4,41.65,5229.21,10.53,9.24,7.6,16.74,9.39,192.02,205.26,86.86,6.97,491.11,2953736.0,376711.0,13868.0,9990.0,3354305.0,1043.0,0.0,7913.18,216802.3,8.2,243396.0,150.8,Middle Atlantic ,1993-02-01,5187.55
1993,2,NM,340.55,357.92,364.94,103.02,1166.43,8.71,8.62,4.65,5.68,7.14,29.64,30.84,16.97,5.85,83.3,615019.0,88321.0,5498.0,7553.0,716391.0,709.0,0.0,1622.789,28597.3,7.0,36545.0,150.8,Mountain ,1993-02-01,1063.41
1993,2,NV,438.72,301.89,551.08,44.05,1335.74,6.8,6.66,4.42,4.67,5.72,29.83,20.1,24.38,2.06,76.37,557136.0,81141.0,987.0,1558.0,640822.0,639.0,0.0,1386.908,32614.3,6.9,40038.0,150.8,Mountain ,1993-02-01,1291.69
1993,2,NY,3563.31,3921.81,2402.82,1067.48,10955.42,12.14,10.26,6.02,7.89,9.71,432.56,402.26,144.62,84.24,1063.68,6398401.0,817583.0,11991.0,31072.0,7259047.0,1202.0,0.0,18229.099,468246.0,8.2,549229.0,150.8,Middle Atlantic ,1993-02-01,9887.94
1993,2,OH,3833.5,2599.38,5534.12,365.52,12332.52,7.64,7.44,4.23,6.13,6.03,292.88,193.46,234.32,22.42,743.08,4337744.0,470231.0,32090.0,18072.0,4858137.0,1091.0,0.0,11124.211,229421.5,7.0,258288.0,150.8,East North Central ,1993-02-01,11967.0
1993,2,OK,1198.26,794.23,876.52,164.41,3033.42,6.61,5.51,3.52,5.09,5.35,79.15,43.8,30.88,8.37,162.19,1390297.0,189653.0,16274.0,12904.0,1609128.0,737.0,0.0,3244.528,57997.0,5.8,65000.0,150.8,West South Central ,1993-02-01,2869.0099999999998
1993,2,OR,1704.92,1001.2,1145.19,57.99,3909.3,4.91,5.11,3.49,5.19,4.55,83.72,51.14,39.92,3.01,177.78,1243257.0,175811.0,6591.0,12846.0,1438505.0,784.0,0.0,3049.244,62206.0,7.3,69160.0,150.8,Pacific Contiguous ,1993-02-01,3851.3100000000004
1993,2,PA,4072.22,2751.91,3623.44,109.78,10557.35,8.89,8.08,6.11,11.79,7.75,361.92,222.44,221.29,12.94,818.58,4751028.0,547525.0,28950.0,8021.0,5335524.0,1104.0,0.0,12080.582,265122.5,7.2,285007.0,150.8,Middle Atlantic ,1993-02-01,10447.57
1993,2,RI,226.62,212.07,119.4,16.44,574.54,11.06,10.14,9.35,10.51,10.35,25.07,21.5,11.16,1.73,59.47,393807.0,44827.0,2496.0,919.0,442049.0,1137.0,0.0,1002.704,22403.2,8.1,23591.0,150.8,New England ,1993-02-01,558.0899999999999
1993,2,SC,1702.88,957.15,2042.85,60.77,4763.65,7.07,6.29,3.99,5.69,5.57,120.37,60.17,81.47,3.46,265.47,1505304.0,217696.0,4379.0,11974.0,1739353.0,568.0,0.0,3652.179,65618.8,7.3,75528.0,150.8,South Atlantic ,1993-02-01,4702.88
1993,2,SD,291.55,135.16,139.16,27.6,593.46,6.7,6.48,4.62,4.24,6.05,19.53,8.76,6.42,1.17,35.88,293897.0,43111.0,2283.0,8196.0,347487.0,1409.0,0.0,719.7410000000001,13553.9,3.4,16020.0,150.8,West North Central ,1993-02-01,565.87
1993,2,TN,2745.24,373.43,3372.5,77.14,6568.31,5.64,7.06,4.62,7.95,5.22,154.78,26.35,155.92,6.13,343.18,2081691.0,279386.0,33145.0,9923.0,2404145.0,743.0,0.0,5110.394,99335.6,6.4,118870.0,150.8,East South Central ,1993-02-01,6491.17
1993,2,TX,6108.27,4560.84,6774.27,775.13,18218.51,7.01,7.05,4.31,6.48,5.99,427.99,321.52,292.25,50.26,1092.02,6829038.0,885522.0,58276.0,90580.0,7863416.0,379.0,14.0,18084.268,355115.7,7.4,449185.0,150.8,West South Central ,1993-02-01,17443.38
1993,2,UT,406.12,379.88,473.56,70.92,1330.49,6.81,5.85,3.88,4.32,5.36,27.67,22.24,18.35,3.07,71.33,605605.0,65562.0,10933.0,4807.0,686907.0,1117.0,0.0,1885.114,32240.8,4.5,38397.0,150.8,Mountain ,1993-02-01,1259.56
1993,2,VA,3120.85,1794.18,1397.53,695.97,7008.53,6.91,4.3,2.62,4.93,5.19,215.68,77.09,36.63,34.34,363.74,2441669.0,264391.0,4893.0,36488.0,2747441.0,851.0,0.0,6496.228,150310.4,5.5,168583.0,150.8,South Atlantic ,1993-02-01,6312.56
1993,2,VT,193.54,134.6,120.43,3.5,452.06,11.63,12.14,9.45,13.38,11.21,22.5,16.34,11.38,0.47,50.69,265242.0,36779.0,1027.0,2653.0,305701.0,1536.0,0.0,576.795,11613.4,5.4,13070.0,150.8,New England ,1993-02-01,448.57000000000005
1993,2,WA,3713.1,1785.17,2847.21,303.07,8648.56,4.61,4.68,2.44,3.72,3.88,171.14,83.48,69.6,11.27,335.5,2135403.0,245265.0,11404.0,20361.0,2412433.0,806.0,0.0,5273.219,120649.4,7.6,138834.0,150.8,Pacific Contiguous ,1993-02-01,8345.48
1993,2,WI,1416.95,1073.72,1631.64,59.08,4181.4,6.95,5.92,4.01,6.89,5.53,98.42,63.52,65.42,4.07,231.44,2083296.0,241679.0,5460.0,11868.0,2342303.0,1280.0,0.0,5079.898,106071.2,4.7,119592.0,150.8,East North Central ,1993-02-01,4122.31
1993,2,WV,830.34,446.58,869.17,7.86,2153.95,6.09,5.75,3.91,8.86,5.15,50.56,25.67,34.0,0.7,110.92,772820.0,101069.0,11094.0,2924.0,887907.0,944.0,0.0,1825.01,30545.0,11.1,32404.0,150.8,South Atlantic ,1993-02-01,2146.09
1993,2,WY,190.24,205.53,650.21,12.78,1058.76,5.71,5.14,3.49,5.98,4.24,10.86,10.57,22.69,0.76,44.88,200668.0,40373.0,3097.0,3724.0,247862.0,1349.0,0.0,471.314,9605.7,5.3,13897.0,150.8,Mountain ,1993-02-01,1045.98
1993,3,AK,146.08,176.22,41.54,14.21,378.05,10.99,9.37,8.59,13.55,10.07,16.05,16.51,3.57,1.93,38.06,202132.0,33376.0,348.0,3860.0,239716.0,,,600.4680000000002,14913.2,7.8,22965.0,151.4,Pacific Noncontiguous ,1993-03-01,363.84000000000003
1993,3,AL,1746.68,828.26,2429.36,53.25,5057.54,6.36,6.77,4.21,5.92,5.39,111.08,56.04,102.34,3.15,272.61,1722749.0,246901.0,12473.0,6725.0,1988848.0,446.0,10.0,4217.52,76005.3,7.5,83453.0,151.4,East South Central ,1993-03-01,5004.3
1993,3,AR,898.23,470.11,938.23,43.0,2349.57,7.68,6.68,4.37,6.54,6.13,68.96,31.41,40.96,2.81,144.14,1039655.0,117892.0,23469.0,12931.0,1193947.0,520.0,7.0,2437.85,41376.2,6.3,46599.0,151.4,West South Central ,1993-03-01,2306.57
1993,3,AZ,1103.68,1039.96,862.59,139.39,3145.62,9.08,8.23,5.57,5.67,7.69,100.24,85.56,48.08,7.91,241.79,1535843.0,168227.0,5135.0,15886.0,1725091.0,248.0,31.0,4016.633,76542.1,6.8,85157.0,151.4,Mountain ,1993-03-01,3006.23
1993,3,CA,5346.6,6157.7,4414.28,593.67,16512.24,11.11,9.44,6.44,4.02,8.99,594.21,581.5,284.18,23.86,1483.74,10841305.0,1464438.0,38906.0,44893.0,12389542.0,327.0,6.0,31328.496,718118.3,9.6,833656.0,151.4,Pacific Contiguous ,1993-03-01,15918.580000000002
1993,3,CO,1001.29,1204.37,559.98,94.96,2860.6,6.88,5.52,4.39,5.46,5.77,68.9,66.47,24.6,5.18,165.15,1458548.0,205011.0,1712.0,44794.0,1710065.0,880.0,0.0,3581.61,81086.6,5.8,92540.0,151.4,Mountain ,1993-03-01,2765.64
1993,3,CT,1021.01,867.94,453.28,31.34,2373.58,11.22,10.05,8.37,14.18,10.29,114.6,87.2,37.96,4.44,244.2,1312285.0,125453.0,5299.0,4555.0,1447592.0,966.0,0.0,3291.371,97023.1,7.3,106319.0,151.4,New England ,1993-03-01,2342.23
1993,3,DC,139.8,422.62,226.42,28.82,817.66,5.97,5.74,4.61,6.12,5.48,8.35,24.27,10.44,1.76,44.82,193430.0,26920.0,156.0,36.0,220542.0,806.0,0.0,579.7130000000002,18040.9,8.7,,151.4,South Atlantic ,1993-03-01,788.84
1993,3,DE,293.4,224.72,279.9,4.62,802.65,8.02,6.58,4.78,11.61,6.51,23.53,14.78,13.38,0.54,52.23,298197.0,32729.0,645.0,776.0,332347.0,796.0,0.0,703.546,16437.2,4.8,23590.0,151.4,South Atlantic ,1993-03-01,798.02
1993,3,FL,5331.6,3871.62,1379.11,346.04,10928.37,7.82,6.7,5.02,6.8,7.04,416.94,259.35,69.17,23.52,768.97,6200239.0,749990.0,21857.0,49608.0,7021694.0,110.0,92.0,13793.411,300444.4,7.3,302063.0,151.4,South Atlantic ,1993-03-01,10582.33
1993,3,GA,2446.92,1940.28,2290.8,87.54,6765.55,7.13,7.58,4.72,8.43,6.46,174.53,147.08,108.05,7.38,437.04,2810138.0,313374.0,13930.0,24571.0,3162013.0,476.0,6.0,6934.218000000002,139561.0,6.3,168959.0,151.4,South Atlantic ,1993-03-01,6678.0
1993,3,HI,204.71,193.24,295.57,5.06,698.58,12.17,11.7,9.08,11.02,10.73,24.92,22.6,26.85,0.56,74.93,337364.0,50603.0,753.0,1560.0,390280.0,,,1168.268,29600.6,4.6,35929.0,151.4,Pacific Noncontiguous ,1993-03-01,693.52
1993,3,IA,962.4,613.59,1028.63,94.51,2699.13,7.29,5.65,3.55,5.86,5.44,70.12,34.64,36.57,5.54,146.87,1158699.0,158346.0,3571.0,14312.0,1334928.0,1045.0,0.0,2836.942,54005.0,4.2,62709.0,151.4,West North Central ,1993-03-01,2604.6200000000003
1993,3,ID,632.21,307.59,593.68,23.54,1557.02,4.96,4.81,2.73,5.09,4.08,31.34,14.8,16.2,1.2,63.55,433752.0,75568.0,3711.0,3467.0,516498.0,865.0,0.0,1107.613,20639.1,6.2,22696.0,151.4,Mountain ,1993-03-01,1533.4799999999998
1993,3,IL,3016.26,2834.68,3274.34,759.97,9885.25,9.09,7.15,5.08,5.99,6.97,274.25,202.77,166.37,45.54,688.94,4476683.0,454392.0,4750.0,17091.0,4952916.0,941.0,0.0,11794.234,273940.7,7.8,317216.0,151.4,East North Central ,1993-03-01,9125.28
1993,3,IN,2316.5,1421.15,3227.26,45.16,7010.08,6.29,5.7,3.89,8.74,5.08,145.71,81.08,125.63,3.95,356.36,2277831.0,250924.0,17085.0,9866.0,2555706.0,881.0,0.0,5735.153,115622.5,6.1,130561.0,151.4,East North Central ,1993-03-01,6964.91
1993,3,KS,745.0,736.61,683.06,32.89,2197.55,7.35,6.57,4.94,9.52,6.38,54.79,48.42,33.75,3.13,140.1,1050020.0,162410.0,12706.0,11187.0,1236323.0,735.0,0.0,2562.433,53133.1,4.9,57925.0,151.4,West North Central ,1993-03-01,2164.67
1993,3,KY,1737.27,793.24,3169.53,219.56,5919.59,5.39,5.21,3.82,4.62,4.5,93.62,41.33,121.21,10.14,266.3,1555175.0,195122.0,10868.0,17411.0,1778576.0,712.0,0.0,3814.361,67773.0,6.7,80361.0,151.4,East South Central ,1993-03-01,5700.04
1993,3,LA,1405.37,1012.06,2238.08,174.4,4829.93,7.38,7.37,4.26,7.64,5.94,103.74,74.6,95.42,13.32,287.08,1686709.0,196923.0,15429.0,18860.0,1917921.0,273.0,24.0,4309.688,76543.7,7.5,93243.0,151.4,West South Central ,1993-03-01,4655.51
1993,3,MA,1533.02,1633.36,801.75,96.28,4064.4,10.27,8.66,7.8,10.93,9.15,157.41,141.43,62.55,10.52,371.9,2371125.0,293635.0,13794.0,14011.0,2692565.0,1002.0,0.0,6045.87,153443.5,7.5,173234.0,151.4,New England ,1993-03-01,3968.13
1993,3,MD,2077.86,923.61,1612.08,76.97,4690.53,7.02,6.04,4.69,7.25,6.03,145.95,55.82,75.56,5.58,282.9,1813255.0,192105.0,10885.0,1240.0,2017485.0,806.0,0.0,4971.271,125164.4,6.3,124745.0,151.4,South Atlantic ,1993-03-01,4613.55
1993,3,ME,377.71,247.49,418.75,13.76,1057.72,11.28,10.93,8.44,13.32,10.1,42.61,27.06,35.34,1.83,106.84,590532.0,69707.0,2794.0,18456.0,681489.0,1163.0,0.0,1245.463,23941.5,7.0,25013.0,151.4,New England ,1993-03-01,1043.95
1993,3,MI,2292.06,2409.25,2582.01,111.94,7395.26,8.06,8.13,5.38,9.57,7.17,184.7,195.79,138.79,10.71,530.0,3781048.0,404806.0,12397.0,17506.0,4215757.0,1053.0,0.0,9584.704,202112.9,7.3,221261.0,151.4,East North Central ,1993-03-01,7283.32
1993,3,MN,1331.22,711.25,2068.61,58.41,4169.5,6.86,6.02,4.31,6.96,5.45,91.26,42.8,89.06,4.07,227.18,1833753.0,203885.0,10349.0,23887.0,2071874.0,1197.0,0.0,4548.027,99635.4,5.2,114946.0,151.4,West North Central ,1993-03-01,4111.08
1993,3,MO,1933.77,1593.66,1139.46,74.35,4741.24,6.1,5.56,4.17,6.94,5.47,118.0,88.57,47.48,5.16,259.21,2211954.0,269019.0,11690.0,14124.0,2506787.0,780.0,0.0,5268.243,106179.1,6.4,118323.0,151.4,West North Central ,1993-03-01,4666.89
1993,3,MS,959.25,465.43,1129.33,47.19,2601.19,6.72,7.58,4.45,8.81,5.93,64.49,35.26,50.24,4.16,154.15,1035672.0,151509.0,7899.0,7761.0,1202841.0,394.0,13.0,2650.914,41180.0,6.9,46717.0,151.4,East South Central ,1993-03-01,2554.0099999999998
1993,3,MT,324.36,245.62,470.6,43.29,1083.88,5.6,5.3,2.84,4.39,4.29,18.17,13.01,13.38,1.9,46.46,355175.0,59850.0,4079.0,12690.0,431794.0,954.0,0.0,844.7639999999999,15186.6,6.3,16112.0,151.4,Mountain ,1993-03-01,1040.58
1993,3,NC,3599.38,2047.56,2680.82,151.82,8479.58,7.88,6.79,4.66,7.09,6.59,283.63,139.11,124.89,10.77,558.4,2983653.0,412420.0,13150.0,28238.0,3437461.0,570.0,1.0,6987.849,0.88,5.5,167200.0,151.4,South Atlantic ,1993-03-01,8327.76
1993,3,ND,317.98,162.88,160.98,40.18,682.01,5.88,6.29,4.77,3.9,5.6,18.68,10.24,7.68,1.57,38.17,269908.0,44168.0,2549.0,4996.0,321621.0,1167.0,0.0,640.938,11509.8,4.4,12907.0,151.4,West North Central ,1993-03-01,641.84
1993,3,NE,638.19,442.01,392.43,78.36,1550.98,5.43,5.37,3.9,6.87,5.1,34.62,23.74,15.31,5.38,79.06,670218.0,108333.0,4464.0,40260.0,823275.0,920.0,0.0,1621.5320000000004,33312.6,2.9,39098.0,151.4,West North Central ,1993-03-01,1472.63
1993,3,NH,349.11,186.81,241.63,9.88,787.44,11.65,10.42,8.87,12.91,10.52,40.69,19.46,21.42,1.28,82.85,497966.0,75705.0,1642.0,3307.0,578620.0,1137.0,0.0,1128.723,25600.6,6.5,27612.0,151.4,New England ,1993-03-01,777.55
1993,3,NJ,1834.0,2353.86,1202.56,42.44,5432.86,10.78,9.51,7.99,16.83,9.66,197.68,223.82,96.05,7.14,524.7,2953736.0,376711.0,13868.0,9990.0,3354305.0,897.0,0.0,7920.726,216802.3,8.0,243396.0,151.4,Middle Atlantic ,1993-03-01,5390.42
1993,3,NM,321.26,372.41,393.35,104.92,1191.94,8.81,7.86,4.74,6.47,6.96,28.29,29.27,18.64,6.79,83.0,615019.0,88321.0,5498.0,7553.0,716391.0,589.0,0.0,1624.3370000000002,28597.3,7.0,36545.0,151.4,Mountain ,1993-03-01,1087.02
1993,3,NV,426.85,320.79,534.83,48.55,1331.03,6.61,6.42,4.41,4.46,5.6,28.22,20.6,23.58,2.16,74.56,557136.0,81141.0,987.0,1558.0,640822.0,381.0,15.0,1388.23,32614.3,6.9,40038.0,151.4,Mountain ,1993-03-01,1282.47
1993,3,NY,3442.81,3956.86,2551.38,1019.12,10970.18,12.35,10.31,5.81,7.89,9.68,425.04,407.78,148.19,80.44,1061.44,6398401.0,817583.0,11991.0,31072.0,7259047.0,1013.0,0.0,18246.481,468246.0,8.1,549229.0,151.4,Middle Atlantic ,1993-03-01,9951.050000000001
1993,3,OH,3751.67,2728.0,5945.86,359.09,12784.61,7.52,7.26,4.01,6.21,5.8,282.15,198.15,238.59,22.29,741.18,4337744.0,470231.0,32090.0,18072.0,4858137.0,915.0,0.0,11134.819,229421.5,6.8,258288.0,151.4,East North Central ,1993-03-01,12425.529999999999
1993,3,OK,1171.73,789.48,977.2,166.41,3104.82,6.48,5.5,3.57,5.12,5.24,75.9,43.45,34.91,8.53,162.79,1390297.0,189653.0,16274.0,12904.0,1609128.0,548.0,4.0,3247.6220000000008,57997.0,5.9,65000.0,151.4,West South Central ,1993-03-01,2938.4100000000003
1993,3,OR,1621.67,1003.68,1211.56,55.84,3892.76,4.91,5.09,3.44,5.34,4.51,79.68,51.1,41.72,2.98,175.48,1243257.0,175811.0,6591.0,12846.0,1438505.0,594.0,0.0,3052.152,62206.0,7.3,69160.0,151.4,Pacific Contiguous ,1993-03-01,3836.91
1993,3,PA,3991.07,2745.61,3787.62,122.04,10646.34,8.9,8.13,6.27,11.28,7.79,355.04,223.12,237.66,13.76,829.58,4751028.0,547525.0,28950.0,8021.0,5335524.0,945.0,0.0,12092.101,265122.5,7.2,285007.0,151.4,Middle Atlantic ,1993-03-01,10524.300000000001
1993,3,RI,222.48,212.04,118.06,15.48,568.06,10.71,9.52,8.44,10.5,9.79,23.82,20.18,9.96,1.62,55.6,393807.0,44827.0,2496.0,919.0,442049.0,955.0,0.0,1003.66,22403.2,8.0,23591.0,151.4,New England ,1993-03-01,552.5799999999999
1993,3,SC,1775.74,991.51,2107.29,64.57,4939.11,7.22,6.36,3.87,5.71,5.6,128.16,63.06,81.51,3.69,276.42,1505304.0,217696.0,4379.0,11974.0,1739353.0,450.0,7.0,3655.661,65618.8,7.4,75528.0,151.4,South Atlantic ,1993-03-01,4874.54
1993,3,SD,296.27,136.64,150.59,28.96,612.46,6.54,6.31,4.38,4.21,5.85,19.38,8.62,6.59,1.22,35.82,293897.0,43111.0,2283.0,8196.0,347487.0,1044.0,0.0,720.427,13553.9,3.4,16020.0,151.4,West North Central ,1993-03-01,583.5
1993,3,TN,2839.35,435.68,3359.06,78.78,6712.87,5.63,6.12,4.67,7.24,5.2,159.72,26.68,156.98,5.71,349.08,2081691.0,279386.0,33145.0,9923.0,2404145.0,617.0,2.0,5115.266,99335.6,6.3,118870.0,151.4,East South Central ,1993-03-01,6634.09
1993,3,TX,5581.4,4377.91,6652.77,759.52,17371.59,7.17,7.13,4.2,6.57,6.0,400.44,311.96,279.25,49.88,1041.53,6829038.0,885522.0,58276.0,90580.0,7863416.0,261.0,42.0,18101.512,355115.7,7.3,449185.0,151.4,West South Central ,1993-03-01,16612.08
1993,3,UT,400.74,394.28,494.85,74.47,1364.34,6.87,5.85,3.63,4.38,5.26,27.54,23.05,17.96,3.26,71.82,605605.0,65562.0,10933.0,4807.0,686907.0,847.0,0.0,1886.912,32240.8,4.4,38397.0,151.4,Mountain ,1993-03-01,1289.87
1993,3,VA,3086.58,1818.34,1368.09,708.65,6981.66,6.87,6.35,4.3,5.82,6.12,212.1,115.43,58.81,41.25,427.6,2441669.0,264391.0,4893.0,36488.0,2747441.0,733.0,0.0,6502.423000000002,150310.4,5.4,168583.0,151.4,South Atlantic ,1993-03-01,6273.01
1993,3,VT,199.34,138.93,115.22,3.55,457.04,9.65,9.99,7.62,13.54,9.27,19.25,13.88,8.78,0.48,42.38,265242.0,36779.0,1027.0,2653.0,305701.0,1219.0,0.0,577.345,11613.4,5.3,13070.0,151.4,New England ,1993-03-01,453.49
1993,3,WA,3304.05,1707.48,3046.1,308.02,8365.65,4.55,4.49,2.31,3.46,3.68,150.29,76.62,70.37,10.67,307.95,2135403.0,245265.0,11404.0,20361.0,2412433.0,660.0,0.0,5278.248000000001,120649.4,7.6,138834.0,151.4,Pacific Contiguous ,1993-03-01,8057.629999999999
1993,3,WI,1493.17,1158.65,1818.96,58.79,4529.57,7.03,6.0,3.96,6.98,5.53,105.04,69.5,72.03,4.1,250.67,2083296.0,241679.0,5460.0,11868.0,2342303.0,1094.0,0.0,5084.742,106071.2,4.8,119592.0,151.4,East North Central ,1993-03-01,4470.780000000001
1993,3,WV,879.27,468.36,872.45,7.76,2227.83,6.09,5.72,3.94,8.94,5.18,53.57,26.78,34.4,0.69,115.44,772820.0,101069.0,11094.0,2924.0,887907.0,826.0,0.0,1826.75,30545.0,11.1,32404.0,151.4,South Atlantic ,1993-03-01,2220.08
1993,3,WY,185.4,205.9,646.71,11.1,1049.11,5.76,5.14,3.47,6.43,4.23,10.67,10.59,22.42,0.71,44.39,200668.0,40373.0,3097.0,3724.0,247862.0,1006.0,0.0,471.763,9605.7,5.3,13897.0,151.4,Mountain ,1993-03-01,1038.01
1993,4,AK,128.7,167.84,38.39,14.68,349.6,11.23,9.56,8.67,13.66,10.25,14.45,16.04,3.33,2.0,35.82,202132.0,33376.0,348.0,3860.0,239716.0,,,601.0790000000002,15019.9,7.7,22965.0,151.7,Pacific Noncontiguous ,1993-04-01,334.92999999999995
1993,4,AL,1394.51,791.14,2480.79,55.89,4722.32,6.88,6.82,4.0,5.68,5.34,95.88,53.94,99.15,3.17,252.14,1722749.0,246901.0,12473.0,6725.0,1988848.0,216.0,13.0,4221.814,76269.3,7.6,83453.0,151.7,East South Central ,1993-04-01,4666.4400000000005
1993,4,AR,772.72,449.6,1012.94,41.47,2276.73,8.07,6.88,4.32,6.65,6.14,62.33,30.94,43.77,2.76,139.8,1039655.0,117892.0,23469.0,12931.0,1193947.0,281.0,6.0,2440.332000000001,41752.6,6.3,46599.0,151.7,West South Central ,1993-04-01,2235.26
1993,4,AZ,936.15,1036.41,899.26,151.33,3023.14,9.36,8.03,5.33,4.95,7.48,87.63,83.2,47.91,7.49,226.24,1535843.0,168227.0,5135.0,15886.0,1725091.0,105.0,110.0,4020.723,77297.6,6.6,85157.0,151.7,Mountain ,1993-04-01,2871.8199999999997
1993,4,CA,4918.25,6282.41,4334.34,573.84,16108.83,11.15,9.23,6.43,5.31,8.92,548.41,579.9,278.87,30.5,1437.68,10841305.0,1464438.0,38906.0,44893.0,12389542.0,266.0,15.0,31360.395,719540.8,9.6,833656.0,151.7,Pacific Contiguous ,1993-04-01,15535.0
1993,4,CO,856.16,1115.96,559.84,38.79,2570.74,7.06,5.72,4.46,13.08,6.0,60.47,63.78,24.95,5.08,154.28,1458548.0,205011.0,1712.0,44794.0,1710065.0,678.0,0.0,3585.256,82131.9,5.6,92540.0,151.7,Mountain ,1993-04-01,2531.96
1993,4,CT,848.07,837.3,452.05,32.05,2169.47,11.58,10.25,8.51,14.27,10.47,98.2,85.82,38.45,4.57,227.04,1312285.0,125453.0,5299.0,4555.0,1447592.0,517.0,0.0,3294.722,98010.8,7.1,106319.0,151.7,New England ,1993-04-01,2137.42
1993,4,DC,101.32,395.5,228.06,26.29,751.17,5.96,6.01,4.8,6.59,5.66,6.04,23.78,10.96,1.73,42.5,193430.0,26920.0,156.0,36.0,220542.0,387.0,0.0,580.303,18085.0,8.6,,151.7,South Atlantic ,1993-04-01,724.88
1993,4,DE,235.96,201.34,266.8,4.51,708.61,8.42,6.85,4.75,11.86,6.61,19.87,13.79,12.68,0.54,46.87,298197.0,32729.0,645.0,776.0,332347.0,397.0,0.0,704.263,16528.9,4.8,23590.0,151.7,South Atlantic ,1993-04-01,704.1
