State,Pop,Year,Month
AK,546.01,1989,1
AL,4021.76,1989,1
AR,2341.4320000000002,1989,1
AZ,3614.58,1989,1
CA,29156.817000000003,1989,1
CO,3268.94,1989,1
CT,3276.509,1989,1
DC,622.857,1989,1
DE,656.8910000000001,1989,1
FL,12611.18,1989,1
GA,6397.638000000001,1989,1
HI,1092.29,1989,1
IA,2764.775,1989,1
ID,992.328,1989,1
IL,11385.826000000001,1989,1
IN,5512.095,1989,1
KS,2467.657,1989,1
KY,3669.585,1989,1
LA,4243.964,1989,1
MA,6002.848000000001,1989,1
MD,4717.375,1989,1
ME,1217.4,1989,1
MI,9233.866,1989,1
MN,4328.9490000000005,1989,1
MO,5085.130999999999,1989,1
MS,2568.864,1989,1
MT,797.957,1989,1
NC,6551.674,1989,1
ND,644.994,1989,1
NE,1571.557,1989,1
NH,1102.203,1989,1
NJ,7709.866999999999,1989,1
NM,1500.743,1989,1
NV,1134.994,1989,1
NY,17945.328,1989,1
OH,10806.48,1989,1
OK,3143.6929999999998,1989,1
OR,2784.716,1989,1
PA,11841.082,1989,1
RI,998.565,1989,1
SC,3449.5170000000003,1989,1
SD,695.238,1989,1
TN,4844.251,1989,1
TX,16771.447,1989,1
UT,1702.2820000000002,1989,1
VA,6107.396,1989,1
VT,556.536,1989,1
WA,4736.35,1989,1
WI,4846.377,1989,1
WV,1802.775,1989,1
WY,457.412,1989,1
AK,546.349,1989,2
AL,4024.258,1989,2
AR,2342.886,1989,2
AZ,3616.825,1989,2
CA,29174.929,1989,2
CO,3270.9709999999995,1989,2
CT,3278.5440000000003,1989,2
DC,623.244,1989,2
DE,657.299,1989,2
FL,12619.014,1989,2
GA,6401.611999999999,1989,2
HI,1092.968,1989,2
IA,2766.492,1989,2
ID,992.945,1989,2
IL,11392.898000000001,1989,2
IN,5515.519,1989,2
KS,2469.19,1989,2
KY,3671.865,1989,2
LA,4246.601,1989,2
MA,6006.576999999999,1989,2
MD,4720.306,1989,2
ME,1218.156,1989,2
MI,9239.601999999999,1989,2
MN,4331.638,1989,2
MO,5088.289000000001,1989,2
MS,2570.46,1989,2
MT,798.453,1989,2
NC,6555.744000000001,1989,2
ND,645.395,1989,2
NE,1572.5339999999999,1989,2
NH,1102.888,1989,2
NJ,7714.656,1989,2
NM,1501.6760000000002,1989,2
NV,1135.6989999999998,1989,2
NY,17956.476000000002,1989,2
OH,10813.192,1989,2
OK,3145.645,1989,2
OR,2786.446,1989,2
PA,11848.437,1989,2
RI,999.185,1989,2
SC,3451.66,1989,2
SD,695.67,1989,2
TN,4847.2609999999995,1989,2
TX,16781.865,1989,2
UT,1703.34,1989,2
VA,6111.19,1989,2
VT,556.882,1989,2
WA,4739.293,1989,2
WI,4849.387,1989,2
WV,1803.895,1989,2
WY,457.69599999999997,1989,2
AK,546.731,1989,3
AL,4027.067,1989,3
AR,2344.521,1989,3
AZ,3619.349,1989,3
CA,29195.29,1989,3
CO,3273.2529999999997,1989,3
CT,3280.8320000000003,1989,3
DC,623.679,1989,3
DE,657.758,1989,3
FL,12627.821000000002,1989,3
GA,6406.08,1989,3
HI,1093.731,1989,3
IA,2768.423,1989,3
ID,993.637,1989,3
IL,11400.85,1989,3
IN,5519.369000000001,1989,3
KS,2470.913,1989,3
KY,3674.427,1989,3
LA,4249.564,1989,3
MA,6010.769,1989,3
MD,4723.6,1989,3
ME,1219.006,1989,3
MI,9246.051,1989,3
MN,4334.661,1989,3
MO,5091.840999999999,1989,3
MS,2572.254,1989,3
MT,799.01,1989,3
NC,6560.319,1989,3
ND,645.845,1989,3
NE,1573.631,1989,3
NH,1103.657,1989,3
NJ,7720.04,1989,3
NM,1502.724,1989,3
NV,1136.492,1989,3
NY,17969.006999999998,1989,3
OH,10820.739,1989,3
OK,3147.841,1989,3
OR,2788.39,1989,3
PA,11856.706,1989,3
RI,999.883,1989,3
SC,3454.0690000000004,1989,3
SD,696.1560000000001,1989,3
TN,4850.644,1989,3
TX,16793.577,1989,3
UT,1704.529,1989,3
VA,6115.455,1989,3
VT,557.27,1989,3
WA,4742.6,1989,3
WI,4852.772,1989,3
WV,1805.154,1989,3
WY,458.015,1989,3
AK,547.1469999999999,1989,4
AL,4030.137,1989,4
AR,2346.308,1989,4
AZ,3622.1079999999997,1989,4
CA,29217.545,1989,4
CO,3275.7490000000003,1989,4
CT,3283.333,1989,4
DC,624.155,1989,4
DE,658.2589999999999,1989,4
FL,12637.447,1989,4
GA,6410.963000000001,1989,4
HI,1094.565,1989,4
IA,2770.533,1989,4
ID,994.395,1989,4
IL,11409.54,1989,4
IN,5523.576,1989,4
KS,2472.797,1989,4
KY,3677.228,1989,4
LA,4252.804,1989,4
MA,6015.351,1989,4
MD,4727.201,1989,4
ME,1219.935,1989,4
MI,9253.099,1989,4
MN,4337.965,1989,4
MO,5095.722,1989,4
MS,2574.214,1989,4
MT,799.6189999999999,1989,4
NC,6565.32,1989,4
ND,646.337,1989,4
NE,1574.8310000000001,1989,4
NH,1104.499,1989,4
NJ,7725.925,1989,4
NM,1503.869,1989,4
NV,1137.358,1989,4
NY,17982.705,1989,4
OH,10828.988000000001,1989,4
OK,3150.24,1989,4
OR,2790.5159999999996,1989,4
PA,11865.745,1989,4
RI,1000.645,1989,4
SC,3456.702,1989,4
SD,696.686,1989,4
TN,4854.340999999999,1989,4
TX,16806.379,1989,4
UT,1705.828,1989,4
VA,6120.116,1989,4
VT,557.695,1989,4
WA,4746.215,1989,4
WI,4856.471,1989,4
WV,1806.53,1989,4
WY,458.36400000000003,1989,4
AK,547.582,1989,5
AL,4033.337,1989,5
AR,2348.172,1989,5
AZ,3624.985,1989,5
CA,29240.747000000003,1989,5
CO,3278.35,1989,5
CT,3285.941,1989,5
DC,624.65,1989,5
DE,658.7819999999999,1989,5
FL,12647.483,1989,5
GA,6416.054,1989,5
HI,1095.434,1989,5
IA,2772.7329999999997,1989,5
ID,995.185,1989,5
IL,11418.601,1989,5
IN,5527.9619999999995,1989,5
KS,2474.76,1989,5
KY,3680.1479999999997,1989,5
LA,4256.181,1989,5
MA,6020.1269999999995,1989,5
MD,4730.955,1989,5
ME,1220.904,1989,5
MI,9260.447,1989,5
MN,4341.41,1989,5
MO,5099.769,1989,5
MS,2576.259,1989,5
MT,800.2539999999999,1989,5
NC,6570.534000000001,1989,5
ND,646.851,1989,5
NE,1576.0810000000001,1989,5
NH,1105.376,1989,5
NJ,7732.061,1989,5
NM,1505.0629999999999,1989,5
NV,1138.261,1989,5
NY,17996.985,1989,5
OH,10837.587,1989,5
OK,3152.742,1989,5
OR,2792.732,1989,5
PA,11875.167,1989,5
RI,1001.439,1989,5
SC,3459.447,1989,5
SD,697.2389999999999,1989,5
TN,4858.196,1989,5
TX,16819.725,1989,5
UT,1707.182,1989,5
VA,6124.976,1989,5
VT,558.138,1989,5
WA,4749.984,1989,5
WI,4860.3279999999995,1989,5
WV,1807.964,1989,5
WY,458.728,1989,5
AK,548.065,1989,6
AL,4036.897,1989,6
AR,2350.244,1989,6
AZ,3628.184,1989,6
CA,29266.554,1989,6
CO,3281.243,1989,6
CT,3288.841,1989,6
DC,625.202,1989,6
DE,659.363,1989,6
FL,12658.645,1989,6
GA,6421.717,1989,6
HI,1096.401,1989,6
IA,2775.1809999999996,1989,6
ID,996.063,1989,6
IL,11428.678,1989,6
IN,5532.840999999999,1989,6
KS,2476.944,1989,6
KY,3683.3959999999997,1989,6
LA,4259.937,1989,6
MA,6025.441,1989,6
MD,4735.13,1989,6
ME,1221.981,1989,6
MI,9268.62,1989,6
MN,4345.241,1989,6
MO,5104.269,1989,6
MS,2578.532,1989,6
MT,800.96,1989,6
NC,6576.331999999999,1989,6
ND,647.4209999999999,1989,6
NE,1577.4720000000002,1989,6
NH,1106.351,1989,6
NJ,7738.885,1989,6
NM,1506.392,1989,6
NV,1139.266,1989,6
NY,18012.869,1989,6
OH,10847.152,1989,6
OK,3155.5240000000003,1989,6
OR,2795.197,1989,6
PA,11885.648000000001,1989,6
RI,1002.323,1989,6
SC,3462.5,1989,6
SD,697.855,1989,6
TN,4862.484,1989,6
TX,16834.569,1989,6
UT,1708.6889999999999,1989,6
VA,6130.382,1989,6
VT,558.631,1989,6
WA,4754.177,1989,6
WI,4864.617,1989,6
WV,1809.56,1989,6
WY,459.13300000000004,1989,6
AK,548.575,1989,7
AL,4040.652,1989,7
AR,2352.43,1989,7
AZ,3631.559,1989,7
CA,29293.781000000003,1989,7
CO,3284.296,1989,7
CT,3291.9,1989,7
DC,625.783,1989,7
DE,659.977,1989,7
FL,12670.421999999999,1989,7
GA,6427.691,1989,7
HI,1097.421,1989,7
IA,2777.762,1989,7
ID,996.99,1989,7
IL,11439.311000000002,1989,7
IN,5537.988,1989,7
KS,2479.249,1989,7
KY,3686.823,1989,7
LA,4263.901,1989,7
MA,6031.045999999999,1989,7
MD,4739.535,1989,7
ME,1223.118,1989,7
MI,9277.243,1989,7
MN,4349.284000000001,1989,7
MO,5109.018,1989,7
MS,2580.931,1989,7
MT,801.705,1989,7
NC,6582.45,1989,7
ND,648.024,1989,7
NE,1578.94,1989,7
NH,1107.381,1989,7
NJ,7746.084,1989,7
NM,1507.793,1989,7
NV,1140.326,1989,7
NY,18029.626,1989,7
OH,10857.243,1989,7
OK,3158.46,1989,7
OR,2797.797,1989,7
PA,11896.705,1989,7
RI,1003.2560000000001,1989,7
SC,3465.7209999999995,1989,7
SD,698.5039999999999,1989,7
TN,4867.0070000000005,1989,7
TX,16850.231,1989,7
UT,1710.279,1989,7
VA,6136.085,1989,7
VT,559.15,1989,7
WA,4758.6,1989,7
WI,4869.143,1989,7
WV,1811.243,1989,7
WY,459.56,1989,7
AK,549.1,1989,8
AL,4044.522,1989,8
AR,2354.683,1989,8
AZ,3635.0370000000003,1989,8
CA,29321.837000000003,1989,8
CO,3287.441,1989,8
CT,3295.053,1989,8
DC,626.383,1989,8
DE,660.6089999999999,1989,8
FL,12682.556,1989,8
GA,6433.847,1989,8
HI,1098.472,1989,8
IA,2780.423,1989,8
ID,997.944,1989,8
IL,11450.266000000001,1989,8
IN,5543.2919999999995,1989,8
KS,2481.623,1989,8
KY,3690.3540000000003,1989,8
LA,4267.984,1989,8
MA,6036.821999999999,1989,8
MD,4744.075,1989,8
ME,1224.29,1989,8
MI,9286.128,1989,8
MN,4353.4490000000005,1989,8
MO,5113.911,1989,8
MS,2583.403,1989,8
MT,802.4730000000001,1989,8
NC,6588.755,1989,8
ND,648.644,1989,8
NE,1580.4520000000002,1989,8
NH,1108.441,1989,8
NJ,7753.503000000001,1989,8
NM,1509.237,1989,8
NV,1141.4180000000001,1989,8
NY,18046.894,1989,8
OH,10867.641000000001,1989,8
OK,3161.485,1989,8
OR,2800.4770000000003,1989,8
PA,11908.098999999998,1989,8
RI,1004.217,1989,8
SC,3469.04,1989,8
SD,699.173,1989,8
TN,4871.669,1989,8
TX,16866.369,1989,8
UT,1711.9170000000001,1989,8
VA,6141.9619999999995,1989,8
VT,559.686,1989,8
WA,4763.157,1989,8
WI,4873.806,1989,8
WV,1812.9779999999998,1989,8
WY,460.0,1989,8
AK,549.648,1989,9
AL,4048.555,1989,9
AR,2357.031,1989,9
AZ,3638.6620000000003,1989,9
CA,29351.076,1989,9
CO,3290.72,1989,9
CT,3298.3390000000004,1989,9
DC,627.007,1989,9
DE,661.2669999999999,1989,9
FL,12695.203000000001,1989,9
GA,6440.263000000001,1989,9
HI,1099.567,1989,9
IA,2783.195,1989,9
ID,998.94,1989,9
IL,11461.685,1989,9
IN,5548.82,1989,9
KS,2484.098,1989,9
KY,3694.034,1989,9
LA,4272.24,1989,9
MA,6042.842,1989,9
MD,4748.805,1989,9
ME,1225.511,1989,9
MI,9295.388,1989,9
MN,4357.791,1989,9
MO,5119.0109999999995,1989,9
MS,2585.979,1989,9
MT,803.2739999999999,1989,9
NC,6595.325,1989,9
ND,649.2909999999999,1989,9
NE,1582.0279999999998,1989,9
NH,1109.546,1989,9
NJ,7761.235,1989,9
NM,1510.7420000000002,1989,9
NV,1142.556,1989,9
NY,18064.89,1989,9
OH,10878.479,1989,9
OK,3164.638,1989,9
OR,2803.2690000000002,1989,9
PA,11919.973999999998,1989,9
RI,1005.2180000000001,1989,9
SC,3472.5,1989,9
SD,699.87,1989,9
TN,4876.527,1989,9
TX,16883.188000000002,1989,9
UT,1713.624,1989,9
VA,6148.0869999999995,1989,9
VT,560.244,1989,9
WA,4767.907,1989,9
WI,4878.666,1989,9
WV,1814.786,1989,9
WY,460.459,1989,9
AK,550.1619999999999,1989,10
AL,4052.344,1989,10
AR,2359.237,1989,10
AZ,3642.067,1989,10
CA,29378.54,1989,10
CO,3293.7990000000004,1989,10
CT,3301.425,1989,10
DC,627.594,1989,10
DE,661.8860000000001,1989,10
FL,12707.082,1989,10
GA,6446.289000000001,1989,10
HI,1100.596,1989,10
IA,2785.8,1989,10
ID,999.8739999999999,1989,10
IL,11472.409,1989,10
IN,5554.012,1989,10
KS,2486.422,1989,10
KY,3697.49,1989,10
LA,4276.238,1989,10
MA,6048.496,1989,10
MD,4753.249,1989,10
ME,1226.657,1989,10
MI,9304.086,1989,10
MN,4361.8679999999995,1989,10
MO,5123.8009999999995,1989,10
MS,2588.399,1989,10
MT,804.025,1989,10
NC,6601.496,1989,10
ND,649.899,1989,10
NE,1583.5079999999998,1989,10
NH,1110.585,1989,10
NJ,7768.496999999999,1989,10
NM,1512.156,1989,10
NV,1143.625,1989,10
NY,18081.793999999998,1989,10
OH,10888.658000000001,1989,10
OK,3167.599,1989,10
OR,2805.8920000000003,1989,10
PA,11931.127,1989,10
RI,1006.159,1989,10
SC,3475.7490000000003,1989,10
SD,700.525,1989,10
TN,4881.09,1989,10
TX,16898.986,1989,10
UT,1715.227,1989,10
VA,6153.84,1989,10
VT,560.768,1989,10
WA,4772.3679999999995,1989,10
WI,4883.231,1989,10
WV,1816.484,1989,10
WY,460.89,1989,10
AK,550.619,1989,11
AL,4055.7070000000003,1989,11
AR,2361.195,1989,11
AZ,3645.09,1989,11
CA,29402.926,1989,11
CO,3296.533,1989,11
CT,3304.1659999999997,1989,11
DC,628.115,1989,11
DE,662.436,1989,11
FL,12717.63,1989,11
GA,6451.64,1989,11
HI,1101.51,1989,11
IA,2788.112,1989,11
ID,1000.704,1989,11
IL,11481.931999999999,1989,11
IN,5558.621999999999,1989,11
KS,2488.486,1989,11
KY,3700.56,1989,11
LA,4279.787,1989,11
MA,6053.517,1989,11
MD,4757.194,1989,11
ME,1227.675,1989,11
MI,9311.809000000001,1989,11
MN,4365.4890000000005,1989,11
MO,5128.054,1989,11
MS,2590.547,1989,11
MT,804.693,1989,11
NC,6606.976,1989,11
ND,650.438,1989,11
NE,1584.8229999999999,1989,11
NH,1111.506,1989,11
NJ,7774.945,1989,11
NM,1513.411,1989,11
NV,1144.5739999999998,1989,11
NY,18096.803,1989,11
OH,10897.696000000002,1989,11
OK,3170.228,1989,11
OR,2808.2209999999995,1989,11
PA,11941.031,1989,11
RI,1006.9939999999999,1989,11
SC,3478.634,1989,11
SD,701.107,1989,11
TN,4885.141,1989,11
TX,16913.013,1989,11
UT,1716.651,1989,11
VA,6158.948,1989,11
VT,561.234,1989,11
WA,4776.329000000001,1989,11
WI,4887.285,1989,11
WV,1817.9920000000002,1989,11
WY,461.273,1989,11
AK,551.038,1989,12
AL,4058.7929999999997,1989,12
AR,2362.992,1989,12
AZ,3647.864,1989,12
CA,29425.3,1989,12
CO,3299.0409999999997,1989,12
CT,3306.68,1989,12
DC,628.5930000000001,1989,12
DE,662.94,1989,12
FL,12727.306999999999,1989,12
GA,6456.549,1989,12
HI,1102.348,1989,12
IA,2790.2329999999997,1989,12
ID,1001.466,1989,12
IL,11490.669,1989,12
IN,5562.852,1989,12
KS,2490.38,1989,12
KY,3703.375,1989,12
LA,4283.044,1989,12
MA,6058.1230000000005,1989,12
MD,4760.814,1989,12
ME,1228.61,1989,12
MI,9318.894,1989,12
MN,4368.811,1989,12
MO,5131.956,1989,12
MS,2592.519,1989,12
MT,805.305,1989,12
NC,6612.003000000001,1989,12
ND,650.933,1989,12
NE,1586.029,1989,12
NH,1112.3519999999999,1989,12
NJ,7780.861,1989,12
NM,1514.5629999999999,1989,12
NV,1145.445,1989,12
NY,18110.573,1989,12
OH,10905.988000000001,1989,12
OK,3172.64,1989,12
OR,2810.3579999999997,1989,12
PA,11950.117,1989,12
RI,1007.76,1989,12
SC,3481.281,1989,12
SD,701.64,1989,12
TN,4888.859,1989,12
TX,16925.883,1989,12
UT,1717.957,1989,12
VA,6163.634,1989,12
VT,561.661,1989,12
WA,4779.964,1989,12
WI,4891.004,1989,12
WV,1819.375,1989,12
WY,461.624,1989,12
AK,551.52,1990,1
AL,4036.801,1990,1
AR,2347.535,1990,1
AZ,3668.417,1990,1
CA,29863.502,1990,1
CO,3294.308,1990,1
CT,3279.545,1990,1
DC,602.068,1990,1
DE,667.128,1990,1
FL,12980.719,1990,1
GA,6487.715999999999,1990,1
HI,1109.485,1990,1
IA,2771.7309999999998,1990,1
ID,1008.956,1990,1
IL,11413.877,1990,1
IN,5539.033,1990,1
KS,2473.509,1990,1
KY,3681.906,1990,1
LA,4206.978,1990,1
MA,6001.259,1990,1
MD,4783.558,1990,1
ME,1227.735,1990,1
MI,9283.538,1990,1
MN,4374.596,1990,1
MO,5111.545999999999,1990,1
MS,2569.973,1990,1
MT,797.5110000000001,1990,1
NC,6637.736,1990,1
ND,635.521,1990,1
NE,1576.0929999999998,1990,1
NH,1108.616,1990,1
NJ,7734.726,1990,1
NM,1515.5379999999998,1990,1
NV,1215.105,1990,1
NY,17950.795,1990,1
OH,10830.427,1990,1
OK,3138.0040000000004,1990,1
OR,2850.281,1990,1
PA,11861.205,1990,1
RI,1001.7439999999999,1990,1
SC,3488.945,1990,1
SD,694.6519999999999,1990,1
TN,4876.483,1990,1
TX,16995.424,1990,1
UT,1724.72,1990,1
VA,6195.558000000001,1990,1
VT,562.894,1990,1
WA,4886.608,1990,1
WI,4888.089,1990,1
WV,1787.2979999999998,1990,1
WY,452.09,1990,1
AK,551.913,1990,2
AL,4039.673,1990,2
AR,2349.205,1990,2
AZ,3671.027,1990,2
CA,29884.752,1990,2
CO,3296.652,1990,2
CT,3281.8779999999997,1990,2
DC,602.496,1990,2
DE,667.6030000000001,1990,2
FL,12989.956,1990,2
GA,6492.331999999999,1990,2
HI,1110.275,1990,2
IA,2773.703,1990,2
ID,1009.674,1990,2
IL,11421.999,1990,2
IN,5542.974,1990,2
KS,2475.27,1990,2
KY,3684.526,1990,2
LA,4209.972,1990,2
MA,6005.53,1990,2
MD,4786.962,1990,2
ME,1228.609,1990,2
MI,9290.144,1990,2
MN,4377.709,1990,2
MO,5115.183,1990,2
MS,2571.801,1990,2
MT,798.079,1990,2
NC,6642.46,1990,2
ND,635.9730000000001,1990,2
NE,1577.215,1990,2
NH,1109.405,1990,2
NJ,7740.23,1990,2
NM,1516.616,1990,2
NV,1215.97,1990,2
NY,17963.568,1990,2
OH,10838.133999999998,1990,2
OK,3140.237,1990,2
OR,2852.309,1990,2
PA,11869.645,1990,2
RI,1002.457,1990,2
SC,3491.428,1990,2
SD,695.1469999999999,1990,2
TN,4879.9529999999995,1990,2
TX,17007.518,1990,2
UT,1725.9470000000001,1990,2
VA,6199.965999999999,1990,2
VT,563.294,1990,2
WA,4890.085,1990,2
WI,4891.567,1990,2
WV,1788.569,1990,2
WY,452.412,1990,2
AK,552.414,1990,3
AL,4043.341,1990,3
AR,2351.3379999999997,1990,3
AZ,3674.36,1990,3
CA,29911.885,1990,3
CO,3299.645,1990,3
CT,3284.8579999999997,1990,3
DC,603.043,1990,3
DE,668.209,1990,3
FL,13001.749,1990,3
GA,6498.227,1990,3
HI,1111.2830000000001,1990,3
IA,2776.2209999999995,1990,3
ID,1010.591,1990,3
IL,11432.368999999999,1990,3
IN,5548.007,1990,3
KS,2477.5170000000003,1990,3
KY,3687.8709999999996,1990,3
LA,4213.794,1990,3
MA,6010.982,1990,3
MD,4791.308,1990,3
ME,1229.724,1990,3
MI,9298.579,1990,3
MN,4381.683,1990,3
MO,5119.827,1990,3
MS,2574.136,1990,3
MT,798.803,1990,3
NC,6648.491,1990,3
ND,636.5509999999999,1990,3
NE,1578.6470000000002,1990,3
NH,1110.412,1990,3
NJ,7747.257,1990,3
NM,1517.993,1990,3
NV,1217.0739999999998,1990,3
NY,17979.878,1990,3
OH,10847.973999999998,1990,3
OK,3143.0879999999997,1990,3
OR,2854.8990000000003,1990,3
PA,11880.421,1990,3
RI,1003.367,1990,3
SC,3494.598,1990,3
SD,695.778,1990,3
TN,4884.384,1990,3
TX,17022.96,1990,3
UT,1727.514,1990,3
VA,6205.596,1990,3
VT,563.805,1990,3
WA,4894.525,1990,3
WI,4896.008,1990,3
WV,1790.193,1990,3
WY,452.82199999999995,1990,3
AK,553.057,1990,4
AL,4048.047,1990,4
AR,2354.075,1990,4
AZ,3678.637,1990,4
CA,29946.702,1990,4
CO,3303.486,1990,4
CT,3288.6820000000002,1990,4
DC,603.745,1990,4
DE,668.987,1990,4
FL,13016.883,1990,4
GA,6505.79,1990,4
HI,1112.576,1990,4
IA,2779.453,1990,4
ID,1011.7669999999999,1990,4
IL,11445.676000000001,1990,4
IN,5554.465,1990,4
KS,2480.401,1990,4
KY,3692.164,1990,4
LA,4218.6990000000005,1990,4
MA,6017.979,1990,4
MD,4796.885,1990,4
ME,1231.156,1990,4
MI,9309.402,1990,4
MN,4386.784000000001,1990,4
MO,5125.786,1990,4
MS,2577.133,1990,4
MT,799.7330000000001,1990,4
NC,6656.229,1990,4
ND,637.2909999999999,1990,4
NE,1580.484,1990,4
NH,1111.704,1990,4
NJ,7756.275,1990,4
NM,1519.76,1990,4
NV,1218.49,1990,4
NY,18000.806,1990,4
OH,10860.601,1990,4
OK,3146.7470000000003,1990,4
OR,2858.222,1990,4
PA,11894.25,1990,4
RI,1004.535,1990,4
SC,3498.6659999999997,1990,4
SD,696.5880000000001,1990,4
TN,4890.069,1990,4
TX,17042.773999999998,1990,4
UT,1729.525,1990,4
VA,6212.819,1990,4
VT,564.462,1990,4
WA,4900.222,1990,4
WI,4901.707,1990,4
WV,1792.277,1990,4
WY,453.349,1990,4
AK,553.658,1990,5
AL,4052.445,1990,5
AR,2356.633,1990,5
AZ,3682.634,1990,5
CA,29979.237,1990,5
CO,3307.075,1990,5
CT,3292.255,1990,5
DC,604.401,1990,5
DE,669.7139999999999,1990,5
FL,13031.025,1990,5
GA,6512.859,1990,5
HI,1113.785,1990,5
IA,2782.472,1990,5
ID,1012.8660000000001,1990,5
IL,11458.111,1990,5
IN,5560.499,1990,5
KS,2483.095,1990,5
KY,3696.175,1990,5
LA,4223.282,1990,5
MA,6024.517,1990,5
MD,4802.096,1990,5
ME,1232.493,1990,5
MI,9319.516,1990,5
MN,4391.55,1990,5
MO,5131.355,1990,5
MS,2579.933,1990,5
MT,800.602,1990,5
NC,6663.460999999999,1990,5
ND,637.984,1990,5
NE,1582.201,1990,5
NH,1112.912,1990,5
NJ,7764.701999999999,1990,5
NM,1521.411,1990,5
NV,1219.8139999999999,1990,5
NY,18020.363,1990,5
OH,10872.4,1990,5
OK,3150.1659999999997,1990,5
OR,2861.327,1990,5
PA,11907.171999999999,1990,5
RI,1005.6260000000001,1990,5
SC,3502.467,1990,5
SD,697.345,1990,5
TN,4895.3820000000005,1990,5
TX,17061.29,1990,5
UT,1731.404,1990,5
VA,6219.569,1990,5
VT,565.075,1990,5
WA,4905.545999999999,1990,5
WI,4907.032,1990,5
WV,1794.224,1990,5
WY,453.842,1990,5
AK,554.285,1990,6
AL,4057.038,1990,6
AR,2359.303,1990,6
AZ,3686.808,1990,6
CA,30013.214,1990,6
CO,3310.823,1990,6
CT,3295.986,1990,6
DC,605.086,1990,6
DE,670.4730000000001,1990,6
FL,13045.794,1990,6
GA,6520.24,1990,6
HI,1115.047,1990,6
IA,2785.6259999999997,1990,6
ID,1014.0139999999999,1990,6
IL,11471.097,1990,6
IN,5566.8009999999995,1990,6
KS,2485.91,1990,6
KY,3700.364,1990,6
LA,4228.069,1990,6
MA,6031.345,1990,6
MD,4807.539000000001,1990,6
ME,1233.89,1990,6
MI,9330.078000000001,1990,6
MN,4396.527,1990,6
MO,5137.170999999999,1990,6
MS,2582.856,1990,6
MT,801.5089999999999,1990,6
NC,6671.013000000001,1990,6
ND,638.707,1990,6
NE,1583.994,1990,6
NH,1114.174,1990,6
NJ,7773.5019999999995,1990,6
NM,1523.135,1990,6
NV,1221.197,1990,6
NY,18040.786,1990,6
OH,10884.722,1990,6
OK,3153.736,1990,6
OR,2864.57,1990,6
PA,11920.667,1990,6
RI,1006.7660000000001,1990,6
SC,3506.4359999999997,1990,6
SD,698.135,1990,6
TN,4900.93,1990,6
TX,17080.626,1990,6
UT,1733.366,1990,6
VA,6226.616999999999,1990,6
VT,565.715,1990,6
WA,4911.106,1990,6
WI,4912.594,1990,6
WV,1796.2579999999998,1990,6
WY,454.356,1990,6
AK,554.939,1990,7
AL,4061.825,1990,7
AR,2362.0879999999997,1990,7
AZ,3691.158,1990,7
CA,30048.631,1990,7
CO,3314.73,1990,7
CT,3299.875,1990,7
DC,605.8,1990,7
DE,671.2639999999999,1990,7
FL,13061.188,1990,7
GA,6527.934,1990,7
HI,1116.363,1990,7
IA,2788.913,1990,7
ID,1015.211,1990,7
IL,11484.633,1990,7
IN,5573.37,1990,7
KS,2488.843,1990,7
KY,3704.7309999999998,1990,7
LA,4233.058,1990,7
MA,6038.4619999999995,1990,7
MD,4813.212,1990,7
ME,1235.346,1990,7
MI,9341.088,1990,7
MN,4401.715,1990,7
MO,5143.233,1990,7
MS,2585.904,1990,7
MT,802.455,1990,7
NC,6678.885,1990,7
ND,639.461,1990,7
NE,1585.864,1990,7
NH,1115.488,1990,7
NJ,7782.675,1990,7
NM,1524.933,1990,7
NV,1222.638,1990,7
NY,18062.075,1990,7
OH,10897.567,1990,7
OK,3157.4570000000003,1990,7
OR,2867.95,1990,7
PA,11934.733999999999,1990,7
RI,1007.954,1990,7
SC,3510.574,1990,7
SD,698.959,1990,7
TN,4906.714,1990,7
TX,17100.782,1990,7
UT,1735.412,1990,7
VA,6233.965,1990,7
VT,566.383,1990,7
WA,4916.901,1990,7
WI,4918.391,1990,7
WV,1798.3770000000002,1990,7
WY,454.892,1990,7
AK,555.627,1990,8
AL,4066.8559999999998,1990,8
AR,2365.013,1990,8
AZ,3695.73,1990,8
CA,30085.849,1990,8
CO,3318.836,1990,8
CT,3303.962,1990,8
DC,606.5509999999999,1990,8
DE,672.095,1990,8
FL,13077.366000000002,1990,8
GA,6536.019,1990,8
HI,1117.746,1990,8
IA,2792.367,1990,8
ID,1016.4680000000001,1990,8
IL,11498.858,1990,8
IN,5580.273,1990,8
KS,2491.926,1990,8
KY,3709.3190000000004,1990,8
LA,4238.3009999999995,1990,8
MA,6045.941,1990,8
MD,4819.174,1990,8
ME,1236.876,1990,8
MI,9352.658000000001,1990,8
MN,4407.167,1990,8
MO,5149.603,1990,8
MS,2589.107,1990,8
MT,803.449,1990,8
NC,6687.156999999999,1990,8
ND,640.253,1990,8
NE,1587.828,1990,8
NH,1116.87,1990,8
NJ,7792.314,1990,8
NM,1526.8220000000001,1990,8
NV,1224.152,1990,8
NY,18084.446,1990,8
OH,10911.063999999998,1990,8
OK,3161.368,1990,8
OR,2871.502,1990,8
PA,11949.516000000001,1990,8
RI,1009.202,1990,8
SC,3514.922,1990,8
SD,699.824,1990,8
TN,4912.791,1990,8
TX,17121.963,1990,8
UT,1737.5610000000001,1990,8
VA,6241.686,1990,8
VT,567.085,1990,8
WA,4922.991,1990,8
WI,4924.483,1990,8
WV,1800.605,1990,8
