Year,Month,State,Cus_RES,Cus_COM,Cus_IND,Cus_OTH,Cus_ALL
1998,11,OK,1476051,201479,15853,15855,1709238
1998,12,OK,1476051,201479,15853,15855,1709238
1998,1,OR,1375692,197536,11882,11212,1596322
1998,2,OR,1375692,197536,11882,11212,1596322
1998,3,OR,1375692,197536,11882,11212,1596322
1998,4,OR,1375692,197536,11882,11212,1596322
1998,5,OR,1375692,197536,11882,11212,1596322
1998,6,OR,1375692,197536,11882,11212,1596322
1998,7,OR,1375692,197536,11882,11212,1596322
1998,8,OR,1375692,197536,11882,11212,1596322
1998,9,OR,1375692,197536,11882,11212,1596322
1998,10,OR,1375692,197536,11882,11212,1596322
1998,11,OR,1375692,197536,11882,11212,1596322
1998,12,OR,1375692,197536,11882,11212,1596322
1998,1,PA,4908255,588871,28838,9851,5535815
1998,2,PA,4908255,588871,28838,9851,5535815
1998,3,PA,4908255,588871,28838,9851,5535815
1998,4,PA,4908255,588871,28838,9851,5535815
1998,5,PA,4908255,588871,28838,9851,5535815
1998,6,PA,4908255,588871,28838,9851,5535815
1998,7,PA,4908255,588871,28838,9851,5535815
1998,8,PA,4908255,588871,28838,9851,5535815
1998,9,PA,4908255,588871,28838,9851,5535815
1998,10,PA,4908255,588871,28838,9851,5535815
1998,11,PA,4908255,588871,28838,9851,5535815
1998,12,PA,4908255,588871,28838,9851,5535815
1998,1,RI,416561,45025,2515,905,465006
1998,2,RI,416561,45025,2515,905,465006
1998,3,RI,416561,45025,2515,905,465006
1998,4,RI,416561,45025,2515,905,465006
1998,5,RI,416561,45025,2515,905,465006
1998,6,RI,416561,45025,2515,905,465006
1998,7,RI,416561,45025,2515,905,465006
1998,8,RI,416561,45025,2515,905,465006
1998,9,RI,416561,45025,2515,905,465006
1998,10,RI,416561,45025,2515,905,465006
1998,11,RI,416561,45025,2515,905,465006
1998,12,RI,416561,45025,2515,905,465006
1998,1,SC,1683858,262630,4751,18428,1969667
1998,2,SC,1683858,262630,4751,18428,1969667
1998,3,SC,1683858,262630,4751,18428,1969667
1998,4,SC,1683858,262630,4751,18428,1969667
1998,5,SC,1683858,262630,4751,18428,1969667
1998,6,SC,1683858,262630,4751,18428,1969667
1998,7,SC,1683858,262630,4751,18428,1969667
1998,8,SC,1683858,262630,4751,18428,1969667
1998,9,SC,1683858,262630,4751,18428,1969667
1998,10,SC,1683858,262630,4751,18428,1969667
1998,11,SC,1683858,262630,4751,18428,1969667
1998,12,SC,1683858,262630,4751,18428,1969667
1998,1,SD,314471,48630,1509,10387,374997
1998,2,SD,314471,48630,1509,10387,374997
1998,3,SD,314471,48630,1509,10387,374997
1998,4,SD,314471,48630,1509,10387,374997
1998,5,SD,314471,48630,1509,10387,374997
1998,6,SD,314471,48630,1509,10387,374997
1998,7,SD,314471,48630,1509,10387,374997
1998,8,SD,314471,48630,1509,10387,374997
1998,9,SD,314471,48630,1509,10387,374997
1998,10,SD,314471,48630,1509,10387,374997
1998,11,SD,314471,48630,1509,10387,374997
1998,12,SD,314471,48630,1509,10387,374997
1998,1,TN,2312191,359663,1711,12112,2685677
1998,2,TN,2312191,359663,1711,12112,2685677
1998,3,TN,2312191,359663,1711,12112,2685677
1998,4,TN,2312191,359663,1711,12112,2685677
1998,5,TN,2312191,359663,1711,12112,2685677
1998,6,TN,2312191,359663,1711,12112,2685677
1998,7,TN,2312191,359663,1711,12112,2685677
1998,8,TN,2312191,359663,1711,12112,2685677
1998,9,TN,2312191,359663,1711,12112,2685677
1998,10,TN,2312191,359663,1711,12112,2685677
1998,11,TN,2312191,359663,1711,12112,2685677
1998,12,TN,2312191,359663,1711,12112,2685677
1998,1,TX,7626517,1004824,69696,107450,8808487
1998,2,TX,7626517,1004824,69696,107450,8808487
1998,3,TX,7626517,1004824,69696,107450,8808487
1998,4,TX,7626517,1004824,69696,107450,8808487
1998,5,TX,7626517,1004824,69696,107450,8808487
1998,6,TX,7626517,1004824,69696,107450,8808487
1998,7,TX,7626517,1004824,69696,107450,8808487
1998,8,TX,7626517,1004824,69696,107450,8808487
1998,9,TX,7626517,1004824,69696,107450,8808487
1998,10,TX,7626517,1004824,69696,107450,8808487
1998,11,TX,7626517,1004824,69696,107450,8808487
1998,12,TX,7626517,1004824,69696,107450,8808487
1998,1,UT,716411,77299,8931,5077,807718
1998,2,UT,716411,77299,8931,5077,807718
1998,3,UT,716411,77299,8931,5077,807718
1998,4,UT,716411,77299,8931,5077,807718
1998,5,UT,716411,77299,8931,5077,807718
1998,6,UT,716411,77299,8931,5077,807718
1998,7,UT,716411,77299,8931,5077,807718
1998,8,UT,716411,77299,8931,5077,807718
1998,9,UT,716411,77299,8931,5077,807718
1998,10,UT,716411,77299,8931,5077,807718
1998,11,UT,716411,77299,8931,5077,807718
1998,12,UT,716411,77299,8931,5077,807718
1998,1,VA,2663334,292541,5220,41829,3002924
1998,2,VA,2663334,292541,5220,41829,3002924
1998,3,VA,2663334,292541,5220,41829,3002924
1998,4,VA,2663334,292541,5220,41829,3002924
1998,5,VA,2663334,292541,5220,41829,3002924
1998,6,VA,2663334,292541,5220,41829,3002924
1998,7,VA,2663334,292541,5220,41829,3002924
1998,8,VA,2663334,292541,5220,41829,3002924
1998,9,VA,2663334,292541,5220,41829,3002924
1998,10,VA,2663334,292541,5220,41829,3002924
1998,11,VA,2663334,292541,5220,41829,3002924
1998,12,VA,2663334,292541,5220,41829,3002924
1998,1,VT,278932,39272,787,1042,320033
1998,2,VT,278932,39272,787,1042,320033
1998,3,VT,278932,39272,787,1042,320033
1998,4,VT,278932,39272,787,1042,320033
1998,5,VT,278932,39272,787,1042,320033
1998,6,VT,278932,39272,787,1042,320033
1998,7,VT,278932,39272,787,1042,320033
1998,8,VT,278932,39272,787,1042,320033
1998,9,VT,278932,39272,787,1042,320033
1998,10,VT,278932,39272,787,1042,320033
1998,11,VT,278932,39272,787,1042,320033
1998,12,VT,278932,39272,787,1042,320033
1998,1,WA,2345641,267214,20008,23912,2656775
1998,2,WA,2345641,267214,20008,23912,2656775
1998,3,WA,2345641,267214,20008,23912,2656775
1998,4,WA,2345641,267214,20008,23912,2656775
1998,5,WA,2345641,267214,20008,23912,2656775
1998,6,WA,2345641,267214,20008,23912,2656775
1998,7,WA,2345641,267214,20008,23912,2656775
1998,8,WA,2345641,267214,20008,23912,2656775
1998,9,WA,2345641,267214,20008,23912,2656775
1998,10,WA,2345641,267214,20008,23912,2656775
1998,11,WA,2345641,267214,20008,23912,2656775
1998,12,WA,2345641,267214,20008,23912,2656775
1998,1,WI,2252821,265507,6052,12336,2536716
1998,2,WI,2252821,265507,6052,12336,2536716
1998,3,WI,2252821,265507,6052,12336,2536716
1998,4,WI,2252821,265507,6052,12336,2536716
1998,5,WI,2252821,265507,6052,12336,2536716
1998,6,WI,2252821,265507,6052,12336,2536716
1998,7,WI,2252821,265507,6052,12336,2536716
1998,8,WI,2252821,265507,6052,12336,2536716
1998,9,WI,2252821,265507,6052,12336,2536716
1998,10,WI,2252821,265507,6052,12336,2536716
1998,11,WI,2252821,265507,6052,12336,2536716
1998,12,WI,2252821,265507,6052,12336,2536716
1998,1,WV,807210,113518,11168,3149,935045
1998,2,WV,807210,113518,11168,3149,935045
1998,3,WV,807210,113518,11168,3149,935045
1998,4,WV,807210,113518,11168,3149,935045
1998,5,WV,807210,113518,11168,3149,935045
1998,6,WV,807210,113518,11168,3149,935045
1998,7,WV,807210,113518,11168,3149,935045
1998,8,WV,807210,113518,11168,3149,935045
1998,9,WV,807210,113518,11168,3149,935045
1998,10,WV,807210,113518,11168,3149,935045
1998,11,WV,807210,113518,11168,3149,935045
1998,12,WV,807210,113518,11168,3149,935045
1998,1,WY,215763,44617,3631,3440,267451
1998,2,WY,215763,44617,3631,3440,267451
1998,3,WY,215763,44617,3631,3440,267451
1998,4,WY,215763,44617,3631,3440,267451
1998,5,WY,215763,44617,3631,3440,267451
1998,6,WY,215763,44617,3631,3440,267451
1998,7,WY,215763,44617,3631,3440,267451
1998,8,WY,215763,44617,3631,3440,267451
1998,9,WY,215763,44617,3631,3440,267451
1998,10,WY,215763,44617,3631,3440,267451
1998,11,WY,215763,44617,3631,3440,267451
1998,12,WY,215763,44617,3631,3440,267451
1999,1,AK,227247,36536,473,5575,269831
1999,2,AK,227247,36536,473,5575,269831
1999,3,AK,227247,36536,473,5575,269831
1999,4,AK,227247,36536,473,5575,269831
1999,5,AK,227247,36536,473,5575,269831
1999,6,AK,227247,36536,473,5575,269831
1999,7,AK,227247,36536,473,5575,269831
1999,8,AK,227247,36536,473,5575,269831
1999,9,AK,227247,36536,473,5575,269831
1999,10,AK,227247,36536,473,5575,269831
1999,11,AK,227247,36536,473,5575,269831
1999,12,AK,227247,36536,473,5575,269831
1999,1,AL,1900692,304125,6378,13804,2224999
1999,2,AL,1900692,304125,6378,13804,2224999
1999,3,AL,1900692,304125,6378,13804,2224999
1999,4,AL,1900692,304125,6378,13804,2224999
1999,5,AL,1900692,304125,6378,13804,2224999
1999,6,AL,1900692,304125,6378,13804,2224999
1999,7,AL,1900692,304125,6378,13804,2224999
1999,8,AL,1900692,304125,6378,13804,2224999
1999,9,AL,1900692,304125,6378,13804,2224999
1999,10,AL,1900692,304125,6378,13804,2224999
1999,11,AL,1900692,304125,6378,13804,2224999
1999,12,AL,1900692,304125,6378,13804,2224999
1999,1,AR,1159684,139604,25771,14221,1339280
1999,2,AR,1159684,139604,25771,14221,1339280
1999,3,AR,1159684,139604,25771,14221,1339280
1999,4,AR,1159684,139604,25771,14221,1339280
1999,5,AR,1159684,139604,25771,14221,1339280
1999,6,AR,1159684,139604,25771,14221,1339280
1999,7,AR,1159684,139604,25771,14221,1339280
1999,8,AR,1159684,139604,25771,14221,1339280
1999,9,AR,1159684,139604,25771,14221,1339280
1999,10,AR,1159684,139604,25771,14221,1339280
1999,11,AR,1159684,139604,25771,14221,1339280
1999,12,AR,1159684,139604,25771,14221,1339280
1999,1,AZ,1896943,200359,5136,19269,2121707
1999,2,AZ,1896943,200359,5136,19269,2121707
1999,3,AZ,1896943,200359,5136,19269,2121707
1999,4,AZ,1896943,200359,5136,19269,2121707
1999,5,AZ,1896943,200359,5136,19269,2121707
1999,6,AZ,1896943,200359,5136,19269,2121707
1999,7,AZ,1896943,200359,5136,19269,2121707
1999,8,AZ,1896943,200359,5136,19269,2121707
1999,9,AZ,1896943,200359,5136,19269,2121707
1999,10,AZ,1896943,200359,5136,19269,2121707
1999,11,AZ,1896943,200359,5136,19269,2121707
1999,12,AZ,1896943,200359,5136,19269,2121707
1999,1,CA,11438113,1510575,46270,45932,13040890
1999,2,CA,11438113,1510575,46270,45932,13040890
1999,3,CA,11438113,1510575,46270,45932,13040890
1999,4,CA,11438113,1510575,46270,45932,13040890
1999,5,CA,11438113,1510575,46270,45932,13040890
1999,6,CA,11438113,1510575,46270,45932,13040890
1999,7,CA,11438113,1510575,46270,45932,13040890
1999,8,CA,11438113,1510575,46270,45932,13040890
1999,9,CA,11438113,1510575,46270,45932,13040890
1999,10,CA,11438113,1510575,46270,45932,13040890
1999,11,CA,11438113,1510575,46270,45932,13040890
1999,12,CA,11438113,1510575,46270,45932,13040890
1999,1,CO,1712891,235962,2787,96072,2047712
1999,2,CO,1712891,235962,2787,96072,2047712
1999,3,CO,1712891,235962,2787,96072,2047712
1999,4,CO,1712891,235962,2787,96072,2047712
1999,5,CO,1712891,235962,2787,96072,2047712
1999,6,CO,1712891,235962,2787,96072,2047712
1999,7,CO,1712891,235962,2787,96072,2047712
1999,8,CO,1712891,235962,2787,96072,2047712
1999,9,CO,1712891,235962,2787,96072,2047712
1999,10,CO,1712891,235962,2787,96072,2047712
1999,11,CO,1712891,235962,2787,96072,2047712
1999,12,CO,1712891,235962,2787,96072,2047712
1999,1,CT,1361589,130813,5916,4964,1503282
1999,2,CT,1361589,130813,5916,4964,1503282
1999,3,CT,1361589,130813,5916,4964,1503282
1999,4,CT,1361589,130813,5916,4964,1503282
1999,5,CT,1361589,130813,5916,4964,1503282
1999,6,CT,1361589,130813,5916,4964,1503282
1999,7,CT,1361589,130813,5916,4964,1503282
1999,8,CT,1361589,130813,5916,4964,1503282
1999,9,CT,1361589,130813,5916,4964,1503282
1999,10,CT,1361589,130813,5916,4964,1503282
1999,11,CT,1361589,130813,5916,4964,1503282
1999,12,CT,1361589,130813,5916,4964,1503282
1999,1,DC,193822,26069,1,31,219923
1999,2,DC,193822,26069,1,31,219923
1999,3,DC,193822,26069,1,31,219923
1999,4,DC,193822,26069,1,31,219923
1999,5,DC,193822,26069,1,31,219923
1999,6,DC,193822,26069,1,31,219923
1999,7,DC,193822,26069,1,31,219923
1999,8,DC,193822,26069,1,31,219923
1999,9,DC,193822,26069,1,31,219923
1999,10,DC,193822,26069,1,31,219923
1999,11,DC,193822,26069,1,31,219923
1999,12,DC,193822,26069,1,31,219923
1999,1,DE,331047,37990,558,919,370514
1999,2,DE,331047,37990,558,919,370514
1999,3,DE,331047,37990,558,919,370514
1999,4,DE,331047,37990,558,919,370514
1999,5,DE,331047,37990,558,919,370514
1999,6,DE,331047,37990,558,919,370514
1999,7,DE,331047,37990,558,919,370514
1999,8,DE,331047,37990,558,919,370514
1999,9,DE,331047,37990,558,919,370514
1999,10,DE,331047,37990,558,919,370514
1999,11,DE,331047,37990,558,919,370514
1999,12,DE,331047,37990,558,919,370514
1999,1,FL,7001021,862939,23353,74048,7961361
1999,2,FL,7001021,862939,23353,74048,7961361
1999,3,FL,7001021,862939,23353,74048,7961361
1999,4,FL,7001021,862939,23353,74048,7961361
1999,5,FL,7001021,862939,23353,74048,7961361
1999,6,FL,7001021,862939,23353,74048,7961361
1999,7,FL,7001021,862939,23353,74048,7961361
1999,8,FL,7001021,862939,23353,74048,7961361
1999,9,FL,7001021,862939,23353,74048,7961361
1999,10,FL,7001021,862939,23353,74048,7961361
1999,11,FL,7001021,862939,23353,74048,7961361
1999,12,FL,7001021,862939,23353,74048,7961361
1999,1,GA,3295924,392919,10987,32315,3732145
1999,2,GA,3295924,392919,10987,32315,3732145
1999,3,GA,3295924,392919,10987,32315,3732145
1999,4,GA,3295924,392919,10987,32315,3732145
1999,5,GA,3295924,392919,10987,32315,3732145
1999,6,GA,3295924,392919,10987,32315,3732145
1999,7,GA,3295924,392919,10987,32315,3732145
1999,8,GA,3295924,392919,10987,32315,3732145
1999,9,GA,3295924,392919,10987,32315,3732145
1999,10,GA,3295924,392919,10987,32315,3732145
1999,11,GA,3295924,392919,10987,32315,3732145
1999,12,GA,3295924,392919,10987,32315,3732145
1999,1,HI,363680,52986,661,4254,421581
1999,2,HI,363680,52986,661,4254,421581
1999,3,HI,363680,52986,661,4254,421581
1999,4,HI,363680,52986,661,4254,421581
1999,5,HI,363680,52986,661,4254,421581
1999,6,HI,363680,52986,661,4254,421581
1999,7,HI,363680,52986,661,4254,421581
1999,8,HI,363680,52986,661,4254,421581
1999,9,HI,363680,52986,661,4254,421581
1999,10,HI,363680,52986,661,4254,421581
1999,11,HI,363680,52986,661,4254,421581
1999,12,HI,363680,52986,661,4254,421581
1999,1,IA,1228606,167576,3971,16534,1416687
1999,2,IA,1228606,167576,3971,16534,1416687
1999,3,IA,1228606,167576,3971,16534,1416687
1999,4,IA,1228606,167576,3971,16534,1416687
1999,5,IA,1228606,167576,3971,16534,1416687
1999,6,IA,1228606,167576,3971,16534,1416687
1999,7,IA,1228606,167576,3971,16534,1416687
1999,8,IA,1228606,167576,3971,16534,1416687
1999,9,IA,1228606,167576,3971,16534,1416687
1999,10,IA,1228606,167576,3971,16534,1416687
1999,11,IA,1228606,167576,3971,16534,1416687
1999,12,IA,1228606,167576,3971,16534,1416687
1999,1,ID,516526,90798,6567,3168,617059
1999,2,ID,516526,90798,6567,3168,617059
1999,3,ID,516526,90798,6567,3168,617059
1999,4,ID,516526,90798,6567,3168,617059
1999,5,ID,516526,90798,6567,3168,617059
1999,6,ID,516526,90798,6567,3168,617059
1999,7,ID,516526,90798,6567,3168,617059
1999,8,ID,516526,90798,6567,3168,617059
1999,9,ID,516526,90798,6567,3168,617059
1999,10,ID,516526,90798,6567,3168,617059
1999,11,ID,516526,90798,6567,3168,617059
1999,12,ID,516526,90798,6567,3168,617059
1999,1,IL,4623801,481299,5587,30840,5141527
1999,2,IL,4623801,481299,5587,30840,5141527
1999,3,IL,4623801,481299,5587,30840,5141527
1999,4,IL,4623801,481299,5587,30840,5141527
1999,5,IL,4623801,481299,5587,30840,5141527
1999,6,IL,4623801,481299,5587,30840,5141527
1999,7,IL,4623801,481299,5587,30840,5141527
1999,8,IL,4623801,481299,5587,30840,5141527
1999,9,IL,4623801,481299,5587,30840,5141527
1999,10,IL,4623801,481299,5587,30840,5141527
1999,11,IL,4623801,481299,5587,30840,5141527
1999,12,IL,4623801,481299,5587,30840,5141527
1999,1,IN,2505377,284254,18309,9001,2816941
1999,2,IN,2505377,284254,18309,9001,2816941
1999,3,IN,2505377,284254,18309,9001,2816941
1999,4,IN,2505377,284254,18309,9001,2816941
1999,5,IN,2505377,284254,18309,9001,2816941
1999,6,IN,2505377,284254,18309,9001,2816941
1999,7,IN,2505377,284254,18309,9001,2816941
1999,8,IN,2505377,284254,18309,9001,2816941
1999,9,IN,2505377,284254,18309,9001,2816941
1999,10,IN,2505377,284254,18309,9001,2816941
1999,11,IN,2505377,284254,18309,9001,2816941
1999,12,IN,2505377,284254,18309,9001,2816941
1999,1,KS,1118271,180990,13781,16992,1330034
1999,2,KS,1118271,180990,13781,16992,1330034
1999,3,KS,1118271,180990,13781,16992,1330034
1999,4,KS,1118271,180990,13781,16992,1330034
1999,5,KS,1118271,180990,13781,16992,1330034
1999,6,KS,1118271,180990,13781,16992,1330034
1999,7,KS,1118271,180990,13781,16992,1330034
1999,8,KS,1118271,180990,13781,16992,1330034
1999,9,KS,1118271,180990,13781,16992,1330034
1999,10,KS,1118271,180990,13781,16992,1330034
1999,11,KS,1118271,180990,13781,16992,1330034
1999,12,KS,1118271,180990,13781,16992,1330034
1999,1,KY,1734903,227020,6883,22541,1991347
1999,2,KY,1734903,227020,6883,22541,1991347
1999,3,KY,1734903,227020,6883,22541,1991347
1999,4,KY,1734903,227020,6883,22541,1991347
1999,5,KY,1734903,227020,6883,22541,1991347
1999,6,KY,1734903,227020,6883,22541,1991347
1999,7,KY,1734903,227020,6883,22541,1991347
1999,8,KY,1734903,227020,6883,22541,1991347
1999,9,KY,1734903,227020,6883,22541,1991347
1999,10,KY,1734903,227020,6883,22541,1991347
1999,11,KY,1734903,227020,6883,22541,1991347
1999,12,KY,1734903,227020,6883,22541,1991347
1999,1,LA,1791240,213273,15419,21942,2041874
1999,2,LA,1791240,213273,15419,21942,2041874
1999,3,LA,1791240,213273,15419,21942,2041874
1999,4,LA,1791240,213273,15419,21942,2041874
1999,5,LA,1791240,213273,15419,21942,2041874
1999,6,LA,1791240,213273,15419,21942,2041874
1999,7,LA,1791240,213273,15419,21942,2041874
1999,8,LA,1791240,213273,15419,21942,2041874
1999,9,LA,1791240,213273,15419,21942,2041874
1999,10,LA,1791240,213273,15419,21942,2041874
1999,11,LA,1791240,213273,15419,21942,2041874
1999,12,LA,1791240,213273,15419,21942,2041874
1999,1,MA,2495812,306519,14096,11339,2827766
1999,2,MA,2495812,306519,14096,11339,2827766
1999,3,MA,2495812,306519,14096,11339,2827766
1999,4,MA,2495812,306519,14096,11339,2827766
1999,5,MA,2495812,306519,14096,11339,2827766
1999,6,MA,2495812,306519,14096,11339,2827766
1999,7,MA,2495812,306519,14096,11339,2827766
1999,8,MA,2495812,306519,14096,11339,2827766
1999,9,MA,2495812,306519,14096,11339,2827766
1999,10,MA,2495812,306519,14096,11339,2827766
1999,11,MA,2495812,306519,14096,11339,2827766
1999,12,MA,2495812,306519,14096,11339,2827766
1999,1,MD,1952497,213306,7633,1453,2174889
1999,2,MD,1952497,213306,7633,1453,2174889
1999,3,MD,1952497,213306,7633,1453,2174889
1999,4,MD,1952497,213306,7633,1453,2174889
1999,5,MD,1952497,213306,7633,1453,2174889
1999,6,MD,1952497,213306,7633,1453,2174889
1999,7,MD,1952497,213306,7633,1453,2174889
1999,8,MD,1952497,213306,7633,1453,2174889
1999,9,MD,1952497,213306,7633,1453,2174889
1999,10,MD,1952497,213306,7633,1453,2174889
1999,11,MD,1952497,213306,7633,1453,2174889
1999,12,MD,1952497,213306,7633,1453,2174889
1999,1,ME,625988,76264,2676,18588,723516
1999,2,ME,625988,76264,2676,18588,723516
1999,3,ME,625988,76264,2676,18588,723516
1999,4,ME,625988,76264,2676,18588,723516
1999,5,ME,625988,76264,2676,18588,723516
1999,6,ME,625988,76264,2676,18588,723516
1999,7,ME,625988,76264,2676,18588,723516
1999,8,ME,625988,76264,2676,18588,723516
1999,9,ME,625988,76264,2676,18588,723516
1999,10,ME,625988,76264,2676,18588,723516
1999,11,ME,625988,76264,2676,18588,723516
1999,12,ME,625988,76264,2676,18588,723516
1999,1,MI,4058091,450754,13531,11873,4534249
1999,2,MI,4058091,450754,13531,11873,4534249
1999,3,MI,4058091,450754,13531,11873,4534249
1999,4,MI,4058091,450754,13531,11873,4534249
1999,5,MI,4058091,450754,13531,11873,4534249
1999,6,MI,4058091,450754,13531,11873,4534249
1999,7,MI,4058091,450754,13531,11873,4534249
1999,8,MI,4058091,450754,13531,11873,4534249
1999,9,MI,4058091,450754,13531,11873,4534249
1999,10,MI,4058091,450754,13531,11873,4534249
1999,11,MI,4058091,450754,13531,11873,4534249
1999,12,MI,4058091,450754,13531,11873,4534249
1999,1,MN,2017362,224404,11067,22962,2275795
1999,2,MN,2017362,224404,11067,22962,2275795
1999,3,MN,2017362,224404,11067,22962,2275795
1999,4,MN,2017362,224404,11067,22962,2275795
1999,5,MN,2017362,224404,11067,22962,2275795
1999,6,MN,2017362,224404,11067,22962,2275795
1999,7,MN,2017362,224404,11067,22962,2275795
1999,8,MN,2017362,224404,11067,22962,2275795
1999,9,MN,2017362,224404,11067,22962,2275795
1999,10,MN,2017362,224404,11067,22962,2275795
1999,11,MN,2017362,224404,11067,22962,2275795
1999,12,MN,2017362,224404,11067,22962,2275795
1999,1,MO,2405251,308179,9590,13926,2736946
1999,2,MO,2405251,308179,9590,13926,2736946
1999,3,MO,2405251,308179,9590,13926,2736946
1999,4,MO,2405251,308179,9590,13926,2736946
1999,5,MO,2405251,308179,9590,13926,2736946
1999,6,MO,2405251,308179,9590,13926,2736946
1999,7,MO,2405251,308179,9590,13926,2736946
1999,8,MO,2405251,308179,9590,13926,2736946
1999,9,MO,2405251,308179,9590,13926,2736946
1999,10,MO,2405251,308179,9590,13926,2736946
1999,11,MO,2405251,308179,9590,13926,2736946
1999,12,MO,2405251,308179,9590,13926,2736946
1999,1,MS,1152329,179959,4504,9171,1345963
1999,2,MS,1152329,179959,4504,9171,1345963
1999,3,MS,1152329,179959,4504,9171,1345963
1999,4,MS,1152329,179959,4504,9171,1345963
1999,5,MS,1152329,179959,4504,9171,1345963
1999,6,MS,1152329,179959,4504,9171,1345963
1999,7,MS,1152329,179959,4504,9171,1345963
1999,8,MS,1152329,179959,4504,9171,1345963
1999,9,MS,1152329,179959,4504,9171,1345963
1999,10,MS,1152329,179959,4504,9171,1345963
1999,11,MS,1152329,179959,4504,9171,1345963
1999,12,MS,1152329,179959,4504,9171,1345963
1999,1,MT,393329,69060,4259,13985,480633
1999,2,MT,393329,69060,4259,13985,480633
1999,3,MT,393329,69060,4259,13985,480633
1999,4,MT,393329,69060,4259,13985,480633
1999,5,MT,393329,69060,4259,13985,480633
1999,6,MT,393329,69060,4259,13985,480633
1999,7,MT,393329,69060,4259,13985,480633
1999,8,MT,393329,69060,4259,13985,480633
1999,9,MT,393329,69060,4259,13985,480633
1999,10,MT,393329,69060,4259,13985,480633
1999,11,MT,393329,69060,4259,13985,480633
1999,12,MT,393329,69060,4259,13985,480633
1999,1,NC,3474399,500602,12771,18331,4006103
1999,2,NC,3474399,500602,12771,18331,4006103
1999,3,NC,3474399,500602,12771,18331,4006103
1999,4,NC,3474399,500602,12771,18331,4006103
1999,5,NC,3474399,500602,12771,18331,4006103
1999,6,NC,3474399,500602,12771,18331,4006103
1999,7,NC,3474399,500602,12771,18331,4006103
1999,8,NC,3474399,500602,12771,18331,4006103
1999,9,NC,3474399,500602,12771,18331,4006103
1999,10,NC,3474399,500602,12771,18331,4006103
1999,11,NC,3474399,500602,12771,18331,4006103
1999,12,NC,3474399,500602,12771,18331,4006103
1999,1,ND,286494,47679,1859,5165,341197
1999,2,ND,286494,47679,1859,5165,341197
1999,3,ND,286494,47679,1859,5165,341197
1999,4,ND,286494,47679,1859,5165,341197
1999,5,ND,286494,47679,1859,5165,341197
1999,6,ND,286494,47679,1859,5165,341197
1999,7,ND,286494,47679,1859,5165,341197
1999,8,ND,286494,47679,1859,5165,341197
1999,9,ND,286494,47679,1859,5165,341197
1999,10,ND,286494,47679,1859,5165,341197
1999,11,ND,286494,47679,1859,5165,341197
1999,12,ND,286494,47679,1859,5165,341197
1999,1,NE,718240,117810,8421,41244,885715
1999,2,NE,718240,117810,8421,41244,885715
1999,3,NE,718240,117810,8421,41244,885715
1999,4,NE,718240,117810,8421,41244,885715
1999,5,NE,718240,117810,8421,41244,885715
1999,6,NE,718240,117810,8421,41244,885715
1999,7,NE,718240,117810,8421,41244,885715
1999,8,NE,718240,117810,8421,41244,885715
1999,9,NE,718240,117810,8421,41244,885715
1999,10,NE,718240,117810,8421,41244,885715
1999,11,NE,718240,117810,8421,41244,885715
1999,12,NE,718240,117810,8421,41244,885715
1999,1,NH,535616,83698,3309,5540,628163
1999,2,NH,535616,83698,3309,5540,628163
1999,3,NH,535616,83698,3309,5540,628163
1999,4,NH,535616,83698,3309,5540,628163
1999,5,NH,535616,83698,3309,5540,628163
1999,6,NH,535616,83698,3309,5540,628163
1999,7,NH,535616,83698,3309,5540,628163
1999,8,NH,535616,83698,3309,5540,628163
1999,9,NH,535616,83698,3309,5540,628163
1999,10,NH,535616,83698,3309,5540,628163
1999,11,NH,535616,83698,3309,5540,628163
1999,12,NH,535616,83698,3309,5540,628163
1999,1,NJ,3151285,434515,13438,10798,3610036
1999,2,NJ,3151285,434515,13438,10798,3610036
1999,3,NJ,3151285,434515,13438,10798,3610036
1999,4,NJ,3151285,434515,13438,10798,3610036
1999,5,NJ,3151285,434515,13438,10798,3610036
1999,6,NJ,3151285,434515,13438,10798,3610036
1999,7,NJ,3151285,434515,13438,10798,3610036
1999,8,NJ,3151285,434515,13438,10798,3610036
1999,9,NJ,3151285,434515,13438,10798,3610036
1999,10,NJ,3151285,434515,13438,10798,3610036
1999,11,NJ,3151285,434515,13438,10798,3610036
1999,12,NJ,3151285,434515,13438,10798,3610036
1999,1,NM,712334,102483,6166,6350,827333
1999,2,NM,712334,102483,6166,6350,827333
1999,3,NM,712334,102483,6166,6350,827333
1999,4,NM,712334,102483,6166,6350,827333
1999,5,NM,712334,102483,6166,6350,827333
1999,6,NM,712334,102483,6166,6350,827333
1999,7,NM,712334,102483,6166,6350,827333
1999,8,NM,712334,102483,6166,6350,827333
1999,9,NM,712334,102483,6166,6350,827333
1999,10,NM,712334,102483,6166,6350,827333
1999,11,NM,712334,102483,6166,6350,827333
1999,12,NM,712334,102483,6166,6350,827333
1999,1,NV,760262,108077,1358,1103,870800
1999,2,NV,760262,108077,1358,1103,870800
1999,3,NV,760262,108077,1358,1103,870800
1999,4,NV,760262,108077,1358,1103,870800
1999,5,NV,760262,108077,1358,1103,870800
1999,6,NV,760262,108077,1358,1103,870800
1999,7,NV,760262,108077,1358,1103,870800
1999,8,NV,760262,108077,1358,1103,870800
1999,9,NV,760262,108077,1358,1103,870800
1999,10,NV,760262,108077,1358,1103,870800
1999,11,NV,760262,108077,1358,1103,870800
