Year	Month	State	Sale_RES	Sale_COM	Sale_IND	Sale_OTH	Sale_ALL
1993	6	LA	2098.92	1313.03	2426.28	229.88	6068.11
1993	6	MA	1067.09	1488.08	827.65	75.45	3458.27
1993	6	MD	1578.63	997.63	1786.94	61.39	4424.6
1993	6	ME	279.91	222.03	417.2	16.11	935.25
1993	6	MI	1982.25	2429.84	2733.17	100.55	7245.8
1993	6	MN	1179.82	732.72	2039.05	51.43	4003.01
1993	6	MO	1987.54	1816.15	1227.67	77.89	5109.26
1993	6	MS	1048.52	603.73	1242.16	53.53	2947.93
1993	6	MT	221.17	229.43	487.32	32.56	970.47
1993	6	NC	2870.9	2414.03	3117.95	161.94	8564.83
1993	6	ND	190.59	137.37	149.59	37.77	515.33
1993	6	NE	514.01	472.51	442.97	76.22	1505.71
1993	6	NH	234.87	164.24	242.84	9.84	651.79
1993	6	NJ	1691.02	2501.33	1283.88	33.04	5509.27
1993	6	NM	307.26	429.29	422.34	155.14	1314.02
1993	6	NV	559.54	370.54	607.75	63.86	1601.69
1993	6	NY	2809.97	3834.26	2538.77	992.28	10175.28
1993	6	OH	3128.37	2818.38	5718.76	396.32	12061.82
1993	6	OK	1245.57	963.57	1035.35	184.1	3428.59
1993	6	OR	964.24	962.67	1329.75	53.85	3310.5
1993	6	PA	2905.54	2603.02	3903.58	102.97	9515.12
1993	6	RI	167.1	202.12	120.59	13.34	503.15
1993	6	SC	1663.4	1186.9	2447.52	74.46	5372.29
1993	6	SD	210.31	127.12	152.51	25.25	515.19
1993	6	TN	2202.38	432.2	3817.38	77.56	6529.52
1993	6	TX	7111.3	5574.64	7544.12	969.7	21199.76
1993	6	UT	346.96	428.62	546.72	100.33	1422.64
1993	6	VA	2433.76	2063.31	1526.63	763.65	6787.35
1993	6	VT	132.51	123.76	117.97	3.64	377.88
1993	6	WA	1945.45	1556.9	3130.7	261.36	6894.4
1993	6	WI	1271.68	1120.69	1787.14	49.97	4229.48
1993	6	WV	566.72	446.81	840.59	6.71	1860.83
1993	6	WY	122.67	219.44	533.7	8.79	884.59
1993	7	AK	108.46	161.28	46.65	15.11	331.49
1993	7	AL	2820.1	1132.39	2608.29	51.67	6612.46
1993	7	AR	1328.52	713.57	1156.27	64.95	3263.31
1993	7	AZ	1938.4	1511.97	996.65	189.83	4636.84
1993	7	CA	6168.54	7591.07	4780.44	617.1	19157.14
1993	7	CO	840.18	1313.75	615.74	80.51	2850.19
1993	7	CT	940.53	999.87	510.53	26.9	2477.83
1993	7	DC	201.14	570.7	325.12	30.28	1127.23
1993	7	DE	311.22	245.4	292.61	4.64	853.87
1993	7	FL	8066.59	5135.36	1423.68	420.09	15045.72
1993	7	GA	4495.42	2624.1	2550.01	94	9763.54
1993	7	HI	200.77	205.39	341.46	4.72	752.34
1993	7	IA	1080.91	643.21	970.82	117.25	2812.19
1993	7	ID	393.52	659.57	735.26	23.56	1811.91
1993	7	IL	3718.16	3155.51	3489.58	636.86	11000.11
1993	7	IN	2587.05	1635.54	3378.5	43.91	7645.01
1993	7	KS	1147.49	968.74	708.86	29.11	2854.2
1993	7	KY	2300.5	1030.83	2610.01	269.64	6210.99
1993	7	LA	2719.64	1449.06	2387.51	235.53	6791.74
1993	7	MA	1283.29	1720.38	850.58	81.74	3935.98
1993	7	MD	2244.37	1156.5	1918.63	65.72	5385.22
1993	7	ME	284.62	245.58	432.85	12.13	975.18
1993	7	MI	2585.04	2669.65	2693.2	116.59	8064.47
1993	7	MN	1305.71	743.67	2243.65	57.4	4350.43
1993	7	MO	2943.21	1988.16	1230.48	76.5	6238.34
1993	7	MS	1456.27	688.02	1246.86	56.24	3447.4
1993	7	MT	244.75	251.95	494.38	30.4	1021.47
1993	7	NC	3935.98	2481.66	2950.24	175.46	9543.35
1993	7	ND	181.5	135.48	156.16	37.45	510.59
1993	7	NE	709.82	524.47	427.52	83.83	1745.64
1993	7	NH	258.51	190.76	266.43	9.82	725.52
1993	7	NJ	2510.37	2828.14	1311.04	35.09	6684.65
1993	7	NM	342.17	451.62	412.56	159.94	1366.27
1993	7	NV	766.31	446.05	652.81	72.92	1938.09
1993	7	NY	3709.95	4535.27	2661.03	1111.17	12017.43
1993	7	OH	4186.07	3263.35	5713.99	386.03	13549.43
1993	7	OK	2054.09	1160.28	1007.49	185.23	4407.09
1993	7	OR	1009.71	1005.71	1387.75	51.36	3454.53
1993	7	PA	3812.46	2979.59	3950.71	94.23	10837
1993	7	RI	202.06	224.65	115.5	14.16	556.36
1993	7	SC	2349.2	1321.68	2268.93	77.05	6016.86
1993	7	SD	231.75	137.6	166.57	25.33	561.24
1993	7	TN	3108.44	529.63	4109.79	92.33	7840.19
1993	7	TX	9773.25	6236.55	7730.7	979.53	24720.03
1993	7	UT	350.39	417.76	541.48	76.24	1385.87
1993	7	VA	3477.07	2324.75	1437.97	813.81	8053.6
1993	7	VT	142.4	133.77	122.26	3.64	402.08
1993	7	WA	1760.69	1490.78	3157.82	259.97	6669.26
1993	7	WI	1541.82	1283.04	1870.08	54.97	4749.92
1993	7	WV	790.87	518.49	793.95	6.86	2110.17
1993	7	WY	121.25	220.42	556.19	9	906.86
1993	8	AK	108.58	166.32	47.76	13.88	336.54
1993	8	AL	2662.77	1118.82	2744.95	53.77	6580.31
1993	8	AR	1547.49	749.87	1206.96	67.5	3571.81
1993	8	AZ	1932.44	1465.47	1019.71	181.57	4599.19
1993	8	CA	6046.97	7646.65	4858.42	652.19	19204.23
1993	8	CO	872.25	1363.43	571.64	75.21	2882.53
1993	8	CT	890.2	982.18	481.33	28.11	2381.83
1993	8	DC	174.77	538.02	310.46	30.15	1053.4
1993	8	DE	306.97	244.86	301.03	4.51	857.37
1993	8	FL	8768.8	5326.16	1374.03	435.79	15904.78
1993	8	GA	4092.12	2576.91	2731.1	95.48	9495.61
1993	8	HI	220.24	213.65	336.22	4.76	774.87
1993	8	IA	1179.41	697.08	1052.44	111.82	3040.76
1993	8	ID	360.96	601.75	640.78	23.74	1627.22
1993	8	IL	3602.13	3152.5	3537.76	624.97	10917.36
1993	8	IN	2586.24	1699.51	3532.69	41.7	7860.14
1993	8	KS	1309.37	998.95	781.24	27.42	3116.98
1993	8	KY	2067.78	976.04	2623.88	258.5	5926.2
1993	8	LA	2872.7	1488.81	2507.3	228.91	7097.72
1993	8	MA	1259.79	1653.46	811.9	82.02	3807.16
1993	8	MD	2072.81	1129.32	1933.92	68.25	5204.31
1993	8	ME	297.78	254.12	453.5	12.95	1018.35
1993	8	MI	2696.63	2894.32	2721.74	116.45	8429.15
1993	8	MN	1502.02	805.44	2057.62	60.27	4425.35
1993	8	MO	2969.13	2037.57	1247.81	81.67	6336.18
1993	8	MS	1643.2	727.28	1270.22	58.86	3699.56
1993	8	MT	226.7	233.58	501.31	32.8	994.4
1993	8	NC	3815.82	2647.83	3132.16	182.06	9777.87
1993	8	ND	207.8	149.44	152.13	40.41	549.79
1993	8	NE	765.88	536.87	474.42	107.16	1884.34
1993	8	NH	256.21	191.89	265.79	9.84	723.72
1993	8	NJ	2404.72	2745.01	1334.74	37.55	6522.02
1993	8	NM	345.26	451.09	411.57	167.73	1375.65
1993	8	NV	726.5	428.64	677.74	68.39	1901.27
1993	8	NY	3910.26	4497.31	2646.62	1078.22	12132.41
1993	8	OH	3845.21	3268.89	5657.3	412.36	13183.75
1993	8	OK	2202.91	1131.33	1013.32	215.06	4562.62
1993	8	OR	1008.74	1033.58	1389	53.89	3485.22
1993	8	PA	3506.64	2890.45	4018.48	104.73	10520.31
1993	8	RI	209.09	231.56	125.15	15.22	581.02
1993	8	SC	2315.01	1366.69	2449.5	74.37	6205.56
1993	8	SD	251.32	143.62	163.61	27.59	586.14
1993	8	TN	3125.56	521.29	4149.39	65.4	7861.64
1993	8	TX	11271.87	6573.98	7700.74	1123.94	26670.54
1993	8	UT	381.8	461.92	532.69	83.24	1459.65
1993	8	VA	3041.28	2229.85	1601.69	802.92	7675.74
1993	8	VT	147.64	136.42	123.62	3.64	411.31
1993	8	WA	1715.58	1512.26	3114.55	255.49	6597.87
1993	8	WI	1606.2	1340	1963.56	45.96	4955.72
1993	8	WV	734.37	500.73	846.34	7.06	2088.49
1993	8	WY	125.85	209.65	622.33	9.11	966.94
1993	9	AK	116.44	160.19	41.47	14.67	332.77
1993	9	AL	2140.99	1041.2	2585.81	50.66	5818.66
1993	9	AR	1289.58	691.7	1053.94	59.2	3094.43
1993	9	AZ	1761.41	1456.59	957.27	164.9	4340.17
1993	9	CA	6078.56	7525.68	4944.15	708.53	19256.92
1993	9	CO	810.58	1301.26	608.02	92.23	2812.09
1993	9	CT	860.27	958.93	503.61	31.64	2354.44
1993	9	DC	140.66	455.93	256.24	27.49	880.32
1993	9	DE	301.84	256.25	311.64	4.39	874.12
1993	9	FL	8142.4	5241.55	1337.61	449.09	15170.66
1993	9	GA	3292.06	2359.66	2532.66	95.04	8279.42
1993	9	HI	204.18	201.84	328.72	4.73	739.47
1993	9	IA	812.69	522.97	1033.5	101.94	2471.1
1993	9	ID	370.9	494.55	576.83	23.09	1465.38
1993	9	IL	3099	3053.91	3561.73	642.93	10357.57
1993	9	IN	1836.52	1359.05	3269.24	39.12	6503.93
1993	9	KS	1056.52	885.6	737.04	27.39	2706.56
1993	9	KY	1319.02	796.04	2636.07	248.48	4999.61
1993	9	LA	2686.77	1494.93	2506.67	225.92	6914.29
1993	9	MA	1239.89	1679.09	847.79	63.18	3829.96
1993	9	MD	1741.35	957.51	1623.56	64.47	4386.89
1993	9	ME	283.63	246.07	431.14	13.42	974.26
1993	9	MI	2076.44	2328.37	2448.49	98.42	6951.72
1993	9	MN	1229.29	669	2024.69	56.26	3979.24
1993	9	MO	1796.65	1552.78	1070.76	67.31	4487.49
1993	9	MS	1526.11	693.62	1232.48	69.63	3521.85
1993	9	MT	239.76	247.93	472.8	29.6	990.1
1993	9	NC	3347.98	2587.74	3008.94	141.84	9086.5
1993	9	ND	201.9	142.33	166.82	38.93	549.98
1993	9	NE	560.39	419.45	417.68	172.64	1570.16
1993	9	NH	255.83	183.38	283.61	9.84	732.66
1993	9	NJ	1987.62	2457.58	1273.92	39.37	5758.49
1993	9	NM	322.04	441.7	411.19	121.37	1296.3
1993	9	NV	572.67	396.46	615.07	66.75	1650.95
1993	9	NY	3750.91	4428.81	2561.42	1060.52	11801.67
1993	9	OH	3131.78	2882.81	5594.43	398.78	12007.8
1993	9	OK	1558.63	982.89	960.7	181.25	3683.46
1993	9	OR	1043.62	1090.19	1280.76	54.66	3469.23
1993	9	PA	3166.75	2855.42	3837.83	102.36	9962.36
1993	9	RI	201.92	233.9	129.26	15.92	580.99
1993	9	SC	2019.15	1301.95	2393.26	76.4	5790.76
1993	9	SD	236.4	143.41	163.56	27.49	570.85
1993	9	TN	2762.25	508.24	4018.74	78.31	7367.54
1993	9	TX	10714.21	6552.15	7829.37	1193.66	26289.39
1993	9	UT	376.44	451.5	547.86	76.71	1452.51
1993	9	VA	2357.16	1915.78	1401.78	749.35	6424.06
1993	9	VT	138.12	128.75	114.63	3.67	385.17
1993	9	WA	1734.99	1596.94	3094.84	272.57	6699.34
1993	9	WI	1293.76	1039.28	1850.19	50.19	4233.42
1993	9	WV	599.78	457.71	803.9	7.22	1868.61
1993	9	WY	117.89	208.58	563.71	9.18	899.36
1993	10	AK	130.65	168.47	43.01	16.26	358.39
1993	10	AL	1481.88	924.8	2605.51	54.99	5067.18
1993	10	AR	772.98	556.88	1089.6	46.21	2465.68
1993	10	AZ	1339.02	1330.92	956.57	165.15	3791.67
1993	10	CA	5335.05	6926.02	4777.63	800.1	17838.79
1993	10	CO	759.54	1098.51	606.2	54.28	2518.53
1993	10	CT	718.36	854.81	485.39	29.82	2088.38
1993	10	DC	105.82	408.47	237.29	28.96	780.54
1993	10	DE	191.13	202.32	291.43	5.16	690.04
1993	10	FL	7066.16	4933.81	1301.33	441.88	13743.19
1993	10	GA	2178.96	1983.66	2575.23	92.16	6830.01
1993	10	HI	212.67	217.62	344.1	5.27	779.66
1993	10	IA	747.91	593.6	1106.13	103.56	2551.2
1993	10	ID	473.92	328.9	608.9	25.02	1436.75
1993	10	IL	2211.06	2719.79	3392.34	598.03	8921.22
1993	10	IN	1529.28	1339.27	3397.8	45.76	6312.1
1993	10	KS	622.8	775.18	702.64	29.26	2129.89
1993	10	KY	1154.86	792.89	3135.23	219.14	5302.12
1993	10	LA	2060.76	1306.77	2404.82	229.43	6001.77
1993	10	MA	1135.13	1480.94	807.73	69.55	3493.36
1993	10	MD	1361.29	806.8	1598.27	66.27	3832.63
1993	10	ME	294.28	234.54	421.95	14.43	965.2
1993	10	MI	1963.61	2404.86	2634.93	116.52	7119.92
1993	10	MN	1139.61	666.6	1985.16	57	3848.37
1993	10	MO	1373.1	1603.34	1194.04	80.93	4251.41
1993	10	MS	1116.22	605.56	1190.69	61.51	2973.98
1993	10	MT	269.91	246.4	480.01	33.44	1029.76
1993	10	NC	2345.12	2217.57	2876.74	144.71	7584.14
1993	10	ND	226.03	141.31	150.49	40.26	558.09
1993	10	NE	463.06	429.67	430.76	96.44	1419.94
1993	10	NH	248.88	166.8	260.54	10.05	686.27
1993	10	NJ	1494.75	2225.3	1205.99	44.15	4970.18
1993	10	NM	284.44	403.36	406.53	90.53	1184.86
1993	10	NV	398.77	352.26	619.02	65.78	1435.83
1993	10	NY	3030.05	3776	2540.36	1039.47	10385.88
1993	10	OH	2693.42	2640.35	5847.67	400.3	11581.74
1993	10	OK	969.04	894.79	1014.63	187.82	3066.27
1993	10	OR	1137.43	1009.13	1221.22	55.08	3422.86
1993	10	PA	2815.99	2474.29	3695.13	112.3	9097.72
1993	10	RI	179.06	204.34	121.53	16.93	521.86
1993	10	SC	1382.92	1113.08	2284.6	66.08	4846.69
1993	10	SD	198.44	124.96	159.17	25.09	507.66
1993	10	TN	1809.01	417.24	3623.78	80.69	5930.71
1993	10	TX	7978.29	5871.6	7468.21	1059.76	22377.86
1993	10	UT	344.35	407.87	519.84	75.32	1347.37
1993	10	VA	1855.18	1762.49	1510.26	729.74	5857.68
1993	10	VT	156.4	127.69	116.43	3.67	404.2
1993	10	WA	1956.7	1544.29	2987.55	272.98	6761.52
1993	10	WI	1347.22	1127.96	1839.92	58.43	4373.53
1993	10	WV	586.31	445.21	851.07	8.14	1890.74
1993	10	WY	139.65	202.33	696.19	9.68	1047.85
1993	11	AK	147.51	177.37	39.94	15.83	380.64
1993	11	AL	1448.61	870.39	2583.37	55.94	4958.3
1993	11	AR	753.88	484.14	1076.19	41.89	2356.11
1993	11	AZ	1037.4	1163.75	860.88	154.1	3216.13
1993	11	CA	5068.07	5913	5013.36	683.76	16678.19
1993	11	CO	817.65	1074.28	573.52	66.81	2532.26
1993	11	CT	809.22	842.28	454.89	30.58	2136.97
1993	11	DC	115.4	397.22	198.64	28.65	739.9
1993	11	DE	204.41	193.94	290.23	4.27	692.84
1993	11	FL	5979.61	4580.68	1280.65	401.21	12242.16
1993	11	GA	2176.61	1845.09	2321.79	86.09	6429.58
1993	11	HI	205.7	195.24	303.11	3.2	707.25
1993	11	IA	843.16	578.75	1073.76	99.79	2595.46
1993	11	ID	590.84	302.33	563.64	17.23	1474.04
1993	11	IL	2512.39	2717.17	3311.26	627.64	9168.46
1993	11	IN	1983.6	1380.38	3314.52	47.29	6725.78
1993	11	KS	648.19	747.61	735.93	29.55	2161.28
1993	11	KY	1420.43	716.28	3076.02	217.75	5430.47
1993	11	LA	1452.88	1135.58	2455.99	228.22	5272.67
1993	11	MA	1238.85	1464.61	784.52	75.06	3563.03
1993	11	MD	1535.82	856.6	1578.01	69.11	4039.54
1993	11	ME	303.53	230.16	415.79	14.94	964.41
1993	11	MI	2089.55	2220.63	2610.86	112.19	7033.23
1993	11	MN	1255.48	707.39	2009.78	62.01	4034.67
1993	11	MO	1750.84	1540.86	1162.49	74.69	4528.88
1993	11	MS	866.12	519.78	1251.51	52.16	2689.56
1993	11	MT	351.84	293.55	507.65	49.39	1202.44
1993	11	NC	2604.49	1983.62	2732.69	143.06	7463.86
1993	11	ND	292.69	154.02	167.3	41.75	655.76
1993	11	NE	538.04	435.28	425	77.33	1475.65
1993	11	NH	266.38	164	244.44	9.84	684.66
1993	11	NJ	1563.42	2163.46	1181.31	46.37	4954.57
1993	11	NM	305.12	368.98	412.23	161.46	1247.79
1993	11	NV	391.01	307.54	594.72	69.6	1362.86
1993	11	NY	2856.7	3654.53	2344.8	974.13	9830.15
1993	11	OH	3296.4	2506.71	5789.02	325.25	11917.37
1993	11	OK	1043.9	786.08	928.2	160.56	2918.75
1993	11	OR	1456.28	1032.81	1250.49	55.98	3795.56
1993	11	PA	3155.06	2514.7	3615.07	110.38	9395.21
1993	11	RI	188.81	201.11	121.7	16.19	527.81
1993	11	SC	1327.32	955.69	2259.04	60.24	4602.29
1993	11	SD	248.63	126.7	152.14	30.99	558.46
1993	11	TN	2146.24	392.12	3657.39	78.5	6274.25
1993	11	TX	5684.01	4979.64	7112.43	887.08	18663.15
1993	11	UT	398.88	389.07	509.7	72.1	1369.75
1993	11	VA	2488.29	1656.02	1489.84	672.51	6306.65
1993	11	VT	168.34	126.14	123.35	3.65	421.47
1993	11	WA	2450.5	1557.77	2852.58	286.12	7146.98
1993	11	WI	1395.86	1105.91	1773.64	55.57	4330.99
1993	11	WV	684.18	426.3	843.97	8.23	1962.68
1993	11	WY	167.68	212.53	673.63	9.89	1063.73
1993	12	AK	173.66	195.95	39.48	17.81	426.9
1993	12	AL	1878.04	875.72	2544.81	51.81	5350.38
1993	12	AR	907.01	491.59	1030.81	43	2472.42
1993	12	AZ	1365.81	1123.06	916.19	144.42	3549.48
1993	12	CA	6010.78	5726.81	4815.94	653.84	17207.37
1993	12	CO	1017.84	1243.86	607.88	71.03	2940.61
1993	12	CT	986.25	872.84	462.18	36.16	2357.43
1993	12	DC	147.47	440.63	216.46	31.59	836.15
1993	12	DE	246.81	207.59	286.8	4.42	745.62
1993	12	FL	5869.43	4474.54	1278.44	380.11	12002.53
1993	12	GA	2695.14	1959.27	2278.17	91.43	7024.02
1993	12	HI	212.12	195.51	297.71	5.05	710.39
1993	12	IA	1188.98	745.32	1215.94	101.26	3251.5
1993	12	ID	771.51	348.52	575.54	32.32	1727.89
1993	12	IL	3176.62	2858.89	3284.94	670.86	9991.31
1993	12	IN	2392.14	1402.69	3214.1	50.25	7059.18
1993	12	KS	802.21	797.57	745.62	31.35	2376.75
1993	12	KY	1772.74	804.91	3216.82	259.47	6053.95
1993	12	LA	1512.44	1070.03	2342.74	181.71	5106.92
1993	12	MA	1429.7	1580.74	777.71	84.21	3872.36
1993	12	MD	2011.3	950.96	1712.09	80.44	4754.79
1993	12	ME	346.08	242.81	416.12	14.55	1019.56
1993	12	MI	2491.22	2504.41	2572.28	123.59	7691.5
1993	12	MN	1499.22	739.28	2006.09	64.02	4308.62
1993	12	MO	2170.67	1646.26	1082.49	76.93	4976.36
1993	12	MS	954.59	463.7	1324.27	48.66	2791.22
1993	12	MT	414.85	282	515.85	48.4	1261.09
1993	12	NC	3491.21	2182.4	2779.08	142.66	8595.35
1993	12	ND	354.73	168.88	169.91	43.59	737.11
1993	12	NE	690.64	475.56	403.75	87.8	1657.76
1993	12	NH	306.78	175.28	274.31	9.8	766.18
1993	12	NJ	1802.85	2316.72	1183.12	49.06	5351.74
1993	12	NM	375.31	394.86	396.22	76.72	1243.11
1993	12	NV	577.79	340.54	592.94	62.26	1573.53
1993	12	NY	3279.64	3881.05	2586.78	1104.17	10851.65
1993	12	OH	4074.4	2784.13	5912.1	376.99	13147.62
1993	12	OK	1203.68	892.63	1003.57	171.18	3271.06
1993	12	OR	2013.78	1084.88	1111.16	57.91	4267.73
1993	12	PA	3900.13	2707.7	3635.32	118.37	10361.53
1993	12	RI	209.76	205.22	111.38	17.76	544.11
1993	12	SC	1721.46	1027.44	2167.2	63.74	4979.85
1993	12	SD	313.4	146.59	155.93	29.63	645.54
1993	12	TN	2638.2	394.37	3502.18	80.16	6614.91
1993	12	TX	6155.31	4947	7023.39	843.12	18968.82
1993	12	UT	517.84	453.22	507.12	75.48	1553.65
1993	12	VA	3339.84	1947.78	1455.37	747.77	7490.76
1993	12	VT	202.04	136.81	133.28	3.62	475.74
1993	12	WA	3260.98	1822.99	2905.64	317.58	8307.19
1993	12	WI	1681.18	1166.44	1737.06	62.07	4646.76
1993	12	WV	921.71	503.17	881.02	8.84	2314.74
1993	12	WY	217.03	224.51	583.32	10.9	1035.77
1994	1	AK	177.23	193.28	43	17.34	430.86
1994	1	AL	2406.6	920.77	2390.4	53.27	5771.05
1994	1	AR	1146.62	538.76	1062.02	47.44	2794.84
1994	1	AZ	1522.65	1130.82	847.1	155.47	3656.04
1994	1	CA	6301.56	5713.67	4893.66	673.2	17582.09
1994	1	CO	1101.85	1038.26	841.86	74.85	3056.82
1994	1	CT	1252.87	966.38	470.17	34.84	2724.26
1994	1	DC	166.58	703.26	23.2	31.91	924.95
1994	1	DE	337.96	234.2	240.26	4.71	817.13
1994	1	FL	6512.36	4080.53	1288.94	366.8	12248.63
1994	1	GA	3315.77	2238.13	2301.41	92.76	7948.08
1994	1	HI	224	187.01	307.04	5.09	723.14
1994	1	IA	1220.3	716.87	997.51	122.75	3057.43
1994	1	ID	702.61	333.97	595.5	32.53	1664.61
1994	1	IL	3813.62	3045.96	3466.48	753.93	11079.98
1994	1	IN	3003.51	1565.41	3238.5	51.56	7858.99
1994	1	KS	845.03	790.45	718.36	33.55	2387.4
1994	1	KY	2393.41	927.45	3336.34	220.64	6877.83
1994	1	LA	1898.52	1147.88	2489.69	187.35	5723.45
1994	1	MA	1722.46	1693.17	754.19	94.81	4264.63
1994	1	MD	2503.68	1225.58	1605.09	78.49	5412.84
1994	1	ME	405.74	262.48	419.12	15.68	1103.02
1994	1	MI	2939.97	2567.32	2568.89	118.98	8195.16
1994	1	MN	1634.79	782.12	2050.68	62.18	4529.77
1994	1	MO	2499.68	1763.18	1139.76	82.35	5484.97
1994	1	MS	1257	514.99	1171.94	49.43	2993.36
1994	1	MT	386.31	252.36	512.45	50.89	1202.01
1994	1	NC	4561.65	2272.83	2290.54	162.13	9287.15
1994	1	ND	443.15	189.74	174.12	51.64	858.65
1994	1	NE	745.93	498.61	414.34	91.83	1750.71
1994	1	NH	378.79	241.74	217.49	10.18	848.21
1994	1	NJ	2140.92	2502.06	1101.88	49.24	5794.1
1994	1	NM	399.58	387.22	412.4	122.24	1321.44
1994	1	NV	563.63	327.52	574.41	53.62	1519.19
1994	1	NY	3743.35	4158	2367.15	1124.23	11392.74
1994	1	OH	4954.94	2974.47	5913.09	402.52	14245.01
1994	1	OK	1441.42	866.68	941.22	174.07	3423.39
1994	1	OR	1888.31	1067.65	1139.46	68.18	4163.6
1994	1	PA	4937.81	3009.75	3763.52	123.86	11834.95
1994	1	RI	253.76	222.24	114.88	16.78	607.66
1994	1	SC	2301.45	1088.66	1954.72	67.32	5412.16
1994	1	SD	346.74	170.57	142.01	30.13	689.45
1994	1	TN	4300.62	440.44	3595.74	62.64	8399.44
1994	1	TX	7018.5	4890.56	7350.48	834.68	20094.22
1994	1	UT	473.65	432.25	506.27	66.97	1479.14
1994	1	VA	4354.03	2100.71	1441.06	797.23	8693.03
1994	1	VT	240.1	147.52	133.08	3.11	523.82
1994	1	WA	3511.97	1771.85	2933.61	332.15	8549.58
1994	1	WI	1859.28	1285.24	1805.94	69.49	5019.94
1994	1	WV	1066.91	540.07	859.65	8.72	2475.35
1994	1	WY	205.6	213.04	582.78	13.81	1015.23
1994	2	AK	154.28	176.41	40.74	16.91	388.34
1994	2	AL	1792.81	813.08	2408.56	50.39	5064.84
1994	2	AR	1026.27	505	1046.48	43.58	2621.33
1994	2	AZ	1399.95	1103.54	840.92	145.38	3489.78
1994	2	CA	5695.21	5706.5	4489.77	636.32	16527.8
1994	2	CO	1003.19	985.5	799.04	85.9	2873.64
1994	2	CT	1140.18	938.84	467.89	31.73	2578.64
1994	2	DC	142.44	596.99	22.6	28.5	790.54
1994	2	DE	351.1	234.58	284.6	4.79	875.07
1994	2	FL	5717.37	4049.38	1274.29	369.43	11410.47
1994	2	GA	2467.48	1886.93	2282.02	86.48	6722.9
1994	2	HI	194.97	180.76	275.19	4.34	655.25
1994	2	IA	900.78	580.74	1047.55	124.71	2653.79
1994	2	ID	585.3	292.86	538.25	29.05	1445.46
1994	2	IL	3363.64	3011.74	3496.58	777.7	10649.64
1994	2	IN	2419.83	1423.32	3120.74	45	7008.89
1994	2	KS	735.65	733.24	666.15	32.03	2167.07
1994	2	KY	1837.39	756.08	3179.54	239.49	6012.5
1994	2	LA	1590.05	1080.36	2366.49	226.49	5263.39
1994	2	MA	1608.31	1670.96	776.18	82.7	4138.16
1994	2	MD	2336.33	1030.13	1392.97	70.14	4829.56
1994	2	ME	364.23	243.92	382.11	14.62	1004.87
1994	2	MI	2407.96	2404.74	2567.65	105.91	7486.26
1994	2	MN	1447.83	734.28	1939.75	58.44	4180.3
1994	2	MO	2076.06	1541.93	1023.5	67.9	4709.4
1994	2	MS	1133.28	496.01	1202.48	52.15	2883.92
1994	2	MT	320.22	250.38	476.43	53.96	1100.99
1994	2	NC	3665.77	2161.72	2482.23	147.57	8457.29
1994	2	ND	395.39	178.16	189.5	51.47	814.52
1994	2	NE	667.08	452.48	402.91	84.39	1606.85
1994	2	NH	361.24	232.23	217.74	10.2	821.41
1994	2	NJ	1929.43	2353.98	1102.66	42.31	5428.39
1994	2	NM	332.76	341.19	383.1	107.35	1164.41
1994	2	NV	460.55	313.84	566.78	57.26	1398.42
1994	2	NY	3809.46	4169.1	2295.45	1117.95	11391.96
1994	2	OH	4058.86	2636.94	5607.36	338.62	12641.78
1994	2	OK	1268.07	803.41	887.75	157.22	3116.45
1994	2	OR	1669.36	1031.75	1170.35	68.54	3940
1994	2	PA	4453.56	2909.37	3568.2	117.74	11048.87
1994	2	RI	231.84	210.97	114.07	16.3	573.17
1994	2	SC	1940.06	1053.4	2198.24	64.8	5256.51
1994	2	SD	332.42	162.45	137.27	29.1	661.23
1994	2	TN	3469.21	371.71	3352.63	75.47	7269.03
1994	2	TX	6635.75	4694.58	6953.28	828.38	19111.98
1994	2	UT	402	411.05	503.65	63.84	1380.55
1994	2	VA	3184.42	1706.76	1268.55	674.55	6834.27
1994	2	VT	198.96	135.22	116.7	2.96	453.84
1994	2	WA	3319.23	1725.8	2774.16	324.87	8144.06
1994	2	WI	1564.63	1139.14	1722.62	60.15	4486.54
1994	2	WV	930.89	444.02	842.53	7.7	2225.14
1994	2	WY	189.94	210.65	696.23	12.8	1109.63
1994	3	AK	163.21	187.11	41	16.38	407.7
1994	3	AL	1651.85	869.02	2569.61	56.95	5147.44
1994	3	AR	864.31	487.38	1015.32	44.81	2411.82
1994	3	AZ	1125.27	1090.08	900.14	161.67	3277.15
1994	3	CA	5353.17	5843.69	4891.18	658.89	16746.94
1994	3	CO	979.56	1263.35	369.36	82.97	2695.24
1994	3	CT	1036.49	912.86	500.08	33.71	2483.15
1994	3	DC	129.58	643.74	24.41	30.14	827.87
1994	3	DE	289.45	226.7	288.52	4.68	809.36
1994	3	FL	5256.87	4279.02	1344.88	376.88	11257.64
1994	3	GA	2222.64	1973.59	2464.67	84.6	6745.5
1994	3	HI	213.43	203.41	310.69	4.98	732.51
1994	3	IA	913.62	624.06	1092.16	96.64	2726.48
1994	3	ID	566.57	309.76	595.66	28.02	1500.01
1994	3	IL	2897.48	2822.78	3467.27	721.59	9909.12
1994	3	IN	2139.41	1409.4	3387.5	45.64	6981.94
1994	3	KS	688.82	763.67	701.42	38.8	2192.71
1994	3	KY	1632.23	790.41	3232.74	206.88	5862.25
1994	3	LA	1398.76	1074.6	2282.82	176.37	4932.56
