Year,State,Month,Heating_deg_days,Cooling_deg_days
1997,MI,4,658,0
1998,MI,4,515,0
1999,MI,4,501,0
2000,MI,4,594,0
2001,MI,4,487,0
2002,MI,4,533,0
2003,MI,4,592,0
2004,MI,4,507,0
2005,MI,4,485,0
2006,MI,4,456,0
2007,MI,4,609,0
2008,MI,4,473,0
2009,MI,4,552,0
2010,MI,4,404,1
2011,MI,4,602,0
2012,MI,4,549,0
2013,MI,4,645,0
2014,MI,4,580,0
2015,MI,4,552,0
2016,MI,4,621,0
2017,MI,4,417,0
2018,MI,4,774,0
1989,MN,4,708,0
1990,MN,4,638,0
1991,MN,4,558,0
1992,MN,4,750,0
1993,MN,4,726,0
1994,MN,4,667,0
1995,MN,4,806,0
1996,MN,4,812,0
1997,MN,4,744,0
1998,MN,4,528,1
1999,MN,4,588,0
2000,MN,4,657,0
2001,MN,4,616,0
2002,MN,4,702,0
2003,MN,4,633,0
2004,MN,4,602,0
2005,MN,4,507,3
2006,MN,4,470,3
2007,MN,4,675,0
2008,MN,4,733,0
2009,MN,4,653,0
2010,MN,4,436,8
2011,MN,4,680,0
2012,MN,4,563,0
2013,MN,4,886,0
2014,MN,4,780,0
2015,MN,4,586,0
2016,MN,4,639,0
2017,MN,4,585,0
2018,MN,4,957,0
1989,MS,4,128,40
1990,MS,4,123,44
1991,MS,4,61,98
1992,MS,4,115,47
1993,MS,4,188,17
1994,MS,4,67,89
1995,MS,4,92,65
1996,MS,4,150,29
1997,MS,4,187,19
1998,MS,4,123,42
1999,MS,4,39,133
2000,MS,4,139,36
2001,MS,4,52,108
2002,MS,4,53,109
2003,MS,4,87,68
2004,MS,4,121,45
2005,MS,4,113,48
2006,MS,4,34,139
2007,MS,4,145,33
2008,MS,4,108,55
2009,MS,4,110,51
2010,MS,4,76,79
2011,MS,4,51,113
2012,MS,4,64,93
2013,MS,4,125,43
2014,MS,4,112,50
2015,MS,4,51,116
2016,MS,4,74,82
2017,MS,4,45,115
2018,MS,4,197,18
1989,MO,4,300,10
1990,MO,4,363,3
1991,MO,4,246,17
1992,MO,4,333,7
1993,MO,4,425,0
1994,MO,4,312,9
1995,MO,4,370,4
1996,MO,4,396,2
1997,MO,4,465,0
1998,MO,4,351,3
1999,MO,4,270,14
2000,MO,4,336,7
2001,MO,4,181,35
2002,MO,4,268,15
2003,MO,4,278,13
2004,MO,4,285,11
2005,MO,4,265,14
2006,MO,4,179,37
2007,MO,4,393,0
2008,MO,4,395,0
2009,MO,4,370,3
2010,MO,4,179,35
2011,MO,4,280,14
2012,MO,4,224,23
2013,MO,4,410,2
2014,MO,4,324,8
2015,MO,4,248,17
2016,MO,4,263,15
2017,MO,4,229,21
2018,MO,4,523,0
1989,MT,4,740,0
1990,MT,4,694,0
1991,MT,4,785,0
1992,MT,4,657,0
1993,MT,4,747,0
1994,MT,4,697,0
1995,MT,4,824,0
1996,MT,4,723,0
1997,MT,4,903,0
1998,MT,4,690,0
1999,MT,4,798,0
2000,MT,4,672,0
2001,MT,4,762,0
2002,MT,4,834,0
2003,MT,4,682,0
2004,MT,4,654,0
2005,MT,4,723,0
2006,MT,4,653,0
2007,MT,4,736,0
2008,MT,4,868,0
2009,MT,4,783,0
2010,MT,4,748,0
2011,MT,4,861,0
2012,MT,4,640,0
2013,MT,4,848,0
2014,MT,4,740,0
2015,MT,4,701,0
2016,MT,4,607,0
2017,MT,4,727,0
2018,MT,4,804,0
1989,NE,4,362,8
1990,NE,4,471,0
1991,NE,4,384,6
1992,NE,4,478,0
1993,NE,4,547,0
1994,NE,4,458,0
1995,NE,4,579,0
1996,NE,4,495,0
1997,NE,4,627,0
1998,NE,4,475,0
1999,NE,4,463,0
2000,NE,4,442,0
2001,NE,4,371,7
2002,NE,4,408,4
2003,NE,4,395,6
2004,NE,4,388,6
2005,NE,4,380,7
2006,NE,4,311,13
2007,NE,4,501,0
2008,NE,4,581,0
2009,NE,4,518,0
2010,NE,4,330,12
2011,NE,4,467,0
2012,NE,4,307,13
2013,NE,4,617,0
2014,NE,4,449,0
2015,NE,4,392,6
2016,NE,4,392,5
2017,NE,4,418,4
2018,NE,4,692,0
1989,NV,4,152,131
1990,NV,4,186,82
1991,NV,4,324,30
1992,NV,4,178,88
1993,NV,4,262,54
1994,NV,4,239,57
1995,NV,4,322,29
1996,NV,4,229,75
1997,NV,4,287,43
1998,NV,4,373,15
1999,NV,4,391,14
2000,NV,4,184,94
2001,NV,4,299,37
2002,NV,4,212,84
2003,NV,4,345,24
2004,NV,4,230,58
2005,NV,4,310,29
2006,NV,4,274,42
2007,NV,4,221,75
2008,NV,4,286,48
2009,NV,4,292,38
2010,NV,4,347,22
2011,NV,4,310,38
2012,NV,4,218,70
2013,NV,4,228,73
2014,NV,4,225,69
2015,NV,4,249,58
2016,NV,4,225,55
2017,NV,4,254,63
2018,NV,4,201,98
1989,NH,4,764,0
1990,NH,4,647,0
1991,NH,4,567,0
1992,NH,4,740,0
1993,NH,4,639,0
1994,NH,4,648,0
1995,NH,4,763,0
1996,NH,4,683,0
1997,NH,4,743,0
1998,NH,4,601,0
1999,NH,4,636,0
2000,NH,4,674,0
2001,NH,4,681,0
2002,NH,4,585,0
2003,NH,4,757,0
2004,NH,4,638,0
2005,NH,4,590,0
2006,NH,4,587,0
2007,NH,4,739,0
2008,NH,4,605,0
2009,NH,4,580,0
2010,NH,4,514,0
2011,NH,4,633,0
2012,NH,4,581,0
2013,NH,4,647,0
2014,NH,4,667,0
2015,NH,4,690,0
2016,NH,4,697,0
2017,NH,4,541,0
2018,NH,4,765,0
1989,NJ,4,505,0
1990,NJ,4,445,0
1991,NJ,4,386,0
1992,NJ,4,513,0
1993,NJ,4,451,0
1994,NJ,4,357,0
1995,NJ,4,479,0
1996,NJ,4,448,0
1997,NJ,4,506,0
1998,NJ,4,389,0
1999,NJ,4,437,0
2000,NJ,4,468,0
2001,NJ,4,419,0
2002,NJ,4,347,0
2003,NJ,4,508,0
2004,NJ,4,403,0
2005,NJ,4,382,0
2006,NJ,4,361,0
2007,NJ,4,506,0
2008,NJ,4,370,0
2009,NJ,4,386,0
2010,NJ,4,297,2
2011,NJ,4,351,0
2012,NJ,4,384,0
2013,NJ,4,416,0
2014,NJ,4,453,0
2015,NJ,4,418,0
2016,NJ,4,437,0
2017,NJ,4,287,3
2018,NJ,4,529,0
1989,NM,4,244,20
1990,NM,4,320,9
1991,NM,4,380,3
1992,NM,4,291,9
1993,NM,4,357,5
1994,NM,4,354,5
1995,NM,4,442,1
1996,NM,4,332,7
1997,NM,4,451,1
1998,NM,4,476,0
1999,NM,4,411,2
2000,NM,4,270,16
2001,NM,4,313,9
2002,NM,4,219,27
2003,NM,4,347,7
2004,NM,4,383,2
2005,NM,4,373,2
2006,NM,4,256,19
2007,NM,4,371,3
2008,NM,4,379,3
2009,NM,4,373,3
2010,NM,4,346,6
2011,NM,4,273,19
2012,NM,4,248,20
2013,NM,4,338,7
2014,NM,4,355,6
2015,NM,4,351,6
2016,NM,4,355,6
2017,NM,4,316,10
2018,NM,4,265,17
1989,NY,4,613,0
1990,NY,4,519,0
1991,NY,4,443,0
1992,NY,4,618,0
1993,NY,4,535,0
1994,NY,4,488,0
1995,NY,4,611,0
1996,NY,4,575,0
1997,NY,4,598,0
1998,NY,4,490,0
1999,NY,4,520,0
2000,NY,4,573,0
2001,NY,4,513,0
2002,NY,4,459,0
2003,NY,4,608,0
2004,NY,4,514,0
2005,NY,4,479,0
2006,NY,4,471,0
2007,NY,4,604,0
2008,NY,4,434,0
2009,NY,4,481,0
2010,NY,4,382,0
2011,NY,4,497,0
2012,NY,4,489,0
2013,NY,4,534,0
2014,NY,4,546,0
2015,NY,4,533,0
2016,NY,4,569,0
2017,NY,4,392,0
2018,NY,4,675,0
1989,NC,4,244,5
1990,NC,4,216,9
1991,NC,4,151,23
1992,NC,4,227,7
1993,NC,4,280,1
1994,NC,4,134,29
1995,NC,4,175,17
1996,NC,4,230,8
1997,NC,4,310,0
1998,NC,4,198,11
1999,NC,4,150,22
2000,NC,4,245,4
2001,NC,4,163,17
2002,NC,4,109,44
2003,NC,4,226,7
2004,NC,4,190,13
2005,NC,4,219,8
2006,NC,4,121,34
2007,NC,4,228,8
2008,NC,4,201,11
2009,NC,4,192,13
2010,NC,4,130,30
2011,NC,4,131,30
2012,NC,4,182,13
2013,NC,4,190,12
2014,NC,4,183,15
2015,NC,4,163,19
2016,NC,4,190,12
2017,NC,4,89,59
2018,NC,4,262,3
1989,ND,4,702,0
1990,ND,4,687,0
1991,ND,4,583,0
1992,ND,4,751,0
1993,ND,4,711,0
1994,ND,4,699,0
1995,ND,4,850,0
1996,ND,4,866,0
1997,ND,4,858,0
1998,ND,4,538,4
1999,ND,4,664,0
2000,ND,4,702,0
2001,ND,4,669,0
2002,ND,4,801,0
2003,ND,4,610,0
2004,ND,4,653,0
2005,ND,4,543,4
2006,ND,4,499,7
2007,ND,4,727,0
2008,ND,4,752,0
2009,ND,4,769,0
2010,ND,4,522,5
2011,ND,4,767,0
2012,ND,4,576,0
2013,ND,4,1016,0
2014,ND,4,806,0
2015,ND,4,618,0
2016,ND,4,701,0
2017,ND,4,665,0
2018,ND,4,956,0
1989,OH,4,545,0
1990,OH,4,461,0
1991,OH,4,356,3
1992,OH,4,476,0
1993,OH,4,491,0
1994,OH,4,403,0
1995,OH,4,514,0
1996,OH,4,512,0
1997,OH,4,572,0
1998,OH,4,426,0
1999,OH,4,380,2
2000,OH,4,471,0
2001,OH,4,349,4
2002,OH,4,385,2
2003,OH,4,409,0
2004,OH,4,433,0
2005,OH,4,401,1
2006,OH,4,341,5
2007,OH,4,508,0
2008,OH,4,374,0
2009,OH,4,425,0
2010,OH,4,309,7
2011,OH,4,401,2
2012,OH,4,456,0
2013,OH,4,443,0
2014,OH,4,420,0
2015,OH,4,414,0
2016,OH,4,462,0
2017,OH,4,273,13
2018,OH,4,610,0
1989,OK,4,141,48
1990,OK,4,218,19
1991,OK,4,148,43
1992,OK,4,176,31
1993,OK,4,273,11
1994,OK,4,178,31
1995,OK,4,229,18
1996,OK,4,210,21
1997,OK,4,308,7
1998,OK,4,243,15
1999,OK,4,164,37
2000,OK,4,207,22
2001,OK,4,102,77
2002,OK,4,146,45
2003,OK,4,156,39
2004,OK,4,173,32
2005,OK,4,174,31
2006,OK,4,69,113
2007,OK,4,275,10
2008,OK,4,224,19
2009,OK,4,211,21
2010,OK,4,134,52
2011,OK,4,131,56
2012,OK,4,95,84
2013,OK,4,304,8
2014,OK,4,185,29
2015,OK,4,140,48
2016,OK,4,142,47
2017,OK,4,145,46
2018,OK,4,334,4
1989,OR,4,392,0
1990,OR,4,412,0
1991,OR,4,573,0
1992,OR,4,415,0
1993,OR,4,533,0
1994,OR,4,465,0
1995,OR,4,552,0
1996,OR,4,476,0
1997,OR,4,542,0
1998,OR,4,510,0
1999,OR,4,560,0
2000,OR,4,444,0
2001,OR,4,591,0
2002,OR,4,506,0
2003,OR,4,582,0
2004,OR,4,427,0
2005,OR,4,520,0
2006,OR,4,500,0
2007,OR,4,523,0
2008,OR,4,638,0
2009,OR,4,551,0
2010,OR,4,575,0
2011,OR,4,653,0
2012,OR,4,492,0
2013,OR,4,496,0
2014,OR,4,472,0
2015,OR,4,511,0
2016,OR,4,353,0
2017,OR,4,559,0
2018,OR,4,499,0
1989,PA,4,554,0
1990,PA,4,452,0
1991,PA,4,410,0
1992,PA,4,506,0
1993,PA,4,487,0
1994,PA,4,380,0
1995,PA,4,535,0
1996,PA,4,484,0
1997,PA,4,557,0
1998,PA,4,419,0
1999,PA,4,452,0
2000,PA,4,482,0
2001,PA,4,434,0
2002,PA,4,394,0
2003,PA,4,484,0
2004,PA,4,447,0
2005,PA,4,409,0
2006,PA,4,389,0
2007,PA,4,554,0
2008,PA,4,381,0
2009,PA,4,427,0
2010,PA,4,339,0
2011,PA,4,395,0
2012,PA,4,464,0
2013,PA,4,443,0
2014,PA,4,478,0
2015,PA,4,445,0
2016,PA,4,486,0
2017,PA,4,301,5
2018,PA,4,590,0
1989,RI,4,612,0
1990,RI,4,552,0
1991,RI,4,456,0
1992,RI,4,624,0
1993,RI,4,537,0
1994,RI,4,480,0
1995,RI,4,564,0
1996,RI,4,549,0
1997,RI,4,582,0
1998,RI,4,498,0
1999,RI,4,501,0
2000,RI,4,567,0
2001,RI,4,525,0
2002,RI,4,450,0
2003,RI,4,624,0
2004,RI,4,507,0
2005,RI,4,495,0
2006,RI,4,489,0
2007,RI,4,606,0
2008,RI,4,471,0
2009,RI,4,468,0
2010,RI,4,390,0
2011,RI,4,477,0
2012,RI,4,450,0
2013,RI,4,519,0
2014,RI,4,540,0
2015,RI,4,537,0
2016,RI,4,564,0
2017,RI,4,405,0
2018,RI,4,618,0
1989,SC,4,145,21
1990,SC,4,132,26
1991,SC,4,71,66
1992,SC,4,145,19
1993,SC,4,211,7
1994,SC,4,80,58
1995,SC,4,88,53
1996,SC,4,149,20
1997,SC,4,197,10
1998,SC,4,128,29
1999,SC,4,67,70
2000,SC,4,161,17
2001,SC,4,93,45
2002,SC,4,40,105
2003,SC,4,144,22
2004,SC,4,117,33
2005,SC,4,155,17
2006,SC,4,56,80
2007,SC,4,148,20
2008,SC,4,131,27
2009,SC,4,131,26
2010,SC,4,77,58
2011,SC,4,70,67
2012,SC,4,84,53
2013,SC,4,120,30
2014,SC,4,101,42
2015,SC,4,75,63
2016,SC,4,102,40
2017,SC,4,46,98
2018,SC,4,172,14
1989,SD,4,554,0
1990,SD,4,598,0
1991,SD,4,526,2
1992,SD,4,636,0
1993,SD,4,656,0
1994,SD,4,595,0
1995,SD,4,764,0
1996,SD,4,675,0
1997,SD,4,756,0
1998,SD,4,552,0
1999,SD,4,595,0
2000,SD,4,591,0
2001,SD,4,558,0
2002,SD,4,593,0
2003,SD,4,522,0
2004,SD,4,511,2
2005,SD,4,495,4
2006,SD,4,444,6
2007,SD,4,654,0
2008,SD,4,692,0
2009,SD,4,667,0
2010,SD,4,459,7
2011,SD,4,649,0
2012,SD,4,441,6
2013,SD,4,837,0
2014,SD,4,628,0
2015,SD,4,512,3
2016,SD,4,557,0
2017,SD,4,559,0
2018,SD,4,854,0
1989,TN,4,266,8
1990,TN,4,273,6
1991,TN,4,154,33
1992,TN,4,245,10
1993,TN,4,314,4
1994,TN,4,170,28
1995,TN,4,206,18
1996,TN,4,317,4
1997,TN,4,359,1
1998,TN,4,252,9
1999,TN,4,146,38
2000,TN,4,295,5
2001,TN,4,149,41
2002,TN,4,155,33
2003,TN,4,189,22
2004,TN,4,244,11
2005,TN,4,227,14
2006,TN,4,112,59
2007,TN,4,297,5
2008,TN,4,240,11
2009,TN,4,243,12
2010,TN,4,155,34
2011,TN,4,153,35
2012,TN,4,173,26
2013,TN,4,254,9
2014,TN,4,208,16
2015,TN,4,173,26
2016,TN,4,185,23
2017,TN,4,113,55
2018,TN,4,363,0
1989,TX,4,49,120
1990,TX,4,68,104
1991,TX,4,38,164
1992,TX,4,65,97
1993,TX,4,100,68
1994,TX,4,60,110
1995,TX,4,76,93
1996,TX,4,71,94
1997,TX,4,139,44
1998,TX,4,88,79
1999,TX,4,39,167
2000,TX,4,58,118
2001,TX,4,33,166
2002,TX,4,25,198
2003,TX,4,45,131
2004,TX,4,62,105
2005,TX,4,68,100
2006,TX,4,14,231
2007,TX,4,108,64
2008,TX,4,60,120
2009,TX,4,67,109
2010,TX,4,57,113
2011,TX,4,17,219
2012,TX,4,18,208
2013,TX,4,96,75
2014,TX,4,58,115
2015,TX,4,41,157
2016,TX,4,47,139
2017,TX,4,38,159
2018,TX,4,103,72
1989,UT,4,503,4
1990,UT,4,518,2
1991,UT,4,729,0
1992,UT,4,443,7
1993,UT,4,681,1
1994,UT,4,586,1
1995,UT,4,697,0
1996,UT,4,647,1
1997,UT,4,735,1
1998,UT,4,696,0
1999,UT,4,760,0
2000,UT,4,501,3
2001,UT,4,615,1
2002,UT,4,561,3
2003,UT,4,635,0
2004,UT,4,569,1
2005,UT,4,637,1
2006,UT,4,566,1
2007,UT,4,565,2
2008,UT,4,757,1
2009,UT,4,661,1
2010,UT,4,682,0
2011,UT,4,745,1
2012,UT,4,530,2
2013,UT,4,693,1
2014,UT,4,626,1
2015,UT,4,593,1
2016,UT,4,555,1
2017,UT,4,660,1
2018,UT,4,574,3
1989,VT,4,803,0
1990,VT,4,668,0
1991,VT,4,584,0
1992,VT,4,778,0
1993,VT,4,684,0
1994,VT,4,697,0
1995,VT,4,836,0
1996,VT,4,740,0
1997,VT,4,794,0
1998,VT,4,638,0
1999,VT,4,693,0
2000,VT,4,738,0
2001,VT,4,732,0
2002,VT,4,624,0
2003,VT,4,790,0
2004,VT,4,686,0
2005,VT,4,627,0
2006,VT,4,643,0
2007,VT,4,769,0
2008,VT,4,586,0
2009,VT,4,637,0
2010,VT,4,548,0
2011,VT,4,676,0
2012,VT,4,652,0
2013,VT,4,704,0
2014,VT,4,712,0
2015,VT,4,739,0
2016,VT,4,778,0
2017,VT,4,574,0
2018,VT,4,848,0
1989,VA,4,371,0
1990,VA,4,316,2
1991,VA,4,263,5
1992,VA,4,323,2
1993,VA,4,357,0
1994,VA,4,195,17
1995,VA,4,316,2
1996,VA,4,307,2
1997,VA,4,414,0
1998,VA,4,273,4
1999,VA,4,278,4
2000,VA,4,325,1
2001,VA,4,260,4
2002,VA,4,223,12
2003,VA,4,315,1
2004,VA,4,284,3
2005,VA,4,294,3
2006,VA,4,222,10
2007,VA,4,346,0
2008,VA,4,267,4
2009,VA,4,281,4
2010,VA,4,198,15
2011,VA,4,212,13
2012,VA,4,288,3
2013,VA,4,265,5
2014,VA,4,304,2
2015,VA,4,275,4
2016,VA,4,301,2
2017,VA,4,151,30
2018,VA,4,375,0
1989,WA,4,433,0
1990,WA,4,439,0
1991,WA,4,535,0
1992,WA,4,438,0
1993,WA,4,512,0
1994,WA,4,443,0
1995,WA,4,516,0
1996,WA,4,476,0
1997,WA,4,538,0
1998,WA,4,499,0
1999,WA,4,554,0
2000,WA,4,462,0
2001,WA,4,560,0
2002,WA,4,536,0
2003,WA,4,528,0
2004,WA,4,414,0
2005,WA,4,477,0
2006,WA,4,504,0
2007,WA,4,520,0
2008,WA,4,640,0
2009,WA,4,546,0
2010,WA,4,530,0
2011,WA,4,652,0
2012,WA,4,495,0
2013,WA,4,528,0
2014,WA,4,487,0
2015,WA,4,499,0
2016,WA,4,346,1
2017,WA,4,525,0
2018,WA,4,507,0
1989,WV,4,472,0
1990,WV,4,409,0
1991,WV,4,306,6
1992,WV,4,406,0
1993,WV,4,427,0
1994,WV,4,300,5
1995,WV,4,408,0
1996,WV,4,415,0
1997,WV,4,530,0
1998,WV,4,363,2
1999,WV,4,309,6
2000,WV,4,403,0
2001,WV,4,300,6
2002,WV,4,313,4
2003,WV,4,332,3
2004,WV,4,374,2
2005,WV,4,342,2
2006,WV,4,271,9
2007,WV,4,441,0
2008,WV,4,306,5
2009,WV,4,366,2
2010,WV,4,275,8
2011,WV,4,290,7
2012,WV,4,386,0
2013,WV,4,348,2
2014,WV,4,343,3
2015,WV,4,345,2
2016,WV,4,345,3
2017,WV,4,225,16
2018,WV,4,506,0
1989,WI,4,667,0
1990,WI,4,546,0
1991,WI,4,512,0
1992,WI,4,705,0
1993,WI,4,716,0
1994,WI,4,587,0
1995,WI,4,739,0
1996,WI,4,735,0
1997,WI,4,682,0
1998,WI,4,535,0
1999,WI,4,528,0
2000,WI,4,624,0
2001,WI,4,494,0
2002,WI,4,604,0
2003,WI,4,639,0
2004,WI,4,565,0
2005,WI,4,496,0
2006,WI,4,458,1
2007,WI,4,638,0
2008,WI,4,593,0
2009,WI,4,628,0
2010,WI,4,432,2
2011,WI,4,660,0
2012,WI,4,578,0
2013,WI,4,732,0
2014,WI,4,687,0
2015,WI,4,570,0
2016,WI,4,636,0
2017,WI,4,500,0
2018,WI,4,889,0
1989,WY,4,685,0
1990,WY,4,693,0
1991,WY,4,795,0
1992,WY,4,597,0
1993,WY,4,777,0
1994,WY,4,707,0
1995,WY,4,827,0
1996,WY,4,733,0
1997,WY,4,910,0
1998,WY,4,745,0
1999,WY,4,836,0
2000,WY,4,662,0
2001,WY,4,696,0
2002,WY,4,722,0
2003,WY,4,646,0
2004,WY,4,666,0
2005,WY,4,722,0
2006,WY,4,622,0
2007,WY,4,723,0
2008,WY,4,848,0
2009,WY,4,787,0
2010,WY,4,750,0
2011,WY,4,805,0
2012,WY,4,582,0
2013,WY,4,896,0
2014,WY,4,737,0
2015,WY,4,693,0
2016,WY,4,685,0
2017,WY,4,723,0
2018,WY,4,744,0
1989,DC,4,405,0
1990,DC,4,340,0
1991,DC,4,299,2
1992,DC,4,380,0
1993,DC,4,387,0
1994,DC,4,215,13
1995,DC,4,366,0
1996,DC,4,339,0
1997,DC,4,427,0
1998,DC,4,294,3
1999,DC,4,343,0
2000,DC,4,363,0
2001,DC,4,310,2
2002,DC,4,254,8
2003,DC,4,369,0
2004,DC,4,314,2
2005,DC,4,299,2
2006,DC,4,256,8
2007,DC,4,414,0
2008,DC,4,283,3
2009,DC,4,304,2
2010,DC,4,227,11
2011,DC,4,251,8
2012,DC,4,320,2
2013,DC,4,312,2
2014,DC,4,363,0
2015,DC,4,321,0
2016,DC,4,351,0
2017,DC,4,179,20
2018,DC,4,425,0
1989,AL,5,49,135
1990,AL,5,38,152
1991,AL,5,10,250
1992,AL,5,50,124
1993,AL,5,38,140
1994,AL,5,52,131
1995,AL,5,17,215
1996,AL,5,11,240
1997,AL,5,65,108
1998,AL,5,9,256
1999,AL,5,31,158
2000,AL,5,9,267
2001,AL,5,24,181
2002,AL,5,33,168
2003,AL,5,23,203
2004,AL,5,9,241
2005,AL,5,50,130
2006,AL,5,28,175
2007,AL,5,16,201
2008,AL,5,30,170
2009,AL,5,21,197
2010,AL,5,11,249
2011,AL,5,29,166
2012,AL,5,8,260
2013,AL,5,45,128
2014,AL,5,25,172
2015,AL,5,16,212
2016,AL,5,27,174
2017,AL,5,29,166
2018,AL,5,6,289
1989,AZ,5,16,303
1990,AZ,5,34,237
1991,AZ,5,45,198
1992,AZ,5,22,293
1993,AZ,5,19,313
1994,AZ,5,33,234
1995,AZ,5,58,170
1996,AZ,5,11,349
1997,AZ,5,11,415
1998,AZ,5,48,181
1999,AZ,5,31,251
2000,AZ,5,8,401
2001,AZ,5,10,408
2002,AZ,5,22,276
2003,AZ,5,15,314
2004,AZ,5,15,329
2005,AZ,5,16,313
2006,AZ,5,11,367
2007,AZ,5,15,332
2008,AZ,5,42,208
2009,AZ,5,10,401
2010,AZ,5,46,196
2011,AZ,5,43,209
2012,AZ,5,13,350
2013,AZ,5,18,314
2014,AZ,5,21,305
2015,AZ,5,49,193
2016,AZ,5,35,236
2017,AZ,5,26,282
2018,AZ,5,14,326
1989,AR,5,52,118
1990,AR,5,73,91
1991,AR,5,13,227
1992,AR,5,63,102
1993,AR,5,59,108
1994,AR,5,70,94
1995,AR,5,48,131
1996,AR,5,15,226
1997,AR,5,73,90
1998,AR,5,11,241
1999,AR,5,47,129
2000,AR,5,22,188
2001,AR,5,29,168
2002,AR,5,60,107
2003,AR,5,33,160
2004,AR,5,22,187
2005,AR,5,54,115
2006,AR,5,27,169
2007,AR,5,21,193
2008,AR,5,47,127
2009,AR,5,54,115
2010,AR,5,23,197
2011,AR,5,58,111
2012,AR,5,9,254
2013,AR,5,55,111
2014,AR,5,43,129
2015,AR,5,36,152
2016,AR,5,60,107
2017,AR,5,49,120
2018,AR,5,4,302
1989,CA,5,174,31
1990,CA,5,193,25
1991,CA,5,247,14
1992,CA,5,83,85
1993,CA,5,140,47
1994,CA,5,192,25
1995,CA,5,246,13
1996,CA,5,137,50
1997,CA,5,58,120
1998,CA,5,305,7
1999,CA,5,211,22
2000,CA,5,121,63
2001,CA,5,69,106
2002,CA,5,179,29
2003,CA,5,163,35
2004,CA,5,126,56
2005,CA,5,145,44
2006,CA,5,121,58
2007,CA,5,135,49
2008,CA,5,168,30
2009,CA,5,89,87
2010,CA,5,247,14
2011,CA,5,240,16
2012,CA,5,130,54
2013,CA,5,112,64
2014,CA,5,91,81
2015,CA,5,196,23
2016,CA,5,159,33
2017,CA,5,133,46
2018,CA,5,160,35
1989,CO,5,333,3
1990,CO,5,446,0
1991,CO,5,343,3
1992,CO,5,319,6
1993,CO,5,370,1
1994,CO,5,282,9
1995,CO,5,554,0
1996,CO,5,320,6
1997,CO,5,383,1
1998,CO,5,315,8
1999,CO,5,438,0
2000,CO,5,282,10
2001,CO,5,360,2
2002,CO,5,376,3
2003,CO,5,349,3
2004,CO,5,317,5
2005,CO,5,374,2
2006,CO,5,299,9
2007,CO,5,348,2
2008,CO,5,423,1
2009,CO,5,334,3
2010,CO,5,465,1
2011,CO,5,494,0
2012,CO,5,307,8
2013,CO,5,380,2
2014,CO,5,388,2
2015,CO,5,481,0
2016,CO,5,450,0
2017,CO,5,420,0
2018,CO,5,263,15
1989,CT,5,223,10
1990,CT,5,315,0
1991,CT,5,113,45
1992,CT,5,261,7
1993,CT,5,186,16
1994,CT,5,275,5
1995,CT,5,283,0
1996,CT,5,277,5
1997,CT,5,322,0
1998,CT,5,149,27
1999,CT,5,205,13
2000,CT,5,221,10
2001,CT,5,192,15
2002,CT,5,300,0
2003,CT,5,310,0
2004,CT,5,172,19
2005,CT,5,360,0
2006,CT,5,238,8
2007,CT,5,178,18
2008,CT,5,298,0
2009,CT,5,225,10
2010,CT,5,146,28
2011,CT,5,176,19
2012,CT,5,134,33
2013,CT,5,214,11
2014,CT,5,207,13
2015,CT,5,116,43
2016,CT,5,210,12
2017,CT,5,251,7
2018,CT,5,121,40
1989,DE,5,140,29
1990,DE,5,150,25
1991,DE,5,30,137
1992,DE,5,196,14
1993,DE,5,96,57
1994,DE,5,193,14
1995,DE,5,134,31
1996,DE,5,167,20
1997,DE,5,194,14
1998,DE,5,77,73
1999,DE,5,114,43
2000,DE,5,86,65
2001,DE,5,106,48
2002,DE,5,124,38
2003,DE,5,209,11
2004,DE,5,25,153
2005,DE,5,221,10
2006,DE,5,111,45
2007,DE,5,84,67
2008,DE,5,161,22
2009,DE,5,100,54
2010,DE,5,60,92
2011,DE,5,57,95
2012,DE,5,40,118
2013,DE,5,102,51
2014,DE,5,85,66
2015,DE,5,36,125
2016,DE,5,139,30
2017,DE,5,124,37
2018,DE,5,39,122
1989,FL,5,0,359
1990,FL,5,0,400
1991,FL,5,0,428
1992,FL,5,0,265
1993,FL,5,0,304
1994,FL,5,0,367
1995,FL,5,0,446
1996,FL,5,0,392
1997,FL,5,0,345
1998,FL,5,0,399
1999,FL,5,0,326
2000,FL,5,0,395
2001,FL,5,0,325
2002,FL,5,0,394
2003,FL,5,0,432
2004,FL,5,0,371
2005,FL,5,0,327
2006,FL,5,0,351
2007,FL,5,0,329
2008,FL,5,0,383
2009,FL,5,0,384
2010,FL,5,0,438
2011,FL,5,0,383
2012,FL,5,0,400
2013,FL,5,0,314
2014,FL,5,0,374
2015,FL,5,0,409
2016,FL,5,0,373
2017,FL,5,0,411
2018,FL,5,0,371
1989,GA,5,70,101
1990,GA,5,41,147
1991,GA,5,15,223
1992,GA,5,70,94
1993,GA,5,44,133
1994,GA,5,65,106
1995,GA,5,25,192
1996,GA,5,18,210
1997,GA,5,90,78
1998,GA,5,13,234
1999,GA,5,47,127
2000,GA,5,15,228
2001,GA,5,34,156
2002,GA,5,49,135
2003,GA,5,37,165
2004,GA,5,13,227
2005,GA,5,67,100
2006,GA,5,42,143
2007,GA,5,31,155
2008,GA,5,44,140
2009,GA,5,29,167
2010,GA,5,15,221
2011,GA,5,33,163
2012,GA,5,13,226
2013,GA,5,63,105
2014,GA,5,31,163
2015,GA,5,21,194
