Year,Month,State,RES,COM,IND,TRA,OTH,ALL
1992,5,MI,"3,745,401","397,213","14,513",,"18,128","4,175,255"
1992,6,MI,"3,745,401","397,213","14,513",,"18,128","4,175,255"
1992,7,MI,"3,745,401","397,213","14,513",,"18,128","4,175,255"
1992,8,MI,"3,745,401","397,213","14,513",,"18,128","4,175,255"
1992,9,MI,"3,745,401","397,213","14,513",,"18,128","4,175,255"
1992,10,MI,"3,745,401","397,213","14,513",,"18,128","4,175,255"
1992,11,MI,"3,745,401","397,213","14,513",,"18,128","4,175,255"
1992,12,MI,"3,745,401","397,213","14,513",,"18,128","4,175,255"
1992,1,MN,"1,811,852","203,439","10,599",,"24,106","2,049,996"
1992,2,MN,"1,811,852","203,439","10,599",,"24,106","2,049,996"
1992,3,MN,"1,811,852","203,439","10,599",,"24,106","2,049,996"
1992,4,MN,"1,811,852","203,439","10,599",,"24,106","2,049,996"
1992,5,MN,"1,811,852","203,439","10,599",,"24,106","2,049,996"
1992,6,MN,"1,811,852","203,439","10,599",,"24,106","2,049,996"
1992,7,MN,"1,811,852","203,439","10,599",,"24,106","2,049,996"
1992,8,MN,"1,811,852","203,439","10,599",,"24,106","2,049,996"
1992,9,MN,"1,811,852","203,439","10,599",,"24,106","2,049,996"
1992,10,MN,"1,811,852","203,439","10,599",,"24,106","2,049,996"
1992,11,MN,"1,811,852","203,439","10,599",,"24,106","2,049,996"
1992,12,MN,"1,811,852","203,439","10,599",,"24,106","2,049,996"
1992,1,MO,"2,184,478","264,037","11,207",,"14,656","2,474,378"
1992,2,MO,"2,184,478","264,037","11,207",,"14,656","2,474,378"
1992,3,MO,"2,184,478","264,037","11,207",,"14,656","2,474,378"
1992,4,MO,"2,184,478","264,037","11,207",,"14,656","2,474,378"
1992,5,MO,"2,184,478","264,037","11,207",,"14,656","2,474,378"
1992,6,MO,"2,184,478","264,037","11,207",,"14,656","2,474,378"
1992,7,MO,"2,184,478","264,037","11,207",,"14,656","2,474,378"
1992,8,MO,"2,184,478","264,037","11,207",,"14,656","2,474,378"
1992,9,MO,"2,184,478","264,037","11,207",,"14,656","2,474,378"
1992,10,MO,"2,184,478","264,037","11,207",,"14,656","2,474,378"
1992,11,MO,"2,184,478","264,037","11,207",,"14,656","2,474,378"
1992,12,MO,"2,184,478","264,037","11,207",,"14,656","2,474,378"
1992,1,MS,"1,021,050","149,165","7,280",,"8,898","1,186,393"
1992,2,MS,"1,021,050","149,165","7,280",,"8,898","1,186,393"
1992,3,MS,"1,021,050","149,165","7,280",,"8,898","1,186,393"
1992,4,MS,"1,021,050","149,165","7,280",,"8,898","1,186,393"
1992,5,MS,"1,021,050","149,165","7,280",,"8,898","1,186,393"
1992,6,MS,"1,021,050","149,165","7,280",,"8,898","1,186,393"
1992,7,MS,"1,021,050","149,165","7,280",,"8,898","1,186,393"
1992,8,MS,"1,021,050","149,165","7,280",,"8,898","1,186,393"
1992,9,MS,"1,021,050","149,165","7,280",,"8,898","1,186,393"
1992,10,MS,"1,021,050","149,165","7,280",,"8,898","1,186,393"
1992,11,MS,"1,021,050","149,165","7,280",,"8,898","1,186,393"
1992,12,MS,"1,021,050","149,165","7,280",,"8,898","1,186,393"
1992,1,MT,"348,640","58,574","4,374",,"13,222","424,810"
1992,2,MT,"348,640","58,574","4,374",,"13,222","424,810"
1992,3,MT,"348,640","58,574","4,374",,"13,222","424,810"
1992,4,MT,"348,640","58,574","4,374",,"13,222","424,810"
1992,5,MT,"348,640","58,574","4,374",,"13,222","424,810"
1992,6,MT,"348,640","58,574","4,374",,"13,222","424,810"
1992,7,MT,"348,640","58,574","4,374",,"13,222","424,810"
1992,8,MT,"348,640","58,574","4,374",,"13,222","424,810"
1992,9,MT,"348,640","58,574","4,374",,"13,222","424,810"
1992,10,MT,"348,640","58,574","4,374",,"13,222","424,810"
1992,11,MT,"348,640","58,574","4,374",,"13,222","424,810"
1992,12,MT,"348,640","58,574","4,374",,"13,222","424,810"
1992,1,NC,"2,917,260","402,376","13,578",,"29,905","3,363,119"
1992,2,NC,"2,917,260","402,376","13,578",,"29,905","3,363,119"
1992,3,NC,"2,917,260","402,376","13,578",,"29,905","3,363,119"
1992,4,NC,"2,917,260","402,376","13,578",,"29,905","3,363,119"
1992,5,NC,"2,917,260","402,376","13,578",,"29,905","3,363,119"
1992,6,NC,"2,917,260","402,376","13,578",,"29,905","3,363,119"
1992,7,NC,"2,917,260","402,376","13,578",,"29,905","3,363,119"
1992,8,NC,"2,917,260","402,376","13,578",,"29,905","3,363,119"
1992,9,NC,"2,917,260","402,376","13,578",,"29,905","3,363,119"
1992,10,NC,"2,917,260","402,376","13,578",,"29,905","3,363,119"
1992,11,NC,"2,917,260","402,376","13,578",,"29,905","3,363,119"
1992,12,NC,"2,917,260","402,376","13,578",,"29,905","3,363,119"
1992,1,ND,"266,404","43,537","2,578",,"5,072","317,591"
1992,2,ND,"266,404","43,537","2,578",,"5,072","317,591"
1992,3,ND,"266,404","43,537","2,578",,"5,072","317,591"
1992,4,ND,"266,404","43,537","2,578",,"5,072","317,591"
1992,5,ND,"266,404","43,537","2,578",,"5,072","317,591"
1992,6,ND,"266,404","43,537","2,578",,"5,072","317,591"
1992,7,ND,"266,404","43,537","2,578",,"5,072","317,591"
1992,8,ND,"266,404","43,537","2,578",,"5,072","317,591"
1992,9,ND,"266,404","43,537","2,578",,"5,072","317,591"
1992,10,ND,"266,404","43,537","2,578",,"5,072","317,591"
1992,11,ND,"266,404","43,537","2,578",,"5,072","317,591"
1992,12,ND,"266,404","43,537","2,578",,"5,072","317,591"
1992,1,NE,"665,852","108,498","4,988",,"39,386","818,724"
1992,2,NE,"665,852","108,498","4,988",,"39,386","818,724"
1992,3,NE,"665,852","108,498","4,988",,"39,386","818,724"
1992,4,NE,"665,852","108,498","4,988",,"39,386","818,724"
1992,5,NE,"665,852","108,498","4,988",,"39,386","818,724"
1992,6,NE,"665,852","108,498","4,988",,"39,386","818,724"
1992,7,NE,"665,852","108,498","4,988",,"39,386","818,724"
1992,8,NE,"665,852","108,498","4,988",,"39,386","818,724"
1992,9,NE,"665,852","108,498","4,988",,"39,386","818,724"
1992,10,NE,"665,852","108,498","4,988",,"39,386","818,724"
1992,11,NE,"665,852","108,498","4,988",,"39,386","818,724"
1992,12,NE,"665,852","108,498","4,988",,"39,386","818,724"
1992,1,NH,"495,958","75,185","1,666",,"5,784","578,593"
1992,2,NH,"495,958","75,185","1,666",,"5,784","578,593"
1992,3,NH,"495,958","75,185","1,666",,"5,784","578,593"
1992,4,NH,"495,958","75,185","1,666",,"5,784","578,593"
1992,5,NH,"495,958","75,185","1,666",,"5,784","578,593"
1992,6,NH,"495,958","75,185","1,666",,"5,784","578,593"
1992,7,NH,"495,958","75,185","1,666",,"5,784","578,593"
1992,8,NH,"495,958","75,185","1,666",,"5,784","578,593"
1992,9,NH,"495,958","75,185","1,666",,"5,784","578,593"
1992,10,NH,"495,958","75,185","1,666",,"5,784","578,593"
1992,11,NH,"495,958","75,185","1,666",,"5,784","578,593"
1992,12,NH,"495,958","75,185","1,666",,"5,784","578,593"
1992,1,NJ,"2,931,411","372,185","13,902",,"9,812","3,327,310"
1992,2,NJ,"2,931,411","372,185","13,902",,"9,812","3,327,310"
1992,3,NJ,"2,931,411","372,185","13,902",,"9,812","3,327,310"
1992,4,NJ,"2,931,411","372,185","13,902",,"9,812","3,327,310"
1992,5,NJ,"2,931,411","372,185","13,902",,"9,812","3,327,310"
1992,6,NJ,"2,931,411","372,185","13,902",,"9,812","3,327,310"
1992,7,NJ,"2,931,411","372,185","13,902",,"9,812","3,327,310"
1992,8,NJ,"2,931,411","372,185","13,902",,"9,812","3,327,310"
1992,9,NJ,"2,931,411","372,185","13,902",,"9,812","3,327,310"
1992,10,NJ,"2,931,411","372,185","13,902",,"9,812","3,327,310"
1992,11,NJ,"2,931,411","372,185","13,902",,"9,812","3,327,310"
1992,12,NJ,"2,931,411","372,185","13,902",,"9,812","3,327,310"
1992,1,NM,"600,199","86,308","5,291",,"9,401","701,199"
1992,2,NM,"600,199","86,308","5,291",,"9,401","701,199"
1992,3,NM,"600,199","86,308","5,291",,"9,401","701,199"
1992,4,NM,"600,199","86,308","5,291",,"9,401","701,199"
1992,5,NM,"600,199","86,308","5,291",,"9,401","701,199"
1992,6,NM,"600,199","86,308","5,291",,"9,401","701,199"
1992,7,NM,"600,199","86,308","5,291",,"9,401","701,199"
1992,8,NM,"600,199","86,308","5,291",,"9,401","701,199"
1992,9,NM,"600,199","86,308","5,291",,"9,401","701,199"
1992,10,NM,"600,199","86,308","5,291",,"9,401","701,199"
1992,11,NM,"600,199","86,308","5,291",,"9,401","701,199"
1992,12,NM,"600,199","86,308","5,291",,"9,401","701,199"
1992,1,NV,"535,548","78,424",904,,"1,600","616,476"
1992,2,NV,"535,548","78,424",904,,"1,600","616,476"
1992,3,NV,"535,548","78,424",904,,"1,600","616,476"
1992,4,NV,"535,548","78,424",904,,"1,600","616,476"
1992,5,NV,"535,548","78,424",904,,"1,600","616,476"
1992,6,NV,"535,548","78,424",904,,"1,600","616,476"
1992,7,NV,"535,548","78,424",904,,"1,600","616,476"
1992,8,NV,"535,548","78,424",904,,"1,600","616,476"
1992,9,NV,"535,548","78,424",904,,"1,600","616,476"
1992,10,NV,"535,548","78,424",904,,"1,600","616,476"
1992,11,NV,"535,548","78,424",904,,"1,600","616,476"
1992,12,NV,"535,548","78,424",904,,"1,600","616,476"
1992,1,NY,"6,355,082","817,710","11,860",,"31,302","7,215,954"
1992,2,NY,"6,355,082","817,710","11,860",,"31,302","7,215,954"
1992,3,NY,"6,355,082","817,710","11,860",,"31,302","7,215,954"
1992,4,NY,"6,355,082","817,710","11,860",,"31,302","7,215,954"
1992,5,NY,"6,355,082","817,710","11,860",,"31,302","7,215,954"
1992,6,NY,"6,355,082","817,710","11,860",,"31,302","7,215,954"
1992,7,NY,"6,355,082","817,710","11,860",,"31,302","7,215,954"
1992,8,NY,"6,355,082","817,710","11,860",,"31,302","7,215,954"
1992,9,NY,"6,355,082","817,710","11,860",,"31,302","7,215,954"
1992,10,NY,"6,355,082","817,710","11,860",,"31,302","7,215,954"
1992,11,NY,"6,355,082","817,710","11,860",,"31,302","7,215,954"
1992,12,NY,"6,355,082","817,710","11,860",,"31,302","7,215,954"
1992,1,OH,"4,293,939","465,403","31,973",,"18,901","4,810,216"
1992,2,OH,"4,293,939","465,403","31,973",,"18,901","4,810,216"
1992,3,OH,"4,293,939","465,403","31,973",,"18,901","4,810,216"
1992,4,OH,"4,293,939","465,403","31,973",,"18,901","4,810,216"
1992,5,OH,"4,293,939","465,403","31,973",,"18,901","4,810,216"
1992,6,OH,"4,293,939","465,403","31,973",,"18,901","4,810,216"
1992,7,OH,"4,293,939","465,403","31,973",,"18,901","4,810,216"
1992,8,OH,"4,293,939","465,403","31,973",,"18,901","4,810,216"
1992,9,OH,"4,293,939","465,403","31,973",,"18,901","4,810,216"
1992,10,OH,"4,293,939","465,403","31,973",,"18,901","4,810,216"
1992,11,OH,"4,293,939","465,403","31,973",,"18,901","4,810,216"
1992,12,OH,"4,293,939","465,403","31,973",,"18,901","4,810,216"
1992,1,OK,"1,373,881","187,854","16,577",,"13,641","1,591,953"
1992,2,OK,"1,373,881","187,854","16,577",,"13,641","1,591,953"
1992,3,OK,"1,373,881","187,854","16,577",,"13,641","1,591,953"
1992,4,OK,"1,373,881","187,854","16,577",,"13,641","1,591,953"
1992,5,OK,"1,373,881","187,854","16,577",,"13,641","1,591,953"
1992,6,OK,"1,373,881","187,854","16,577",,"13,641","1,591,953"
1992,7,OK,"1,373,881","187,854","16,577",,"13,641","1,591,953"
1992,8,OK,"1,373,881","187,854","16,577",,"13,641","1,591,953"
1992,9,OK,"1,373,881","187,854","16,577",,"13,641","1,591,953"
1992,10,OK,"1,373,881","187,854","16,577",,"13,641","1,591,953"
1992,11,OK,"1,373,881","187,854","16,577",,"13,641","1,591,953"
1992,12,OK,"1,373,881","187,854","16,577",,"13,641","1,591,953"
1992,1,OR,"1,223,643","172,879","6,898",,"12,042","1,415,462"
1992,2,OR,"1,223,643","172,879","6,898",,"12,042","1,415,462"
1992,3,OR,"1,223,643","172,879","6,898",,"12,042","1,415,462"
1992,4,OR,"1,223,643","172,879","6,898",,"12,042","1,415,462"
1992,5,OR,"1,223,643","172,879","6,898",,"12,042","1,415,462"
1992,6,OR,"1,223,643","172,879","6,898",,"12,042","1,415,462"
1992,7,OR,"1,223,643","172,879","6,898",,"12,042","1,415,462"
1992,8,OR,"1,223,643","172,879","6,898",,"12,042","1,415,462"
1992,9,OR,"1,223,643","172,879","6,898",,"12,042","1,415,462"
1992,10,OR,"1,223,643","172,879","6,898",,"12,042","1,415,462"
1992,11,OR,"1,223,643","172,879","6,898",,"12,042","1,415,462"
1992,12,OR,"1,223,643","172,879","6,898",,"12,042","1,415,462"
1992,1,PA,"4,711,412","541,946","28,877",,"8,189","5,290,424"
1992,2,PA,"4,711,412","541,946","28,877",,"8,189","5,290,424"
1992,3,PA,"4,711,412","541,946","28,877",,"8,189","5,290,424"
1992,4,PA,"4,711,412","541,946","28,877",,"8,189","5,290,424"
1992,5,PA,"4,711,412","541,946","28,877",,"8,189","5,290,424"
1992,6,PA,"4,711,412","541,946","28,877",,"8,189","5,290,424"
1992,7,PA,"4,711,412","541,946","28,877",,"8,189","5,290,424"
1992,8,PA,"4,711,412","541,946","28,877",,"8,189","5,290,424"
1992,9,PA,"4,711,412","541,946","28,877",,"8,189","5,290,424"
1992,10,PA,"4,711,412","541,946","28,877",,"8,189","5,290,424"
1992,11,PA,"4,711,412","541,946","28,877",,"8,189","5,290,424"
1992,12,PA,"4,711,412","541,946","28,877",,"8,189","5,290,424"
1992,1,RI,"391,296","44,824","2,523",,"1,046","439,689"
1992,2,RI,"391,296","44,824","2,523",,"1,046","439,689"
1992,3,RI,"391,296","44,824","2,523",,"1,046","439,689"
1992,4,RI,"391,296","44,824","2,523",,"1,046","439,689"
1992,5,RI,"391,296","44,824","2,523",,"1,046","439,689"
1992,6,RI,"391,296","44,824","2,523",,"1,046","439,689"
1992,7,RI,"391,296","44,824","2,523",,"1,046","439,689"
1992,8,RI,"391,296","44,824","2,523",,"1,046","439,689"
1992,9,RI,"391,296","44,824","2,523",,"1,046","439,689"
1992,10,RI,"391,296","44,824","2,523",,"1,046","439,689"
1992,11,RI,"391,296","44,824","2,523",,"1,046","439,689"
1992,12,RI,"391,296","44,824","2,523",,"1,046","439,689"
1992,1,SC,"1,476,086","213,229","4,221",,"18,683","1,712,219"
1992,2,SC,"1,476,086","213,229","4,221",,"18,683","1,712,219"
1992,3,SC,"1,476,086","213,229","4,221",,"18,683","1,712,219"
1992,4,SC,"1,476,086","213,229","4,221",,"18,683","1,712,219"
1992,5,SC,"1,476,086","213,229","4,221",,"18,683","1,712,219"
1992,6,SC,"1,476,086","213,229","4,221",,"18,683","1,712,219"
1992,7,SC,"1,476,086","213,229","4,221",,"18,683","1,712,219"
1992,8,SC,"1,476,086","213,229","4,221",,"18,683","1,712,219"
1992,9,SC,"1,476,086","213,229","4,221",,"18,683","1,712,219"
1992,10,SC,"1,476,086","213,229","4,221",,"18,683","1,712,219"
1992,11,SC,"1,476,086","213,229","4,221",,"18,683","1,712,219"
1992,12,SC,"1,476,086","213,229","4,221",,"18,683","1,712,219"
1992,1,SD,"289,324","42,442","1,937",,"11,115","344,818"
1992,2,SD,"289,324","42,442","1,937",,"11,115","344,818"
1992,3,SD,"289,324","42,442","1,937",,"11,115","344,818"
1992,4,SD,"289,324","42,442","1,937",,"11,115","344,818"
1992,5,SD,"289,324","42,442","1,937",,"11,115","344,818"
1992,6,SD,"289,324","42,442","1,937",,"11,115","344,818"
1992,7,SD,"289,324","42,442","1,937",,"11,115","344,818"
1992,8,SD,"289,324","42,442","1,937",,"11,115","344,818"
1992,9,SD,"289,324","42,442","1,937",,"11,115","344,818"
1992,10,SD,"289,324","42,442","1,937",,"11,115","344,818"
1992,11,SD,"289,324","42,442","1,937",,"11,115","344,818"
1992,12,SD,"289,324","42,442","1,937",,"11,115","344,818"
1992,1,TN,"2,045,803","276,705","29,310",,"8,467","2,360,285"
1992,2,TN,"2,045,803","276,705","29,310",,"8,467","2,360,285"
1992,3,TN,"2,045,803","276,705","29,310",,"8,467","2,360,285"
1992,4,TN,"2,045,803","276,705","29,310",,"8,467","2,360,285"
1992,5,TN,"2,045,803","276,705","29,310",,"8,467","2,360,285"
1992,6,TN,"2,045,803","276,705","29,310",,"8,467","2,360,285"
1992,7,TN,"2,045,803","276,705","29,310",,"8,467","2,360,285"
1992,8,TN,"2,045,803","276,705","29,310",,"8,467","2,360,285"
1992,9,TN,"2,045,803","276,705","29,310",,"8,467","2,360,285"
1992,10,TN,"2,045,803","276,705","29,310",,"8,467","2,360,285"
1992,11,TN,"2,045,803","276,705","29,310",,"8,467","2,360,285"
1992,12,TN,"2,045,803","276,705","29,310",,"8,467","2,360,285"
1992,1,TX,"6,705,826","874,071","58,866",,"99,867","7,738,630"
1992,2,TX,"6,705,826","874,071","58,866",,"99,867","7,738,630"
1992,3,TX,"6,705,826","874,071","58,866",,"99,867","7,738,630"
1992,4,TX,"6,705,826","874,071","58,866",,"99,867","7,738,630"
1992,5,TX,"6,705,826","874,071","58,866",,"99,867","7,738,630"
1992,6,TX,"6,705,826","874,071","58,866",,"99,867","7,738,630"
1992,7,TX,"6,705,826","874,071","58,866",,"99,867","7,738,630"
1992,8,TX,"6,705,826","874,071","58,866",,"99,867","7,738,630"
1992,9,TX,"6,705,826","874,071","58,866",,"99,867","7,738,630"
1992,10,TX,"6,705,826","874,071","58,866",,"99,867","7,738,630"
1992,11,TX,"6,705,826","874,071","58,866",,"99,867","7,738,630"
1992,12,TX,"6,705,826","874,071","58,866",,"99,867","7,738,630"
1992,1,UT,"587,837","62,072","9,633",,"4,279","663,821"
1992,2,UT,"587,837","62,072","9,633",,"4,279","663,821"
1992,3,UT,"587,837","62,072","9,633",,"4,279","663,821"
1992,4,UT,"587,837","62,072","9,633",,"4,279","663,821"
1992,5,UT,"587,837","62,072","9,633",,"4,279","663,821"
1992,6,UT,"587,837","62,072","9,633",,"4,279","663,821"
1992,7,UT,"587,837","62,072","9,633",,"4,279","663,821"
1992,8,UT,"587,837","62,072","9,633",,"4,279","663,821"
1992,9,UT,"587,837","62,072","9,633",,"4,279","663,821"
1992,10,UT,"587,837","62,072","9,633",,"4,279","663,821"
1992,11,UT,"587,837","62,072","9,633",,"4,279","663,821"
1992,12,UT,"587,837","62,072","9,633",,"4,279","663,821"
1992,1,VA,"2,400,745","260,606","4,661",,"35,753","2,701,765"
1992,2,VA,"2,400,745","260,606","4,661",,"35,753","2,701,765"
1992,3,VA,"2,400,745","260,606","4,661",,"35,753","2,701,765"
1992,4,VA,"2,400,745","260,606","4,661",,"35,753","2,701,765"
1992,5,VA,"2,400,745","260,606","4,661",,"35,753","2,701,765"
1992,6,VA,"2,400,745","260,606","4,661",,"35,753","2,701,765"
1992,7,VA,"2,400,745","260,606","4,661",,"35,753","2,701,765"
1992,8,VA,"2,400,745","260,606","4,661",,"35,753","2,701,765"
1992,9,VA,"2,400,745","260,606","4,661",,"35,753","2,701,765"
1992,10,VA,"2,400,745","260,606","4,661",,"35,753","2,701,765"
1992,11,VA,"2,400,745","260,606","4,661",,"35,753","2,701,765"
1992,12,VA,"2,400,745","260,606","4,661",,"35,753","2,701,765"
1992,1,VT,"263,349","36,131","1,039",,"3,043","303,562"
1992,2,VT,"263,349","36,131","1,039",,"3,043","303,562"
1992,3,VT,"263,349","36,131","1,039",,"3,043","303,562"
1992,4,VT,"263,349","36,131","1,039",,"3,043","303,562"
1992,5,VT,"263,349","36,131","1,039",,"3,043","303,562"
1992,6,VT,"263,349","36,131","1,039",,"3,043","303,562"
1992,7,VT,"263,349","36,131","1,039",,"3,043","303,562"
1992,8,VT,"263,349","36,131","1,039",,"3,043","303,562"
1992,9,VT,"263,349","36,131","1,039",,"3,043","303,562"
1992,10,VT,"263,349","36,131","1,039",,"3,043","303,562"
1992,11,VT,"263,349","36,131","1,039",,"3,043","303,562"
1992,12,VT,"263,349","36,131","1,039",,"3,043","303,562"
1992,1,WA,"2,090,082","238,882","10,755",,"22,959","2,362,678"
1992,2,WA,"2,090,082","238,882","10,755",,"22,959","2,362,678"
1992,3,WA,"2,090,082","238,882","10,755",,"22,959","2,362,678"
1992,4,WA,"2,090,082","238,882","10,755",,"22,959","2,362,678"
1992,5,WA,"2,090,082","238,882","10,755",,"22,959","2,362,678"
1992,6,WA,"2,090,082","238,882","10,755",,"22,959","2,362,678"
1992,7,WA,"2,090,082","238,882","10,755",,"22,959","2,362,678"
1992,8,WA,"2,090,082","238,882","10,755",,"22,959","2,362,678"
1992,9,WA,"2,090,082","238,882","10,755",,"22,959","2,362,678"
1992,10,WA,"2,090,082","238,882","10,755",,"22,959","2,362,678"
1992,11,WA,"2,090,082","238,882","10,755",,"22,959","2,362,678"
1992,12,WA,"2,090,082","238,882","10,755",,"22,959","2,362,678"
1992,1,WI,"2,052,778","236,788","5,441",,"12,330","2,307,337"
1992,2,WI,"2,052,778","236,788","5,441",,"12,330","2,307,337"
1992,3,WI,"2,052,778","236,788","5,441",,"12,330","2,307,337"
1992,4,WI,"2,052,778","236,788","5,441",,"12,330","2,307,337"
1992,5,WI,"2,052,778","236,788","5,441",,"12,330","2,307,337"
1992,6,WI,"2,052,778","236,788","5,441",,"12,330","2,307,337"
1992,7,WI,"2,052,778","236,788","5,441",,"12,330","2,307,337"
1992,8,WI,"2,052,778","236,788","5,441",,"12,330","2,307,337"
1992,9,WI,"2,052,778","236,788","5,441",,"12,330","2,307,337"
1992,10,WI,"2,052,778","236,788","5,441",,"12,330","2,307,337"
1992,11,WI,"2,052,778","236,788","5,441",,"12,330","2,307,337"
1992,12,WI,"2,052,778","236,788","5,441",,"12,330","2,307,337"
1992,1,WV,"764,385","99,082","10,777",,"3,007","877,251"
1992,2,WV,"764,385","99,082","10,777",,"3,007","877,251"
1992,3,WV,"764,385","99,082","10,777",,"3,007","877,251"
1992,4,WV,"764,385","99,082","10,777",,"3,007","877,251"
1992,5,WV,"764,385","99,082","10,777",,"3,007","877,251"
1992,6,WV,"764,385","99,082","10,777",,"3,007","877,251"
1992,7,WV,"764,385","99,082","10,777",,"3,007","877,251"
1992,8,WV,"764,385","99,082","10,777",,"3,007","877,251"
1992,9,WV,"764,385","99,082","10,777",,"3,007","877,251"
1992,10,WV,"764,385","99,082","10,777",,"3,007","877,251"
1992,11,WV,"764,385","99,082","10,777",,"3,007","877,251"
1992,12,WV,"764,385","99,082","10,777",,"3,007","877,251"
1992,1,WY,"198,637","39,265","3,162",,"3,616","244,680"
1992,2,WY,"198,637","39,265","3,162",,"3,616","244,680"
1992,3,WY,"198,637","39,265","3,162",,"3,616","244,680"
1992,4,WY,"198,637","39,265","3,162",,"3,616","244,680"
1992,5,WY,"198,637","39,265","3,162",,"3,616","244,680"
1992,6,WY,"198,637","39,265","3,162",,"3,616","244,680"
1992,7,WY,"198,637","39,265","3,162",,"3,616","244,680"
1992,8,WY,"198,637","39,265","3,162",,"3,616","244,680"
1992,9,WY,"198,637","39,265","3,162",,"3,616","244,680"
1992,10,WY,"198,637","39,265","3,162",,"3,616","244,680"
1992,11,WY,"198,637","39,265","3,162",,"3,616","244,680"
1992,12,WY,"198,637","39,265","3,162",,"3,616","244,680"
1993,1,AK,"202,132","33,376",348,,"3,860","239,716"
1993,2,AK,"202,132","33,376",348,,"3,860","239,716"
1993,3,AK,"202,132","33,376",348,,"3,860","239,716"
1993,4,AK,"202,132","33,376",348,,"3,860","239,716"
1993,5,AK,"202,132","33,376",348,,"3,860","239,716"
1993,6,AK,"202,132","33,376",348,,"3,860","239,716"
1993,7,AK,"202,132","33,376",348,,"3,860","239,716"
1993,8,AK,"202,132","33,376",348,,"3,860","239,716"
1993,9,AK,"202,132","33,376",348,,"3,860","239,716"
1993,10,AK,"202,132","33,376",348,,"3,860","239,716"
1993,11,AK,"202,132","33,376",348,,"3,860","239,716"
1993,12,AK,"202,132","33,376",348,,"3,860","239,716"
1993,1,AL,"1,722,749","246,901","12,473",,"6,725","1,988,848"
1993,2,AL,"1,722,749","246,901","12,473",,"6,725","1,988,848"
1993,3,AL,"1,722,749","246,901","12,473",,"6,725","1,988,848"
1993,4,AL,"1,722,749","246,901","12,473",,"6,725","1,988,848"
1993,5,AL,"1,722,749","246,901","12,473",,"6,725","1,988,848"
1993,6,AL,"1,722,749","246,901","12,473",,"6,725","1,988,848"
1993,7,AL,"1,722,749","246,901","12,473",,"6,725","1,988,848"
1993,8,AL,"1,722,749","246,901","12,473",,"6,725","1,988,848"
1993,9,AL,"1,722,749","246,901","12,473",,"6,725","1,988,848"
1993,10,AL,"1,722,749","246,901","12,473",,"6,725","1,988,848"
1993,11,AL,"1,722,749","246,901","12,473",,"6,725","1,988,848"
1993,12,AL,"1,722,749","246,901","12,473",,"6,725","1,988,848"
1993,1,AR,"1,039,655","117,892","23,469",,"12,931","1,193,947"
1993,2,AR,"1,039,655","117,892","23,469",,"12,931","1,193,947"
1993,3,AR,"1,039,655","117,892","23,469",,"12,931","1,193,947"
1993,4,AR,"1,039,655","117,892","23,469",,"12,931","1,193,947"
1993,5,AR,"1,039,655","117,892","23,469",,"12,931","1,193,947"
1993,6,AR,"1,039,655","117,892","23,469",,"12,931","1,193,947"
1993,7,AR,"1,039,655","117,892","23,469",,"12,931","1,193,947"
1993,8,AR,"1,039,655","117,892","23,469",,"12,931","1,193,947"
1993,9,AR,"1,039,655","117,892","23,469",,"12,931","1,193,947"
1993,10,AR,"1,039,655","117,892","23,469",,"12,931","1,193,947"
1993,11,AR,"1,039,655","117,892","23,469",,"12,931","1,193,947"
1993,12,AR,"1,039,655","117,892","23,469",,"12,931","1,193,947"
1993,1,AZ,"1,535,843","168,227","5,135",,"15,886","1,725,091"
1993,2,AZ,"1,535,843","168,227","5,135",,"15,886","1,725,091"
1993,3,AZ,"1,535,843","168,227","5,135",,"15,886","1,725,091"
1993,4,AZ,"1,535,843","168,227","5,135",,"15,886","1,725,091"
1993,5,AZ,"1,535,843","168,227","5,135",,"15,886","1,725,091"
1993,6,AZ,"1,535,843","168,227","5,135",,"15,886","1,725,091"
1993,7,AZ,"1,535,843","168,227","5,135",,"15,886","1,725,091"
1993,8,AZ,"1,535,843","168,227","5,135",,"15,886","1,725,091"
1993,9,AZ,"1,535,843","168,227","5,135",,"15,886","1,725,091"
1993,10,AZ,"1,535,843","168,227","5,135",,"15,886","1,725,091"
1993,11,AZ,"1,535,843","168,227","5,135",,"15,886","1,725,091"
1993,12,AZ,"1,535,843","168,227","5,135",,"15,886","1,725,091"
1993,1,CA,"10,841,305","1,464,438","38,906",,"44,893","12,389,542"
1993,2,CA,"10,841,305","1,464,438","38,906",,"44,893","12,389,542"
1993,3,CA,"10,841,305","1,464,438","38,906",,"44,893","12,389,542"
1993,4,CA,"10,841,305","1,464,438","38,906",,"44,893","12,389,542"
1993,5,CA,"10,841,305","1,464,438","38,906",,"44,893","12,389,542"
1993,6,CA,"10,841,305","1,464,438","38,906",,"44,893","12,389,542"
1993,7,CA,"10,841,305","1,464,438","38,906",,"44,893","12,389,542"
1993,8,CA,"10,841,305","1,464,438","38,906",,"44,893","12,389,542"
1993,9,CA,"10,841,305","1,464,438","38,906",,"44,893","12,389,542"
1993,10,CA,"10,841,305","1,464,438","38,906",,"44,893","12,389,542"
1993,11,CA,"10,841,305","1,464,438","38,906",,"44,893","12,389,542"
1993,12,CA,"10,841,305","1,464,438","38,906",,"44,893","12,389,542"
1993,1,CO,"1,458,548","205,011","1,712",,"44,794","1,710,065"
