Year	Month	State	Rev_RES	Rev_COM	Rev_IND	Rev_OTH	Rev_ALL
2003	1	LA	159.41	113.07	111.92	0.02	384.42
2003	1	MA	202.47	195.49	67.56	0.94	466.46
2003	1	MD	195.59	88.94	104.02	1.8	390.36
2003	1	ME	53.38	39.63	20.77	0	113.79
2003	1	MI	273.98	221.05	155.51	0.02	650.56
2003	1	MN	141.87	94.75	74.42	0	311.04
2003	1	MO	194.63	119.58	44.12	0	358.32
2003	1	MS	107.65	68.94	56.21	0	232.8
2003	1	MT	29.83	23.84	12.95	0	66.63
2003	1	NC	407.62	216.39	108.22	0	732.24
2003	1	ND	24.4	18.3	9.48	0	52.18
2003	1	NE	47.41	37.56	22.45	0	107.42
2003	1	NH	50.26	36.85	17.37	0	104.47
2003	1	NJ	245.99	262.31	72.04	1.09	581.43
2003	1	NM	40.29	42.61	23.87	0	106.77
2003	1	NV	70.15	53.08	55.11	0	178.34
2003	1	NY	566.17	689.54	130.6	21.31	1407.62
2003	1	OH	414.86	272.65	215.79	0.02	903.33
2003	1	OK	107.57	69.73	42.13	0	219.43
2003	1	OR	134.65	82.94	49.44	0.08	267.11
2003	1	PA	487.72	312.73	223.77	4.96	1029.18
2003	1	RI	28.35	25.26	7.79	0	61.4
2003	1	SC	209.06	100.35	96.53	0	405.94
2003	1	SD	26.04	18.07	5.5	0	49.61
2003	1	TN	254.38	150.53	109.02	0	513.93
2003	1	TX	766.02	539.01	402.79	0.39	1708.22
2003	1	UT	43.16	37	24.2	0.12	104.47
2003	1	VA	333.44	199.92	70.72	0.76	604.84
2003	1	VT	25.44	18.16	10.34	0	53.95
2003	1	WA	214.45	148.98	77.17	0.22	440.83
2003	1	WI	169.99	110.98	90.55	0	371.52
2003	1	WV	79.33	34.28	33.8	0	147.41
2003	1	WY	16.04	15.4	21.6	0	53.04
2003	2	AK	21.52	21.03	6.99	0	49.54
2003	2	AL	175.94	100.22	103.96	0	380.12
2003	2	AR	90.94	41.34	51.58	0	183.86
2003	2	AZ	120.72	115.51	41.13	0	277.35
2003	2	CA	727.98	933.31	351.49	3.79	2016.57
2003	2	CO	97.65	91.77	40.1	0.18	229.69
2003	2	CT	122.92	93.24	30.1	1.4	247.65
2003	2	DC	11.91	40.72	0.73	1.46	54.82
2003	2	DE	33.22	23.06	17.87	0	74.14
2003	2	FL	741.89	421.98	82.16	0.52	1246.55
2003	2	GA	294.87	197.1	100.71	0.65	593.33
2003	2	HI	36.99	38.56	34.22	0	109.77
2003	2	IA	85.74	54.3	49.17	0	189.21
2003	2	ID	43.65	26.57	22.06	0	92.27
2003	2	IL	282.24	274.35	161.91	2.21	720.7
2003	2	IN	202.02	110.24	149.97	0.07	462.3
2003	2	KS	66.03	60.94	36.71	0	163.69
2003	2	KY	140.84	72.39	109.11	0	322.35
2003	2	LA	147.74	104.15	101.56	0.02	353.46
2003	2	MA	184.84	184.73	64.37	0.9	434.84
2003	2	MD	184.88	81.37	100.25	1.76	368.27
2003	2	ME	45.74	36.1	20.64	0	102.48
2003	2	MI	218.75	214.65	162.27	0.02	595.69
2003	2	MN	123.06	91.66	74.37	0	289.09
2003	2	MO	180.16	109.34	48.58	0	338.08
2003	2	MS	102.66	65.85	53.08	0	221.59
2003	2	MT	26.4	23.07	12.88	0	62.35
2003	2	NC	409.3	218.72	115.66	0	743.69
2003	2	ND	23.25	17.88	9.35	0	50.48
2003	2	NE	46.27	35.99	22.96	0	105.22
2003	2	NH	43.93	34.85	18.87	0	97.64
2003	2	NJ	207.89	239.82	68.03	0.96	516.71
2003	2	NM	34.1	40.01	22.53	0	96.64
2003	2	NV	54.84	49.82	56.68	0	161.35
2003	2	NY	538.6	684.13	137.42	19.92	1380.07
2003	2	OH	349.04	262.02	220.45	0.02	831.54
2003	2	OK	105.76	73.56	44.42	0	223.74
2003	2	OR	116.24	78.68	43.32	0.08	238.32
2003	2	PA	418.14	288.82	221.75	5.17	933.88
2003	2	RI	26.24	24.37	7.52	0	58.13
2003	2	SC	199.37	100.48	96.56	0	396.4
2003	2	SD	24.23	16.97	5.4	0	46.6
2003	2	TN	260.97	145.28	113.96	0	520.2
2003	2	TX	743.9	507.34	416.17	0.37	1667.78
2003	2	UT	31.91	37.1	22.03	0.1	91.14
2003	2	VA	298.18	182.18	63.87	0.72	544.96
2003	2	VT	23.14	17.12	9.8	0	50.06
2003	2	WA	202.94	147.67	73.91	0.2	424.73
2003	2	WI	145.04	103.22	91.06	0	339.32
2003	2	WV	67.8	32.74	32.52	0	133.06
2003	2	WY	14.21	14.89	23.89	0	52.99
2003	3	AK	19.86	20.94	6.91	0	47.7
2003	3	AL	145.73	101.62	99.6	0	346.95
2003	3	AR	86.47	43.09	53.25	0	182.8
2003	3	AZ	126.07	119.41	42.62	0	288.1
2003	3	CA	695.78	905.38	350.02	3.72	1954.9
2003	3	CO	94.97	95.01	42.17	0.19	232.35
2003	3	CT	119.61	98.15	32.62	1.22	251.59
2003	3	DC	10.1	42.51	1.13	1.76	55.51
2003	3	DE	30.21	21.78	18.57	0	70.55
2003	3	FL	644.21	446.06	83.37	0.51	1174.14
2003	3	GA	253.58	201.28	109.88	0.68	565.42
2003	3	HI	41.68	44.06	38.99	0	124.73
2003	3	IA	82.08	54.68	52.81	0	189.57
2003	3	ID	40.88	26.64	22.04	0	89.56
2003	3	IL	275.53	283.85	168.79	2.72	730.9
2003	3	IN	174.45	110.02	153.46	0.07	438
2003	3	KS	65.74	65.53	38.07	0	169.33
2003	3	KY	115.88	72.88	114.46	0	303.22
2003	3	LA	141.56	118.67	114.48	0.02	374.72
2003	3	MA	189.34	201.82	71.18	1.05	463.4
2003	3	MD	170.01	82.58	107.42	1.87	361.88
2003	3	ME	45.75	35.98	22.41	0	104.13
2003	3	MI	230.5	216.07	162.59	0.02	609.18
2003	3	MN	121.22	100.23	74.82	0	296.27
2003	3	MO	156.01	111.52	49.44	0	316.98
2003	3	MS	89.79	65.24	53.38	0	208.42
2003	3	MT	27.04	23.42	12.56	0	63.02
2003	3	NC	322.42	206.15	110.94	0	639.51
2003	3	ND	22.24	17.81	9.53	0	49.59
2003	3	NE	44.48	37.34	27.22	0	109.04
2003	3	NH	43.41	36.15	18.44	0	98
2003	3	NJ	214	252.13	65.58	1.02	532.73
2003	3	NM	34.37	42.64	21.88	0	98.89
2003	3	NV	58.77	57.86	58.54	0	175.17
2003	3	NY	544.98	723.81	130.55	20.59	1419.93
2003	3	OH	341.44	274.62	222.68	0.02	838.77
2003	3	OK	106.29	79.62	53.05	0	238.96
2003	3	OR	118.86	79.48	50.38	0.08	248.81
2003	3	PA	402.62	306.4	221	4.98	935.01
2003	3	RI	27.08	26.92	9.07	0	63.07
2003	3	SC	157.3	96.39	96.76	0	350.44
2003	3	SD	23.2	17.69	5.55	0	46.44
2003	3	TN	200.95	138.88	113.14	0	452.97
2003	3	TX	718.77	566.1	464.52	0.4	1749.8
2003	3	UT	34.48	39.9	20.85	0.11	95.34
2003	3	VA	258.8	176.74	64.16	0.74	500.43
2003	3	VT	21.66	17.53	9.46	0	48.64
2003	3	WA	202.18	144.14	76.18	0.22	422.71
2003	3	WI	147.51	111.76	95.77	0	355.04
2003	3	WV	57.5	30.98	34.17	0	122.65
2003	3	WY	14.75	15.45	29.27	0	59.47
2003	4	AK	18.91	20.07	6.92	0	45.9
2003	4	AL	134.68	106.98	114.25	0	355.9
2003	4	AR	68.98	39.61	51.43	0	160.02
2003	4	AZ	113.95	122.84	46.18	0	282.98
2003	4	CA	720.41	1016.33	370.04	3.57	2110.36
2003	4	CO	86.12	96.9	42.86	0.26	226.13
2003	4	CT	105.23	93.64	33.57	1.15	233.59
2003	4	DC	6.72	44.9	0.84	1.66	54.11
2003	4	DE	24.48	20.63	17.81	0	62.92
2003	4	FL	672.43	458.88	84.94	0.55	1216.8
2003	4	GA	222.79	206.07	114.08	0.69	543.64
2003	4	HI	41.22	43.78	38.93	0	123.93
2003	4	IA	75.53	56.58	56.33	0	188.45
2003	4	ID	34.24	25.22	23.72	0	83.18
2003	4	IL	235.38	273.94	168.64	2.08	680.04
2003	4	IN	145.76	104.76	155.74	0.07	406.33
2003	4	KS	58.72	65.36	39.36	0	163.44
2003	4	KY	88.08	72.17	110.48	0	270.73
2003	4	LA	130.58	121.66	130.9	0.02	383.15
2003	4	MA	156.08	181.04	66.36	0.91	404.38
2003	4	MD	136.54	78.12	98.91	1.73	315.31
2003	4	ME	39.95	28.97	20.13	0	89.05
2003	4	MI	189.92	199.62	161.23	0.02	550.79
2003	4	MN	103.98	90.3	76.93	0	271.21
2003	4	MO	131.46	107.91	50.32	0	289.7
2003	4	MS	81.91	70.03	57	0	208.94
2003	4	MT	22.86	22.62	12.36	0	57.84
2003	4	NC	251.1	204.14	114.74	0	569.99
2003	4	ND	18.07	16.59	9.03	0	43.69
2003	4	NE	37.48	34.36	23.19	0	95.03
2003	4	NH	37.47	33.49	18.37	0	89.33
2003	4	NJ	178.22	247.36	62.94	0.97	489.48
2003	4	NM	31.68	43.59	22.25	0	97.52
2003	4	NV	51.23	52.58	60.35	0	164.16
2003	4	NY	500.22	700.35	136.79	19.53	1356.89
2003	4	OH	260.84	255.74	226.83	0.02	743.43
2003	4	OK	87.62	71.39	43.98	0	202.99
2003	4	OR	104.45	75.87	43.95	0.08	224.35
2003	4	PA	343.38	284.24	214.97	4.75	847.34
2003	4	RI	22.13	22.63	7.99	0	52.75
2003	4	SC	127.49	95.89	100.01	0	323.38
2003	4	SD	20.39	16.86	5.67	0	42.93
2003	4	TN	152.89	135.06	119.12	0	407.06
2003	4	TX	663.18	533.83	452.81	0.44	1650.26
2003	4	UT	35.32	40.65	23.57	0.14	99.68
2003	4	VA	195.25	176.7	70.96	0.72	443.62
2003	4	VT	19.47	16.2	9.41	0	45.08
2003	4	WA	184.09	137.15	71.94	0.19	393.38
2003	4	WI	131.1	107.52	97.45	0	336.07
2003	4	WV	44.65	28.78	34.78	0	108.21
2003	4	WY	12.72	15.14	23.17	0	51.03
2003	5	AK	17.06	20.16	7.02	0	44.24
2003	5	AL	155.57	112.96	110.86	0	379.4
2003	5	AR	76.49	48.73	56.97	0	182.2
2003	5	AZ	173.91	152.47	51.11	0	377.49
2003	5	CA	730.94	1089.99	394.07	3.86	2218.86
2003	5	CO	94.06	109.83	46.67	0.22	250.79
2003	5	CT	98.98	103.72	34.79	1.22	238.71
2003	5	DC	7.54	57.61	1	1.68	67.84
2003	5	DE	22.3	20.45	18.62	0	61.37
2003	5	FL	740.56	503.77	87.94	0.6	1332.87
2003	5	GA	255.36	222.48	113.69	0.71	592.24
2003	5	HI	42.83	46.55	41.09	0	130.47
2003	5	IA	70.68	55.68	57.53	0	183.9
2003	5	ID	32.12	24.81	29.86	0	86.79
2003	5	IL	233.2	280.11	179.41	2.58	695.3
2003	5	IN	139.71	111.46	152.78	0.07	404.03
2003	5	KS	63.96	69.79	38.8	0	172.55
2003	5	KY	91.59	77.06	107.6	0	276.25
2003	5	LA	175.07	138.43	137.52	0.02	451.04
2003	5	MA	158.24	201.12	75.38	0.9	435.64
2003	5	MD	130.04	90.27	102.64	1.79	324.74
2003	5	ME	38.73	30.92	18.95	0	88.61
2003	5	MI	184.8	207.78	161.95	0.02	554.55
2003	5	MN	105.82	101.08	74.78	0	281.68
2003	5	MO	144.02	144.98	62.53	0	351.54
2003	5	MS	103.83	78.46	58.17	0	240.45
2003	5	MT	21.56	22.5	12.8	0	56.87
2003	5	NC	269.22	217.69	115.08	0	601.99
2003	5	ND	16.16	16.15	9.29	0	41.6
2003	5	NE	39.02	36.37	26.85	0	102.24
2003	5	NH	35.51	34.03	19.37	0	88.91
2003	5	NJ	176.18	249.14	85.33	0.98	511.62
2003	5	NM	33.17	48.18	25.02	0	106.37
2003	5	NV	64.57	60.24	64.77	0	189.57
2003	5	NY	479.62	707.59	130.9	20	1338.11
2003	5	OH	280.04	281.06	242.52	0.02	803.64
2003	5	OK	106.17	87.44	51.22	0	244.82
2003	5	OR	95.96	76.02	45.09	0.08	217.16
2003	5	PA	317.21	289.23	219.96	4.95	831.35
2003	5	RI	23.13	26.37	9.41	0	58.91
2003	5	SC	141.01	105.62	102.78	0	349.4
2003	5	SD	18.92	16.9	5.96	0	41.78
2003	5	TN	159.64	144.81	113.56	0	418.02
2003	5	TX	928.38	663.52	455.7	0.5	2048.1
2003	5	UT	36.76	45.04	23.1	0.12	105.02
2003	5	VA	207.64	189.97	65.39	0.76	463.76
2003	5	VT	18.56	16.46	9.31	0	44.33
2003	5	WA	153.07	126.63	69.25	0.2	349.15
2003	5	WI	135.65	111.9	99.59	0	347.15
2003	5	WV	41.47	31.18	33.5	0	106.14
2003	5	WY	11.34	15.02	24.1	0	50.47
2003	6	AK	16.45	19.93	6.9	0	43.28
2003	6	AL	187.38	124.09	122.78	0	434.26
2003	6	AR	99.21	55.81	64.96	0	219.98
2003	6	AZ	249.37	180.86	54.63	0	484.86
2003	6	CA	857.33	1326.1	428.22	4.36	2616.01
2003	6	CO	102.34	109.07	47.95	0.25	259.6
2003	6	CT	109.65	110.64	39.38	1.36	261.02
2003	6	DC	12.8	64.63	1.24	1.63	80.28
2003	6	DE	26.08	24.75	20.2	0	71.02
2003	6	FL	858.15	535.43	91.57	0.62	1485.77
2003	6	GA	324.05	233.08	125.86	0.76	683.74
2003	6	HI	41.8	43.6	40.6	0	126.01
2003	6	IA	89.98	67.42	64.66	0	222.05
2003	6	ID	30.7	22.66	46.24	0	99.6
2003	6	IL	279.98	318.24	182.56	2.64	783.43
2003	6	IN	160.08	115.59	151.66	0.08	427.4
2003	6	KS	90.84	81.62	42.41	0	214.87
2003	6	KY	104.06	84.3	117.53	0	305.89
2003	6	LA	229.45	152.22	126.86	0.02	508.55
2003	6	MA	167.72	236.5	78.57	0.95	483.72
2003	6	MD	157.63	110.5	106.99	1.92	377.04
2003	6	ME	37.62	32.1	20.9	0	90.62
2003	6	MI	226.4	241.87	175.68	0.02	643.98
2003	6	MN	125.64	114.51	87.99	0	328.14
2003	6	MO	187.75	158.08	67.28	0	413.11
2003	6	MS	130.97	82.6	60.37	0	273.94
2003	6	MT	21.25	23.52	13.4	0	58.17
2003	6	NC	303.43	235.39	132.65	0	671.46
2003	6	ND	16.13	17.35	9.84	0	43.32
2003	6	NE	48.55	47.17	31.46	0	127.17
2003	6	NH	37.77	36.59	21.05	0	95.41
2003	6	NJ	231.61	281	79.51	1.01	593.13
2003	6	NM	41.05	54.57	26.34	0	121.95
2003	6	NV	107.49	65.31	83.87	0	256.67
2003	6	NY	518.69	791.59	128.88	20.33	1459.5
2003	6	OH	319.39	284.34	235.54	0.02	839.29
2003	6	OK	145.54	111.69	56.5	0	313.73
2003	6	OR	97.53	91.23	46.6	0.09	235.45
2003	6	PA	352.93	309.17	229.68	4.69	896.47
2003	6	RI	24.86	28.29	10.04	0	63.2
2003	6	SC	169.52	116.21	109.83	0	395.56
2003	6	SD	20.12	18.71	6.34	0	45.17
2003	6	TN	171.82	148.56	113.32	0	433.7
2003	6	TX	1194.58	774	501.38	0.52	2470.47
2003	6	UT	37.91	35.97	25.46	0.12	99.46
2003	6	VA	249.66	206.76	71.29	0.82	528.54
2003	6	VT	19.29	17.09	9.56	0	45.94
2003	6	WA	138.93	137.36	72.45	0.2	348.94
2003	6	WI	143.88	120.46	105.09	0	369.43
2003	6	WV	41.92	31.11	33.86	0	106.89
2003	6	WY	13.24	16.74	21.15	0	51.13
2003	7	AK	17.23	21.48	8.07	0	46.79
2003	7	AL	242.42	138.6	122.52	0	503.54
2003	7	AR	127.93	60.67	71.57	0	260.18
2003	7	AZ	306.51	188.67	55.32	0	550.5
2003	7	CA	1103.57	1585.02	535.48	4.5	3228.57
2003	7	CO	134.57	131.98	54.41	0.27	321.22
2003	7	CT	142.76	124.58	38.68	1.02	307.05
2003	7	DC	19.35	72.36	1.3	1.76	94.77
2003	7	DE	38.85	29.08	23.74	0	91.68
2003	7	FL	947.64	550.51	90.59	0.61	1589.34
2003	7	GA	428.14	263.69	130.55	0.78	823.15
2003	7	HI	43.67	45.65	40.51	0	129.83
2003	7	IA	128.09	75.42	69.57	0	273.08
2003	7	ID	35	26.31	54.4	0	115.7
2003	7	IL	434.5	371.1	194.91	2.55	1003.06
2003	7	IN	204.81	130.48	156.36	0.1	491.75
2003	7	KS	137.53	101.13	46.92	0	285.59
2003	7	KY	147.15	92.57	121.19	0	360.9
2003	7	LA	256.12	159.7	134.67	0.02	550.51
2003	7	MA	225	280.12	83.47	0.84	589.43
2003	7	MD	224.27	130.97	135.28	2.39	492.91
2003	7	ME	47.04	35.1	19.64	0	101.78
2003	7	MI	298.39	249.63	171.04	0.02	719.08
2003	7	MN	168.41	129.27	92.15	0	389.82
2003	7	MO	285.23	192.64	69.73	0	547.6
2003	7	MS	152.27	89.92	60.11	0	302.3
2003	7	MT	27.4	27.95	17.12	0	72.47
2003	7	NC	427.28	273.38	128.87	0	829.54
2003	7	ND	20.04	19.29	10.96	0	50.3
2003	7	NE	78.39	56.45	43.04	0	177.88
2003	7	NH	47.34	42.02	20.96	0	110.32
2003	7	NJ	355.23	319.87	83.86	0.92	759.88
2003	7	NM	50.68	60.22	26.32	0	137.22
2003	7	NV	127.49	73.01	105.31	0	305.82
2003	7	NY	683.8	991.04	133.4	23.35	1831.59
2003	7	OH	450.47	345.38	222.99	0.02	1018.85
2003	7	OK	205.07	129.51	66.38	0	400.96
2003	7	OR	88.34	87.12	46.68	0.09	222.22
2003	7	PA	468.92	349	234.85	4.67	1057.44
2003	7	RI	38.02	38.37	12.76	0	89.15
2003	7	SC	225.76	132.45	112.16	0	470.37
2003	7	SD	27.33	21.82	6.95	0	56.1
2003	7	TN	229.26	167.62	118.8	0	515.68
2003	7	TX	1382.14	812.07	523.7	0.54	2718.45
2003	7	UT	62.96	51.59	28.75	0.14	143.45
2003	7	VA	334.6	234.46	72.14	0.84	642.05
2003	7	VT	22.5	19.58	10.03	0	52.1
2003	7	WA	134.09	136.72	75.8	0.19	346.8
2003	7	WI	181.23	133.66	115.96	0	430.85
2003	7	WV	54.69	34.76	33.08	0	122.54
2003	7	WY	13.36	18.95	23.78	0	56.08
2003	8	AK	17.02	21.78	7.36	0	46.16
2003	8	AL	245.66	142.88	133.1	0	521.64
2003	8	AR	142.18	63.84	62.02	0	268.04
2003	8	AZ	312.32	194.08	58.77	0	565.17
2003	8	CA	1096.54	1411.3	475.11	4.56	2987.52
2003	8	CO	135.63	126.11	52	0.28	314.03
2003	8	CT	153.12	126.65	41.12	1.26	322.14
2003	8	DC	19.33	71.91	1.31	1.84	94.4
2003	8	DE	40.62	28.72	23.8	0	93.14
2003	8	FL	974.14	576.54	90.89	0.62	1642.19
2003	8	GA	451.29	272.2	141.88	0.82	866.19
2003	8	HI	45.27	47.08	41.68	0	134.03
2003	8	IA	132.58	77.46	68.33	0	278.37
2003	8	ID	34.2	25.84	45.02	0	105.06
2003	8	IL	447.56	384.56	207.75	2.51	1042.38
2003	8	IN	225.97	139.32	168.69	0.11	534.1
2003	8	KS	140.02	100.5	44.67	0	285.19
2003	8	KY	148.9	96.4	124.73	0	370.03
2003	8	LA	270.46	164.42	138	0.02	572.89
2003	8	MA	241.51	287.01	89.54	1.03	619.09
2003	8	MD	233.14	133.95	136.67	2.61	506.37
2003	8	ME	45.44	35.8	20.16	0	101.39
2003	8	MI	298.69	249.14	176.61	0.02	724.47
2003	8	MN	185.58	135.57	92.34	0	413.49
2003	8	MO	287.91	194.91	69.74	0	552.56
2003	8	MS	164.11	96.42	61.32	0	321.85
2003	8	MT	31.09	31.32	16.84	0	79.25
2003	8	NC	427.75	276.4	151.01	0	855.16
2003	8	ND	22.18	19.94	10.82	0	52.94
2003	8	NE	82.23	51.97	40.77	0	174.98
2003	8	NH	48.36	41.79	21.94	0	112.09
2003	8	NJ	399.2	375.18	116.24	1.22	891.84
2003	8	NM	53.33	62.64	26.59	0	142.56
2003	8	NV	119.24	70.1	93.36	0	282.7
2003	8	NY	715.35	985.43	134.79	22.66	1858.22
2003	8	OH	422.58	311.99	264.7	0.03	999.29
2003	8	OK	217.6	131.25	62.21	0	411.06
2003	8	OR	86.97	85.65	48.45	0.09	221.16
2003	8	PA	485.22	353.06	250.81	4.66	1093.75
2003	8	RI	41.53	38.78	12.51	0	92.82
2003	8	SC	226.24	132.84	122.94	0	482.03
2003	8	SD	30.01	23.28	7.07	0	60.35
2003	8	TN	243.61	173.28	123.86	0	540.75
2003	8	TX	1446.98	830.8	517.66	0.66	2796.09
2003	8	UT	58.21	47.35	26.9	0.14	132.59
2003	8	VA	334.35	235.87	74.63	0.92	645.78
2003	8	VT	22.95	18.95	9.97	0	51.87
2003	8	WA	123.69	138.51	77.88	0.24	340.33
2003	8	WI	196.47	136.53	117.02	0	450.02
2003	8	WV	56.94	36.2	34.17	0	127.31
2003	8	WY	13.38	17.74	23.61	0	54.73
2003	9	AK	17.57	21.21	7.38	0	46.16
2003	9	AL	216.35	129.28	120.83	0	466.46
2003	9	AR	123.66	57.99	62.28	0	243.92
2003	9	AZ	277.72	184.68	52.56	0	514.95
2003	9	CA	835.65	1156.86	393.62	3.82	2389.95
2003	9	CO	115.07	113.05	45.62	0.23	273.98
2003	9	CT	134.7	132.84	42.9	1.32	311.76
2003	9	DC	12.73	62.1	1.29	1.77	77.9
2003	9	DE	36.8	28.54	22.5	0	87.84
2003	9	FL	967.32	580.63	92.41	0.67	1641.03
2003	9	GA	375.26	241.81	119.84	0.76	737.67
2003	9	HI	42.54	45.03	39.29	0	126.86
2003	9	IA	91.88	59.75	63.47	0	215.1
2003	9	ID	31.43	25.14	33.1	0	89.66
2003	9	IL	323.76	303.84	173.1	2.39	803.09
2003	9	IN	180.49	115.54	151.34	0.14	447.51
2003	9	KS	88.39	76.82	41.86	0	207.07
2003	9	KY	125.45	81.62	108.57	0	315.64
2003	9	LA	263.58	167.87	142.48	0.02	573.95
2003	9	MA	189.75	258.53	78.74	1.11	528.13
2003	9	MD	199.87	115.03	132.22	2.7	449.82
2003	9	ME	39.43	31.86	18.97	0	90.25
2003	9	MI	235.38	219.07	162.52	0.02	616.99
2003	9	MN	138.12	107.85	88.1	0	334.07
2003	9	MO	176.8	127.96	49.65	0	354.42
2003	9	MS	144.34	85.1	57.72	0	287.17
2003	9	MT	24.41	28.2	14.82	0	67.42
2003	9	NC	388.84	262.39	125.1	0	776.33
2003	9	ND	18.79	17.68	10.37	0	46.84
2003	9	NE	57.76	46.42	33.15	0	137.33
2003	9	NH	41.27	40.05	20.93	0	102.24
2003	9	NJ	280.37	336.93	88.15	1.31	706.76
2003	9	NM	43.68	55.73	23.98	0	123.39
2003	9	NV	87.73	62.97	89.04	0	239.74
2003	9	NY	636.46	906.92	133.42	22.24	1699.04
2003	9	OH	328.81	277.63	221.59	0.02	828.06
2003	9	OK	154.68	104.71	49.28	0	308.66
2003	9	OR	82.54	86.66	45.99	0.09	215.28
2003	9	PA	368.93	323.95	226.89	4.58	924.34
2003	9	RI	28.59	28.1	9.18	0	65.87
2003	9	SC	202.22	122.9	108.77	0	433.89
2003	9	SD	24.1	20.22	6.86	0	51.19
2003	9	TN	238.85	170.93	123.89	0	533.67
2003	9	TX	1132.13	693.59	472.69	0.6	2299.01
2003	9	UT	39.23	44.82	24.64	0.14	108.83
2003	9	VA	238.34	181.81	69.57	0.75	490.47
2003	9	VT	20.54	18.13	9.79	0	48.46
2003	9	WA	123.72	141.61	76.69	0.2	342.22
2003	9	WI	150.68	124.35	110.24	0	385.28
2003	9	WV	45.19	31.3	30.39	0	106.88
2003	9	WY	11.24	16.64	22.76	0	50.64
2003	10	AK	19.52	22.37	7.09	0	48.99
2003	10	AL	140.83	113.54	108.01	0	362.38
2003	10	AR	74.09	46.8	58.01	0	178.9
2003	10	AZ	218.51	174.15	54.52	0	447.17
2003	10	CA	742.7	1189.22	421.04	3.65	2356.61
2003	10	CO	102.66	107.59	62.35	0.25	272.86
2003	10	CT	107.11	111.48	38.33	1.35	258.27
2003	10	DC	4.71	50.98	1.25	1.7	58.63
2003	10	DE	23.77	21.94	17.2	0	62.91
2003	10	FL	823.89	548.87	91.22	0.63	1464.61
2003	10	GA	250.55	225.22	115.96	0.75	592.48
2003	10	HI	44.08	47.75	41.3	0	133.14
2003	10	IA	77.2	63.42	59.4	0	200.01
2003	10	ID	30.7	24.32	23	0	78.02
2003	10	IL	232.18	306.34	173.39	2.39	714.3
2003	10	IN	153.2	108.96	161.76	0.2	424.12
2003	10	KS	57.4	69.96	39.68	0	167.04
2003	10	KY	89.22	78.73	115.84	0	283.78
2003	10	LA	190.61	150.14	139.53	0.02	480.31
2003	10	MA	169.06	232.33	75.86	1.11	478.36
2003	10	MD	124.94	92.52	109.63	3.3	330.39
2003	10	ME	40.02	32.33	19.09	0	91.43
2003	10	MI	198.5	231.39	172.78	0.02	602.69
2003	10	MN	112.16	100.62	74.08	0	286.86
2003	10	MO	130.68	124.07	56.64	0	311.39
2003	10	MS	94.28	75.01	56.14	0	225.43
2003	10	MT	21.65	25.38	15.29	0	62.33
2003	10	NC	275.83	233.49	125.54	0	634.86
2003	10	ND	17.55	18.44	10.49	0	46.47
2003	10	NE	36.52	40.26	28.93	0	105.71
2003	10	NH	36.93	37.16	20.59	0	94.68
2003	10	NJ	187.9	257.72	91.84	1.16	538.63
2003	10	NM	37.35	51.52	25.49	0	114.36
2003	10	NV	69.62	62.59	72.02	0	204.23
2003	10	NY	515.36	783.62	122.85	21.55	1443.38
2003	10	OH	283.19	288.99	237.97	0.02	810.17
2003	10	OK	87.87	84.17	53.49	0	225.53
2003	10	OR	84.09	79.41	45.28	0.09	208.87
2003	10	PA	330.67	305.82	231.97	4.4	872.87
2003	10	RI	26.23	29.73	9.33	0	65.29
2003	10	SC	140.62	109.84	107.74	0	358.2
2003	10	SD	19.33	18.04	6.42	0	43.79
2003	10	TN	172.5	158.4	115.11	0	446.01
2003	10	TX	751.05	589.2	463.74	0.54	1804.54
2003	10	UT	36.36	44.46	25.21	0.14	106.18
2003	10	VA	208.98	201.96	63.04	0.81	474.79
2003	10	VT	19.5	17.46	9.33	0	46.29
2003	10	WA	134.76	140.23	65.43	0.27	340.69
2003	10	WI	137.47	115.72	103.99	0	357.18
2003	10	WV	46.33	32.59	36.97	0	115.89
2003	10	WY	12.15	15.67	24.83	0	52.65
2003	11	AK	22.29	23.5	7.04	0	52.83
2003	11	AL	131.04	106.61	106.93	0	344.58
2003	11	AR	65.28	41.78	51.72	0	158.77
2003	11	AZ	123.57	131.42	44.57	0	299.56
2003	11	CA	734.11	1013.46	366.2	3.66	2117.43
2003	11	CO	99.92	119.36	48.59	0.22	268.09
2003	11	CT	113.19	97.93	33.8	1.19	246.11
2003	11	DC	9	43.42	1.88	1.82	56.12
2003	11	DE	22.94	20.86	18.09	0	61.9
2003	11	FL	726.98	519.86	88.89	0.6	1336.33
2003	11	GA	216.25	203.12	106.49	0.69	526.56
2003	11	HI	40.73	43.18	37.76	0	121.67
2003	11	IA	78.5	54.91	53.43	0	186.84
2003	11	ID	38.01	23.85	19.65	0	81.52
2003	11	IL	239.12	266.66	154.17	1.71	661.66
2003	11	IN	157.58	102.54	149.22	0.18	409.51
2003	11	KS	57.93	62.66	36.8	0	157.39
2003	11	KY	95.55	75.71	110.47	0	281.73
2003	11	LA	130.54	119.1	118.61	0.01	368.27
2003	11	MA	174.25	200.57	67.44	0.99	443.25
2003	11	MD	127.58	80.62	96.76	1.95	306.9
2003	11	ME	39.83	31.9	18.41	0	90.14
2003	11	MI	204.01	205.97	155.17	0.02	565.17
2003	11	MN	116.07	88.84	71.19	0	276.1
2003	11	MO	135.62	107.54	52.19	0	295.36
2003	11	MS	79.01	67.79	55.33	0	202.14
