Year	Month	State	Rev_RES	Rev_COM	Rev_IND	Rev_OTH	Rev_ALL
1997	4	ME	38.64	24.22	22.41	1.22	86.49
1997	4	MI	177.36	192.44	139.72	7.35	516.86
1997	4	MN	84.36	46	88.57	4.27	223.2
1997	4	MO	109.19	89.35	46.58	5.03	250.15
1997	4	MS	60.89	46.81	46.64	4.61	158.95
1997	4	MT	19.45	14.1	12.34	1.56	47.44
1997	4	NC	207.35	141.17	124.54	9.18	482.24
1997	4	ND	17.24	10.81	6.94	1.45	36.44
1997	4	NE	32.56	24.9	16.89	5.65	80
1997	4	NH	36.37	28.23	15.72	0.64	80.96
1997	4	NJ	180.41	231.56	85.34	7.69	505
1997	4	NM	28.54	32.14	24.01	6.18	90.88
1997	4	NV	30.72	25.66	30.49	2.96	89.83
1997	4	NY	411.46	457.35	104.39	83.35	1056.55
1997	4	OH	269.41	210.46	248.96	19.11	747.94
1997	4	OK	63.42	40.04	32.67	7.86	143.99
1997	4	OR	78.19	53.49	43.2	2.4	177.28
1997	4	PA	315.05	230.8	225.8	12.92	784.57
1997	4	RI	21.53	21.11	8.67	1.77	53.08
1997	4	SC	101.67	66.62	89.32	3.93	261.53
1997	4	SD	18.26	10.9	5.89	1.34	36.4
1997	4	TN	129.86	108.62	82.09	7.5	328.07
1997	4	TX	426.07	363.93	314.99	60.94	1165.94
1997	4	UT	29.2	29.54	20.27	3.01	82.02
1997	4	VA	173.93	110.09	61.74	36.8	382.55
1997	4	VT	16.51	11.84	8.37	0.64	37.36
1997	4	WA	136.49	78.85	76.95	12.59	304.88
1997	4	WI	94.37	67.73	74.6	4.03	240.73
1997	4	WV	44.76	23.46	33.85	0.7	102.77
1997	4	WY	10.08	10.06	22.26	0.85	43.25
1997	5	AK	14.89	16.87	4.63	2.29	38.68
1997	5	AL	115.08	86.24	108.43	3.61	313.36
1997	5	AR	61.04	38.34	51.53	3.26	154.17
1997	5	AZ	139.1	113.58	61.54	12.08	326.31
1997	5	CA	618.68	676.63	341.04	52.88	1689.24
1997	5	CO	71.81	69.99	17.78	6.12	165.7
1997	5	CT	92.56	86.98	37.3	3.64	220.49
1997	5	DC	7.91	44.08	0.83	1.85	54.66
1997	5	DE	18.87	15.83	14.05	0.6	49.35
1997	5	FL	518.28	340.62	79.99	31.38	970.28
1997	5	GA	193.36	167.67	107.22	9.59	477.84
1997	5	HI	31.62	30.99	33.17	0.64	96.42
1997	5	IA	65.63	36.78	48.22	6.77	157.4
1997	5	ID	24.19	24.96	20.26	1.31	70.72
1997	5	IL	263.09	228.44	190.03	48.3	729.86
1997	5	IN	123.07	83.41	136.08	4	346.55
1997	5	KS	51.04	56.98	33.16	2.78	143.97
1997	5	KY	76.74	49.11	94.92	11.1	231.87
1997	5	LA	103.48	79.72	106.91	13.09	303.2
1997	5	MA	130.1	153.78	69.94	7.38	361.2
1997	5	MD	127.4	120.34	32.76	5.48	285.98
1997	5	ME	36.07	24	23.22	1.22	84.5
1997	5	MI	170.01	199.28	149.53	7.68	526.51
1997	5	MN	83.96	48.13	98.81	4.42	235.32
1997	5	MO	111.25	108.2	57.63	5.57	282.65
1997	5	MS	68.13	50.97	50.14	4.79	174.02
1997	5	MT	16.98	14.32	11.57	1.68	44.56
1997	5	NC	209.1	150.97	127.6	10.22	497.88
1997	5	ND	14.21	10.27	6.24	1.59	32.31
1997	5	NE	30.72	25.62	18.12	7.11	81.56
1997	5	NH	32.83	28.2	17.44	1.08	79.55
1997	5	NJ	168.06	237.03	90.96	7.79	503.84
1997	5	NM	30.32	36.07	23.2	7.98	97.57
1997	5	NV	45.45	30.39	35.01	2.64	113.49
1997	5	NY	398.16	453.8	111.88	85.43	1049.28
1997	5	OH	261.58	215.78	255.4	22.98	755.73
1997	5	OK	73.67	47.77	37.26	9.35	168.06
1997	5	OR	68.42	57	48.5	2.38	176.3
1997	5	PA	295.21	231.38	229.5	12.73	768.83
1997	5	RI	19.98	20.26	10.03	1.73	52
1997	5	SC	100.66	69.5	94.07	4.09	268.32
1997	5	SD	17	11.26	6.77	1.34	36.37
1997	5	TN	121.26	107.61	82.51	7.09	318.48
1997	5	TX	456.72	381.17	331.28	66.1	1235.27
1997	5	UT	27.08	31.06	22.94	2.93	84
1997	5	VA	161.61	111.51	66.53	37.93	377.58
1997	5	VT	15.77	12.25	8.59	0.65	37.26
1997	5	WA	103.8	70.34	63.13	9.79	247.05
1997	5	WI	89.98	68.4	76.1	3.89	238.37
1997	5	WV	38.88	25.08	34.31	0.68	98.95
1997	5	WY	9.84	10.61	19.82	0.99	41.26
1997	6	AK	13.93	16.7	4.87	2.04	37.54
1997	6	AL	133.81	87.12	103.19	3.99	328.11
1997	6	AR	75.92	45.77	59.13	3.77	184.6
1997	6	AZ	177.26	138.21	62.22	13.28	390.97
1997	6	CA	707.92	791.39	388.15	61.99	1949.46
1997	6	CO	65.65	70.95	40.7	6.24	183.54
1997	6	CT	100.25	104.74	42.36	4.31	251.66
1997	6	DC	11.79	66.22	1.21	2.1	81.32
1997	6	DE	21.94	19.66	15.82	0.64	58.06
1997	6	FL	652.16	373.56	81.47	33.65	1140.84
1997	6	GA	246.63	184.19	131.62	9.24	571.67
1997	6	HI	32.44	31	32.99	0.59	97.03
1997	6	IA	80.82	44.66	55.34	7.25	188.06
1997	6	ID	22.01	29.38	26.86	1.37	79.62
1997	6	IL	298.21	266.47	209.21	50.57	824.47
1997	6	IN	144.3	99.12	146.84	4.12	394.38
1997	6	KS	79.6	67.49	39.1	3.28	189.48
1997	6	KY	95.41	57.68	101.15	12.81	267.05
1997	6	LA	157.27	95.27	109.99	14.72	377.25
1997	6	MA	158.59	195.94	80.78	7.28	442.59
1997	6	MD	162.47	167.66	40.97	5.97	377.07
1997	6	ME	34.2	24.78	23.52	1.22	83.73
1997	6	MI	201.79	231.93	152.94	7.6	594.26
1997	6	MN	104.32	57.94	107.85	4.61	274.72
1997	6	MO	188.41	150.31	74.6	7.08	420.4
1997	6	MS	86.65	57.57	51.18	3.69	199.09
1997	6	MT	16	15.09	12.36	1.52	44.96
1997	6	NC	227.88	172.83	154.76	11.22	566.69
1997	6	ND	14.81	11.83	7.49	1.65	35.77
1997	6	NE	46.18	36.31	22.86	7.03	112.39
1997	6	NH	35.74	32.32	19.36	2.32	89.74
1997	6	NJ	224.05	266.32	96.84	7.83	595.04
1997	6	NM	30.31	36.33	22.68	8.18	97.5
1997	6	NV	51.87	32.69	44.18	3.4	132.14
1997	6	NY	443.62	566.06	111.12	96.51	1217.3
1997	6	OH	305.55	247.61	263.96	23.65	840.76
1997	6	OK	113.24	71.53	43.69	11.16	239.62
1997	6	OR	60.32	56.47	43.87	1.83	162.49
1997	6	PA	327.8	253.81	244.74	15.61	841.96
1997	6	RI	26.18	23.41	10.37	1.82	61.78
1997	6	SC	119.7	80.43	103.18	4.3	307.6
1997	6	SD	17.86	12.03	7.06	1.4	38.36
1997	6	TN	134.8	121.92	85.61	7.1	349.44
1997	6	TX	683.68	426.48	345.67	73.3	1529.13
1997	6	UT	29.5	31.49	20.89	3.24	85.12
1997	6	VA	215.68	131.89	65.03	39.31	451.91
1997	6	VT	15.7	12.6	8.67	0.64	37.6
1997	6	WA	94.39	76.31	66.16	10.17	247.02
1997	6	WI	112.92	75.58	80.9	4.18	273.57
1997	6	WV	39.65	26.85	34.36	0.7	101.56
1997	6	WY	8.21	9.96	21.47	0.78	40.42
1997	7	AK	13.29	16.53	4.83	1.77	36.42
1997	7	AL	203.4	106.08	112.34	3.61	425.43
1997	7	AR	114.88	53.85	67.65	4.59	240.98
1997	7	AZ	205.97	141.31	62.65	13.94	423.87
1997	7	CA	764.19	852.74	428.21	56.67	2101.8
1997	7	CO	75.63	75.22	40.21	6.87	197.93
1997	7	CT	122.56	109.15	40.37	4.82	276.9
1997	7	DC	17.52	73.48	1.2	2.25	94.45
1997	7	DE	33.9	22.72	16.81	0.61	74.05
1997	7	FL	720.81	377.46	77.67	30.58	1206.52
1997	7	GA	393.7	217.23	145.44	10.06	766.43
1997	7	HI	33.13	31.31	34.13	0.63	99.19
1997	7	IA	117.68	55.35	61.89	7.54	242.47
1997	7	ID	23.4	28.22	30.37	1.43	83.42
1997	7	IL	455.47	304.08	212.76	54.34	1026.65
1997	7	IN	186.17	102.64	150.48	4.4	443.69
1997	7	KS	111.83	75.93	37.22	2.89	227.87
1997	7	KY	134.28	67.08	94.76	13.59	309.71
1997	7	LA	203.33	105.36	119.8	15.38	443.88
1997	7	MA	159.36	213.19	80.02	7.22	459.79
1997	7	MD	213.59	190.55	42.81	6.04	452.99
1997	7	ME	35.34	26.9	21.14	1.23	84.61
1997	7	MI	261.46	239.98	147.48	7.4	656.31
1997	7	MN	131.79	64.03	117.73	5.16	318.71
1997	7	MO	281.39	168.86	77.77	6.44	534.46
1997	7	MS	115.18	64.98	52.54	5.25	237.95
1997	7	MT	17.1	15.47	12.48	1.57	46.61
1997	7	NC	362.4	206.6	153.86	12.13	734.99
1997	7	ND	17.59	12.52	8.7	1.85	40.65
1997	7	NE	65.02	39.13	25.11	12.67	141.94
1997	7	NH	39.3	34.19	17.93	1.64	93.07
1997	7	NJ	331.35	307.21	98.98	7.82	745.36
1997	7	NM	37.02	41.37	24.05	8.24	110.68
1997	7	NV	60.06	33.72	46.64	4.06	144.5
1997	7	NY	553.14	725.04	116.45	106.22	1500.86
1997	7	OH	397.21	265.6	258.68	28.4	949.88
1997	7	OK	152.15	85.5	40.11	16.14	293.89
1997	7	OR	62.65	58.32	51.45	2.82	175.24
1997	7	PA	435.06	286.9	250.86	13.03	985.86
1997	7	RI	29.94	26.44	10.41	1.62	68.42
1997	7	SC	178.59	99	106.23	4.66	388.48
1997	7	SD	21.46	13.84	8.02	1.52	44.84
1997	7	TN	197.96	142.02	96.12	7.01	443.11
1997	7	TX	870.72	424.2	358.55	52.68	1706.14
1997	7	UT	33.84	33.87	23.27	3.1	94.08
1997	7	VA	291.64	159.41	70.39	45.28	566.73
1997	7	VT	16.35	13.34	8.58	0.7	38.97
1997	7	WA	90.91	76.57	70.84	10.16	248.48
1997	7	WI	108.4	80.27	83.49	3.78	275.94
1997	7	WV	50.55	31.04	35.46	0.69	117.73
1997	7	WY	8.49	10.33	20.37	0.94	40.14
1997	8	AK	13.41	16.92	4.66	1.8	36.78
1997	8	AL	195.38	101.73	116.4	3.67	417.18
1997	8	AR	125.84	55.03	71.1	4.62	256.59
1997	8	AZ	229.53	148.02	64.04	13.23	454.82
1997	8	CA	811.28	862.54	461.69	57.7	2193.22
1997	8	CO	75.28	74.7	40.85	6.6	197.42
1997	8	CT	114.08	105.82	41.36	4.38	265.65
1997	8	DC	15.67	67.22	1.19	2.34	86.42
1997	8	DE	33.26	22.14	17.14	0.62	73.14
1997	8	FL	739.98	383.92	78.49	30.79	1233.19
1997	8	GA	377.59	211.27	150.31	10.08	749.25
1997	8	HI	33.7	32.24	33.32	0.62	99.88
1997	8	IA	95.94	50.24	62.02	7.39	215.59
1997	8	ID	23.33	26.49	25.38	1.5	76.69
1997	8	IL	434.75	306.06	219.35	54.93	1015.09
1997	8	IN	169.61	101.23	149.98	4.53	425.34
1997	8	KS	110.88	77.23	40.75	2.96	231.82
1997	8	KY	118.69	64.21	97.88	13.64	294.42
1997	8	LA	224.65	110.78	121.7	15.2	472.33
1997	8	MA	162.92	209.97	85.38	6.43	464.7
1997	8	MD	201.9	178.24	41.72	6.04	427.91
1997	8	ME	36.54	28.15	25.33	1.22	91.22
1997	8	MI	225.64	223.74	151.39	7.55	608.32
1997	8	MN	122.07	62.46	115.69	4.97	305.19
1997	8	MO	245.08	160.9	74.05	6.43	486.46
1997	8	MS	124.53	68.25	53.59	5.6	251.97
1997	8	MT	16.67	15.62	15.45	1.48	49.23
1997	8	NC	335.64	200.24	169.33	12.17	717.39
1997	8	ND	17.08	12.3	7.94	1.87	39.18
1997	8	NE	63.24	37.28	21.45	10.23	132.2
1997	8	NH	36.05	32.88	19.6	1.54	90.07
1997	8	NJ	298.27	291.15	99.38	7.78	696.57
1997	8	NM	38.08	42.29	24.18	8.44	112.99
1997	8	NV	63.42	35	49.25	4.37	152.05
1997	8	NY	556.57	669	115.14	102.82	1443.54
1997	8	OH	346.54	257.66	269.34	24.49	898.03
1997	8	OK	153.52	78.71	47.01	11.65	290.9
1997	8	OR	68.2	65.81	47.11	2.35	183.47
1997	8	PA	385.97	278.05	248.79	10.74	923.54
1997	8	RI	26.34	26.11	10.9	1.83	65.18
1997	8	SC	176.01	92	112.06	4.67	384.74
1997	8	SD	22.24	14.16	8.02	1.45	45.88
1997	8	TN	197.7	140.19	97.33	7.23	442.46
1997	8	TX	987.95	441.52	336.24	89.92	1855.63
1997	8	UT	36.95	33.29	23.43	3.47	97.13
1997	8	VA	256.4	145.32	71.09	42.71	515.52
1997	8	VT	16.05	13.43	8.84	0.65	38.97
1997	8	WA	87.39	78.57	75.27	10.93	252.16
1997	8	WI	108.56	74.74	81.73	3.65	268.67
1997	8	WV	44.92	28.85	33.98	0.69	108.44
1997	8	WY	9.01	10.97	21.23	0.74	41.96
1997	9	AK	14.04	16.4	4.05	1.77	36.26
1997	9	AL	170.93	100.93	113.22	3.48	388.56
1997	9	AR	111.19	55.93	70.98	4.33	242.43
1997	9	AZ	224.31	148.72	65.52	12.07	450.63
1997	9	CA	814.97	866.99	472.98	54.58	2209.51
1997	9	CO	73.31	76.94	40.47	6.3	197.02
1997	9	CT	95.19	99.56	39.73	4.54	239.02
1997	9	DC	10.59	62.99	1.19	2.22	77
1997	9	DE	27.75	21.7	16.52	0.54	66.51
1997	9	FL	737.71	390.35	79.32	35.17	1242.55
1997	9	GA	291.93	201.78	136.39	10.19	640.29
1997	9	HI	33.01	31.51	34	0.58	99.1
1997	9	IA	80.02	45.29	56.6	7.43	189.34
1997	9	ID	22.99	21.06	23.14	1.39	68.58
1997	9	IL	333.87	295.84	215.01	54.09	898.8
1997	9	IN	140.84	92.53	144.06	4.22	381.65
1997	9	KS	79.76	70.08	35.07	3.23	188.13
1997	9	KY	92.01	56.02	93.75	13.24	255.03
1997	9	LA	219.05	111.66	121.4	16.32	468.43
1997	9	MA	138.85	197.52	80.22	7.13	423.72
1997	9	MD	141.04	155.96	38.04	5.98	341.03
1997	9	ME	35.62	27	25.88	1.21	89.71
1997	9	MI	177.79	214.85	149.51	7.49	549.65
1997	9	MN	97.71	52.61	99.61	4.12	254.05
1997	9	MO	166.48	127.8	66.2	5.46	365.94
1997	9	MS	112.96	64.03	51.16	5.76	233.9
1997	9	MT	16.57	15.16	13.5	1.51	46.74
1997	9	NC	296.65	200.87	163.22	12.29	673.03
1997	9	ND	14.99	11.35	7.94	1.53	35.81
1997	9	NE	49.76	31.72	20.63	15.12	117.22
1997	9	NH	36.38	32.79	19.21	0.59	88.96
1997	9	NJ	236.55	273.55	97	7.76	614.86
1997	9	NM	35.12	40.22	22.81	8.12	106.27
1997	9	NV	50.71	31.39	47.01	2.97	132.07
1997	9	NY	493.94	641.44	114.22	105.65	1355.25
1997	9	OH	277.01	239.76	260.55	23.79	801.11
1997	9	OK	116.91	70.24	45.29	15.78	248.21
1997	9	OR	64.09	60.14	48.44	2.06	174.74
1997	9	PA	317.8	263.41	237.66	13.01	831.88
1997	9	RI	23.47	26.19	10.63	1.79	62.08
1997	9	SC	158.21	92.13	107.4	4.48	362.22
1997	9	SD	18.77	13.01	6.83	1.34	39.95
1997	9	TN	177.4	137.85	90.65	6.32	412.23
1997	9	TX	994.45	471.84	372.09	91.51	1929.89
1997	9	UT	32.36	32.8	21.93	2.74	89.83
1997	9	VA	192.63	127.51	64.27	43.89	428.3
1997	9	VT	15.6	12.89	8.61	0.65	37.76
1997	9	WA	87.9	81.71	86.84	11.97	268.42
1997	9	WI	95.24	73.98	80.57	4.34	254.12
1997	9	WV	37.24	27.3	33.3	0.69	98.53
1997	9	WY	8.4	10.2	20.58	0.88	40.07
1997	10	AK	16.05	17.07	5.02	1.92	40.06
1997	10	AL	125.82	87.99	103.7	3.72	321.24
1997	10	AR	78.39	45.65	62.6	3.31	189.95
1997	10	AZ	169.37	135.25	60.45	11.83	376.89
1997	10	CA	723.22	823.83	433.76	62.12	2042.93
1997	10	CO	68.45	72.19	37.71	6.23	184.58
1997	10	CT	95.28	98.61	41.79	4.71	240.4
1997	10	DC	7.38	51.13	1.15	2.12	61.78
1997	10	DE	19.48	17.68	15.86	0.48	53.5
1997	10	FL	652.7	363.94	74.84	35.95	1127.43
1997	10	GA	201.12	182.92	117.6	9.66	511.3
1997	10	HI	33.6	32.96	35.03	0.65	102.24
1997	10	IA	71.7	41.26	54.29	6.79	174.04
1997	10	ID	26.64	18.05	19.38	1.23	65.3
1997	10	IL	271	255.65	188.96	46.68	762.29
1997	10	IN	139.28	101.67	152.28	4.32	397.55
1997	10	KS	71.36	67.96	34.54	3.15	177.02
1997	10	KY	78.27	53.37	94.61	11.92	238.17
1997	10	LA	176.96	103.07	122.55	15.83	418.42
1997	10	MA	139.84	167.12	71.5	7.68	386.13
1997	10	MD	119.85	123.25	34.02	5.78	282.89
1997	10	ME	35.44	26.1	24.38	1.23	87.15
1997	10	MI	177.88	218.44	164.17	7.74	568.23
1997	10	MN	92.23	53.32	102.85	4.42	252.83
1997	10	MO	117.36	100.25	51.32	4.84	273.77
1997	10	MS	95.65	61.57	49.2	5.4	211.81
1997	10	MT	18.08	15.84	13.7	1.78	49.4
1997	10	NC	222.98	173.62	140.78	11.17	548.55
1997	10	ND	15.38	11.7	7.7	1.82	36.61
1997	10	NE	33.22	26.14	18.95	7.61	85.92
1997	10	NH	35.13	30.73	18.81	1.39	86.06
1997	10	NJ	185.46	262.74	91.01	7.73	546.93
1997	10	NM	31.01	37.92	22.39	7.63	98.95
1997	10	NV	34.87	26.94	36.16	2.11	100.09
1997	10	NY	424.36	558.19	112.43	93.73	1188.72
1997	10	OH	270.05	246.04	260.56	26.51	803.16
1997	10	OK	94.11	66.21	39.1	9.74	209.15
1997	10	OR	70.61	60.84	50.53	2.51	184.49
1997	10	PA	290.32	240.55	243.23	14.72	788.82
1997	10	RI	22.49	22.8	9.3	1.82	56.4
1997	10	SC	114.56	81.21	99.99	4.41	300.17
1997	10	SD	16.83	11.81	6.93	1.32	36.89
1997	10	TN	151.13	130.25	96.35	8.42	386.15
1997	10	TX	889.73	461.67	369.66	91.58	1812.64
1997	10	UT	29.8	34.95	23.3	3	91.06
1997	10	VA	194.46	128.4	66.91	44.1	433.87
1997	10	VT	16.11	12.99	8.7	0.57	38.36
1997	10	WA	104.01	87.15	76.44	12.36	279.96
1997	10	WI	102.12	76.4	82.7	4.45	265.67
1997	10	WV	40.48	28.49	35.88	0.72	105.57
1997	10	WY	9.89	10.13	21.81	0.74	42.56
1997	11	AK	17.82	17.89	4.54	2.25	42.5
1997	11	AL	115.02	82.36	89.96	2.45	289.79
1997	11	AR	66.9	38.1	55.45	2.93	163.38
1997	11	AZ	102.48	102.39	47.5	9.79	262.16
1997	11	CA	633.72	662.6	345.6	66.58	1708.52
1997	11	CO	73.36	68.99	36.62	6.09	185.06
1997	11	CT	108.99	90.04	37.01	4.66	240.69
1997	11	DC	8.64	36.93	0.85	1.9	48.33
1997	11	DE	20.85	16.48	14.46	0.56	52.36
1997	11	FL	509.08	330.45	73.39	32.34	945.26
1997	11	GA	185.67	160.02	110.09	9.31	465.09
1997	11	HI	31.34	29.82	31.04	0.61	92.8
1997	11	IA	79.9	39.65	47.28	6.6	173.42
1997	11	ID	31.68	16.38	20.97	1.15	70.19
1997	11	IL	270.26	221.64	165.35	43.52	700.77
1997	11	IN	151.34	88.94	135.02	4.2	379.5
1997	11	KS	45.89	51.53	34.41	2.79	134.62
1997	11	KY	90.03	48.04	90.62	10.89	239.58
1997	11	LA	117.73	90.59	124.9	14.98	348.2
1997	11	MA	150.03	158.65	69.76	7.72	386.16
1997	11	MD	130.93	106.96	33.79	5.6	277.27
1997	11	ME	36.13	25.04	23.06	1.2	85.43
1997	11	MI	198.39	205.86	142.31	7.48	554.04
1997	11	MN	102.77	49.44	94.65	4.27	251.14
1997	11	MO	119.86	91.46	48.48	4.83	264.63
1997	11	MS	69.16	50.75	53.29	4.91	178.11
1997	11	MT	20.85	16.44	15.77	1.6	54.66
1997	11	NC	231.1	150.61	127.64	10.69	520.04
1997	11	ND	18.66	11.65	7.59	1.54	39.45
1997	11	NE	34.37	27.16	19.31	5.76	86.59
1997	11	NH	37.21	29.67	18.37	2.16	87.41
1997	11	NJ	197.63	237.61	91.26	7.57	534.07
1997	11	NM	29.42	33.51	21.24	6.44	90.6
1997	11	NV	32.22	25.4	33.02	3.11	93.76
1997	11	NY	426.51	483.44	108.83	91.43	1110.2
1997	11	OH	295.14	218.83	258.48	22.37	794.82
1997	11	OK	68.27	41.4	40.02	8.38	158.07
1997	11	OR	82.65	52.78	45.03	2.26	182.72
1997	11	PA	327.45	239.38	222.71	8.14	797.68
1997	11	RI	21.6	22.37	9.17	1.74	54.88
1997	11	SC	113.96	69.71	94.46	4.12	282.24
1997	11	SD	18.9	11.44	6.37	1.46	38.18
1997	11	TN	160.17	117.57	90.02	7.61	375.38
1997	11	TX	481.34	388.19	344.31	69.1	1282.94
1997	11	UT	29.19	28.76	21.54	2.67	82.16
1997	11	VA	201.29	113.58	63.61	39.91	418.39
1997	11	VT	19.38	14.49	10.33	0.68	44.88
1997	11	WA	125.22	88.45	81.47	13.15	308.28
1997	11	WI	99.36	69.4	74.97	4.18	247.9
1997	11	WV	47.88	27.48	36.12	0.7	112.18
1997	11	WY	10.32	10.47	23.32	1.07	45.18
1997	12	AK	20.38	18.55	5.03	2.3	46.26
1997	12	AL	137.37	79.84	97	3.41	317.62
1997	12	AR	77.1	36.62	55.08	2.85	171.65
1997	12	AZ	120.63	93.77	48.19	9.06	271.66
1997	12	CA	735.15	580.02	264.8	59.1	1639.07
1997	12	CO	86.76	70.33	37.43	5.85	200.38
1997	12	CT	133.01	93.36	35.83	4.65	266.84
1997	12	DC	9.87	39.18	0.76	1.89	51.7
1997	12	DE	25.04	16.99	13.96	0.56	56.55
1997	12	FL	503.48	319.83	67.33	29.42	920.07
1997	12	GA	214.9	168.79	97.06	9.55	490.3
1997	12	HI	34.69	28.69	32.39	0.66	96.43
1997	12	IA	80.48	41.54	46.78	6.72	175.52
1997	12	ID	37.46	16.85	20.81	1.25	76.37
1997	12	IL	307.58	219.19	154.99	40.74	722.5
1997	12	IN	157.99	88.93	142.48	4.01	393.42
1997	12	KS	65.1	56.21	33.27	2.89	157.47
1997	12	KY	102.72	50.99	90.78	11.07	255.56
1997	12	LA	121.8	88.06	117.56	14.54	341.97
1997	12	MA	197.99	190.47	85.03	8.65	482.14
1997	12	MD	152.41	113.09	33.14	5.72	304.37
1997	12	ME	44.62	34.21	31.78	1.25	111.87
1997	12	MI	229.14	207.05	141.93	7.62	585.74
1997	12	MN	105.94	50.71	94.53	4.46	255.63
1997	12	MO	145.53	98.1	48.65	4.76	297.04
1997	12	MS	75.02	48.89	50.02	4.75	178.68
1997	12	MT	26.65	18.58	15.26	1.59	62.09
1997	12	NC	314.19	158.23	122.14	10.46	605.01
1997	12	ND	19.02	11.79	7.41	1.58	39.8
1997	12	NE	40.01	27.41	19.01	5.8	92.23
1997	12	NH	45.41	32.96	17.6	1.75	97.72
1997	12	NJ	219.58	241.74	81.55	7.77	550.64
1997	12	NM	37.36	35.01	24.01	6.55	102.92
1997	12	NV	44.23	28.66	34.63	2.34	109.86
1997	12	NY	492.76	521.22	101.82	95.68	1211.49
1997	12	OH	356.09	222.11	248.6	22.02	848.82
1997	12	OK	86.48	45.74	38.14	8.88	179.24
1997	12	OR	105.34	60.2	45.52	2.6	213.67
1997	12	PA	398.95	249.63	236.3	12.72	897.61
1997	12	RI	29.46	22.9	9.14	2.02	63.53
1997	12	SC	148.97	74.07	88.92	4.13	316.1
1997	12	SD	20.84	11.9	6.56	1.29	40.59
1997	12	TN	197.65	118.5	90.91	6.44	413.5
1997	12	TX	513.65	377.07	329.25	64.42	1284.39
1997	12	UT	41.68	30.27	20.97	2.72	95.64
1997	12	VA	244.66	118.29	58.48	39.35	460.78
1997	12	VT	25.51	17.47	12.13	0.79	55.9
1997	12	WA	168.3	98.06	85.34	13.75	365.45
1997	12	WI	121	75.74	78.45	5.09	280.28
1997	12	WV	58.87	27.45	34.64	0.7	121.67
1997	12	WY	13.3	11.25	20.19	0.74	45.48
1998	1	AK	23.09	20.32	4.86	2.56	50.83
1998	1	AL	143.3	75.25	82.96	3.66	305.16
1998	1	AR	84.6	33.9	49.46	3.33	171.29
1998	1	AZ	140.36	94.69	47.49	13.09	295.64
1998	1	CA	740.16	601.78	286.1	33.26	1661.3
1998	1	CO	93.16	72.71	34.71	6.21	206.8
1998	1	CT	125.69	96.5	34.74	5.14	262.07
1998	1	DC	10.24	39.47	0.99	2.1	52.8
1998	1	DE	27	17.7	14.02	0.56	59.28
1998	1	FL	571.09	318.64	67.68	29.08	986.5
1998	1	GA	232.35	172.97	97.45	9.82	512.59
1998	1	HI	33.85	28.37	31.66	0.65	94.53
1998	1	IA	83.31	41.54	48.77	6.63	180.25
1998	1	ID	36.98	16.84	19.3	0.96	74.08
1998	1	IL	351.41	235.65	166.32	48.87	802.25
1998	1	IN	176.36	96.27	136.89	4.32	413.84
1998	1	KS	62.79	56.24	33.17	2.7	154.91
1998	1	KY	115.22	51.35	93.15	11.35	271.08
1998	1	LA	137.24	89.9	118.03	13.64	358.81
1998	1	MA	181.36	172.27	70.42	8.53	432.57
1998	1	MD	157.86	111.86	31.8	5.86	307.38
1998	1	ME	44.81	31.42	29.83	1.27	107.33
1998	1	MI	231.04	201.38	135.84	7.76	576.03
1998	1	MN	110.02	51.99	94.76	4.25	261.03
1998	1	MO	147.86	97.29	51.74	5.2	302.1
1998	1	MS	86.23	49.98	50.9	5.02	192.14
1998	1	MT	27.49	17.1	20.03	1.62	66.24
1998	1	NC	334.23	165.16	115.98	11.22	626.58
1998	1	ND	22.57	12.48	7.61	1.56	44.22
1998	1	NE	39.67	26.3	17.78	5.96	89.71
1998	1	NH	45.38	33.79	16.85	1.35	97.36
1998	1	NJ	222.67	251.48	84.98	7.52	566.65
1998	1	NM	41.86	35.8	23.92	7.07	108.66
1998	1	NV	46.05	25.88	30.2	2.44	104.57
1998	1	NY	512.08	535.63	102.93	89.93	1240.57
1998	1	OH	355.3	231.57	252.14	18.57	857.58
1998	1	OK	82.65	41.96	34.29	7.93	166.83
1998	1	OR	113.96	61.86	42	2.33	220.14
1998	1	PA	400.71	248.73	216.04	12.86	878.33
1998	1	RI	19.61	16.33	6.79	1.02	43.75
1998	1	SC	161	77.08	85.74	4.42	328.24
1998	1	SD	22.59	12.21	6.09	1.34	42.23
1998	1	TN	214.62	119.38	96.15	6.95	437.11
1998	1	TX	559.4	379.01	310.01	63.62	1312.04
1998	1	UT	38.99	28.3	22.68	2.54	92.51
1998	1	VA	245.45	122.7	63.02	38.64	469.81
1998	1	VT	27.78	16.91	11.87	0.72	57.28
1998	1	WA	193.37	102.58	88.23	13.6	397.78
1998	1	WI	127.2	77.47	77.69	4	286.36
1998	1	WV	57.04	27.63	33.91	0.72	119.3
1998	1	WY	13.68	11.1	18.11	0.82	43.71
1998	2	AK	18.57	18.03	4.88	2.5	43.98
1998	2	AL	126.92	72.5	102.26	4.21	305.89
1998	2	AR	74.53	31.77	48.08	2.75	157.14
1998	2	AZ	121.64	93.98	47.12	8.57	271.32
1998	2	CA	633.57	605.91	292.78	19.3	1551.55
1998	2	CO	81.38	59.31	34.09	6.02	180.8
1998	2	CT	108.44	85.64	34.08	3.04	231.2
1998	2	DC	8.28	36.02	0.81	1.92	47.02
1998	2	DE	25.15	17.43	13.84	0.58	56.99
