GSP,State,Year,Month
23357,AK,1989,1
23357,AK,1989,2
23357,AK,1989,3
23357,AK,1989,4
23357,AK,1989,5
23357,AK,1989,6
23357,AK,1989,7
23357,AK,1989,8
23357,AK,1989,9
23357,AK,1989,10
23357,AK,1989,11
23357,AK,1989,12
24987,AK,1990,1
24987,AK,1990,2
24987,AK,1990,3
24987,AK,1990,4
24987,AK,1990,5
24987,AK,1990,6
24987,AK,1990,7
24987,AK,1990,8
24987,AK,1990,9
24987,AK,1990,10
24987,AK,1990,11
24987,AK,1990,12
22164,AK,1991,1
22164,AK,1991,2
22164,AK,1991,3
22164,AK,1991,4
22164,AK,1991,5
22164,AK,1991,6
22164,AK,1991,7
22164,AK,1991,8
22164,AK,1991,9
22164,AK,1991,10
22164,AK,1991,11
22164,AK,1991,12
22591,AK,1992,1
22591,AK,1992,2
22591,AK,1992,3
22591,AK,1992,4
22591,AK,1992,5
22591,AK,1992,6
22591,AK,1992,7
22591,AK,1992,8
22591,AK,1992,9
22591,AK,1992,10
22591,AK,1992,11
22591,AK,1992,12
22965,AK,1993,1
22965,AK,1993,2
22965,AK,1993,3
22965,AK,1993,4
22965,AK,1993,5
22965,AK,1993,6
22965,AK,1993,7
22965,AK,1993,8
22965,AK,1993,9
22965,AK,1993,10
22965,AK,1993,11
22965,AK,1993,12
23110,AK,1994,1
23110,AK,1994,2
23110,AK,1994,3
23110,AK,1994,4
23110,AK,1994,5
23110,AK,1994,6
23110,AK,1994,7
23110,AK,1994,8
23110,AK,1994,9
23110,AK,1994,10
23110,AK,1994,11
23110,AK,1994,12
24805,AK,1995,1
24805,AK,1995,2
24805,AK,1995,3
24805,AK,1995,4
24805,AK,1995,5
24805,AK,1995,6
24805,AK,1995,7
24805,AK,1995,8
24805,AK,1995,9
24805,AK,1995,10
24805,AK,1995,11
24805,AK,1995,12
26083,AK,1996,1
26083,AK,1996,2
26083,AK,1996,3
26083,AK,1996,4
26083,AK,1996,5
26083,AK,1996,6
26083,AK,1996,7
26083,AK,1996,8
26083,AK,1996,9
26083,AK,1996,10
26083,AK,1996,11
26083,AK,1996,12
25171,AK,1997,1
25171,AK,1997,2
25171,AK,1997,3
25171,AK,1997,4
25171,AK,1997,5
25171,AK,1997,6
25171,AK,1997,7
25171,AK,1997,8
25171,AK,1997,9
25171,AK,1997,10
25171,AK,1997,11
25171,AK,1997,12
23312,AK,1998,1
23312,AK,1998,2
23312,AK,1998,3
23312,AK,1998,4
23312,AK,1998,5
23312,AK,1998,6
23312,AK,1998,7
23312,AK,1998,8
23312,AK,1998,9
23312,AK,1998,10
23312,AK,1998,11
23312,AK,1998,12
23866,AK,1999,1
23866,AK,1999,2
23866,AK,1999,3
23866,AK,1999,4
23866,AK,1999,5
23866,AK,1999,6
23866,AK,1999,7
23866,AK,1999,8
23866,AK,1999,9
23866,AK,1999,10
23866,AK,1999,11
23866,AK,1999,12
25913,AK,2000,1
25913,AK,2000,2
25913,AK,2000,3
25913,AK,2000,4
25913,AK,2000,5
25913,AK,2000,6
25913,AK,2000,7
25913,AK,2000,8
25913,AK,2000,9
25913,AK,2000,10
25913,AK,2000,11
25913,AK,2000,12
27747,AK,2001,1
27747,AK,2001,2
27747,AK,2001,3
27747,AK,2001,4
27747,AK,2001,5
27747,AK,2001,6
27747,AK,2001,7
27747,AK,2001,8
27747,AK,2001,9
27747,AK,2001,10
27747,AK,2001,11
27747,AK,2001,12
28887,AK,2002,1
28887,AK,2002,2
28887,AK,2002,3
28887,AK,2002,4
28887,AK,2002,5
28887,AK,2002,6
28887,AK,2002,7
28887,AK,2002,8
28887,AK,2002,9
28887,AK,2002,10
28887,AK,2002,11
28887,AK,2002,12
30905,AK,2003,1
30905,AK,2003,2
30905,AK,2003,3
30905,AK,2003,4
30905,AK,2003,5
30905,AK,2003,6
30905,AK,2003,7
30905,AK,2003,8
30905,AK,2003,9
30905,AK,2003,10
30905,AK,2003,11
30905,AK,2003,12
34408,AK,2004,1
34408,AK,2004,2
34408,AK,2004,3
34408,AK,2004,4
34408,AK,2004,5
34408,AK,2004,6
34408,AK,2004,7
34408,AK,2004,8
34408,AK,2004,9
34408,AK,2004,10
34408,AK,2004,11
34408,AK,2004,12
37377.7,AK,2005,1
37377.7,AK,2005,2
37377.7,AK,2005,3
38626.0,AK,2005,4
38626.0,AK,2005,5
38626.0,AK,2005,6
40251.7,AK,2005,7
40251.7,AK,2005,8
40251.7,AK,2005,9
42843.8,AK,2005,10
42843.8,AK,2005,11
42843.8,AK,2005,12
42633.9,AK,2006,1
42633.9,AK,2006,2
42633.9,AK,2006,3
44349.8,AK,2006,4
44349.8,AK,2006,5
44349.8,AK,2006,6
45038.2,AK,2006,7
45038.2,AK,2006,8
45038.2,AK,2006,9
45719.4,AK,2006,10
45719.4,AK,2006,11
45719.4,AK,2006,12
46441.9,AK,2007,1
46441.9,AK,2007,2
46441.9,AK,2007,3
48737.4,AK,2007,4
48737.4,AK,2007,5
48737.4,AK,2007,6
49602.3,AK,2007,7
49602.3,AK,2007,8
49602.3,AK,2007,9
51108.7,AK,2007,10
51108.7,AK,2007,11
51108.7,AK,2007,12
52412.2,AK,2008,1
52412.2,AK,2008,2
52412.2,AK,2008,3
55933.6,AK,2008,4
55933.6,AK,2008,5
55933.6,AK,2008,6
57385.7,AK,2008,7
57385.7,AK,2008,8
57385.7,AK,2008,9
53278.2,AK,2008,10
53278.2,AK,2008,11
53278.2,AK,2008,12
50476.6,AK,2009,1
50476.6,AK,2009,2
50476.6,AK,2009,3
49204.5,AK,2009,4
49204.5,AK,2009,5
49204.5,AK,2009,6
48562.2,AK,2009,7
48562.2,AK,2009,8
48562.2,AK,2009,9
50100.2,AK,2009,10
50100.2,AK,2009,11
50100.2,AK,2009,12
51525.4,AK,2010,1
51525.4,AK,2010,2
51525.4,AK,2010,3
52519.9,AK,2010,4
52519.9,AK,2010,5
52519.9,AK,2010,6
53446.7,AK,2010,7
53446.7,AK,2010,8
53446.7,AK,2010,9
54038.1,AK,2010,10
54038.1,AK,2010,11
54038.1,AK,2010,12
53886.2,AK,2011,1
53886.2,AK,2011,2
53886.2,AK,2011,3
56402.1,AK,2011,4
56402.1,AK,2011,5
56402.1,AK,2011,6
56441.0,AK,2011,7
56441.0,AK,2011,8
56441.0,AK,2011,9
58310.4,AK,2011,10
58310.4,AK,2011,11
58310.4,AK,2011,12
57858.8,AK,2012,1
57858.8,AK,2012,2
57858.8,AK,2012,3
58023.9,AK,2012,4
58023.9,AK,2012,5
58023.9,AK,2012,6
57679.4,AK,2012,7
57679.4,AK,2012,8
57679.4,AK,2012,9
57118.4,AK,2012,10
57118.4,AK,2012,11
57118.4,AK,2012,12
57342.3,AK,2013,1
57342.3,AK,2013,2
57342.3,AK,2013,3
56056.8,AK,2013,4
56056.8,AK,2013,5
56056.8,AK,2013,6
57173.8,AK,2013,7
57173.8,AK,2013,8
57173.8,AK,2013,9
55918.1,AK,2013,10
55918.1,AK,2013,11
55918.1,AK,2013,12
56027.4,AK,2014,1
56027.4,AK,2014,2
56027.4,AK,2014,3
56397.2,AK,2014,4
56397.2,AK,2014,5
56397.2,AK,2014,6
55734.2,AK,2014,7
55734.2,AK,2014,8
55734.2,AK,2014,9
54030.7,AK,2014,10
54030.7,AK,2014,11
54030.7,AK,2014,12
51224.4,AK,2015,1
51224.4,AK,2015,2
51224.4,AK,2015,3
51342.8,AK,2015,4
51342.8,AK,2015,5
51342.8,AK,2015,6
50296.8,AK,2015,7
50296.8,AK,2015,8
50296.8,AK,2015,9
49680.7,AK,2015,10
49680.7,AK,2015,11
49680.7,AK,2015,12
48508.0,AK,2016,1
48508.0,AK,2016,2
48508.0,AK,2016,3
49314.8,AK,2016,4
49314.8,AK,2016,5
49314.8,AK,2016,6
49464.0,AK,2016,7
49464.0,AK,2016,8
49464.0,AK,2016,9
50236.9,AK,2016,10
50236.9,AK,2016,11
50236.9,AK,2016,12
50783.5,AK,2017,1
50783.5,AK,2017,2
50783.5,AK,2017,3
50982.5,AK,2017,4
50982.5,AK,2017,5
50982.5,AK,2017,6
51618.9,AK,2017,7
51618.9,AK,2017,8
51618.9,AK,2017,9
52531.2,AK,2017,10
52531.2,AK,2017,11
52531.2,AK,2017,12
52783.3,AK,2018,1
52783.3,AK,2018,2
52783.3,AK,2018,3
53944.4,AK,2018,4
53944.4,AK,2018,5
53944.4,AK,2018,6
54628.4,AK,2018,7
54628.4,AK,2018,8
54628.4,AK,2018,9
54628.4,AK,2018,10
54628.4,AK,2018,11
54628.4,AK,2018,12
67875,AL,1989,1
67875,AL,1989,2
67875,AL,1989,3
67875,AL,1989,4
67875,AL,1989,5
67875,AL,1989,6
67875,AL,1989,7
67875,AL,1989,8
67875,AL,1989,9
67875,AL,1989,10
67875,AL,1989,11
67875,AL,1989,12
71085,AL,1990,1
71085,AL,1990,2
71085,AL,1990,3
71085,AL,1990,4
71085,AL,1990,5
71085,AL,1990,6
71085,AL,1990,7
71085,AL,1990,8
71085,AL,1990,9
71085,AL,1990,10
71085,AL,1990,11
71085,AL,1990,12
75293,AL,1991,1
75293,AL,1991,2
75293,AL,1991,3
75293,AL,1991,4
75293,AL,1991,5
75293,AL,1991,6
75293,AL,1991,7
75293,AL,1991,8
75293,AL,1991,9
75293,AL,1991,10
75293,AL,1991,11
75293,AL,1991,12
80450,AL,1992,1
80450,AL,1992,2
80450,AL,1992,3
80450,AL,1992,4
80450,AL,1992,5
80450,AL,1992,6
80450,AL,1992,7
80450,AL,1992,8
80450,AL,1992,9
80450,AL,1992,10
80450,AL,1992,11
80450,AL,1992,12
83453,AL,1993,1
83453,AL,1993,2
83453,AL,1993,3
83453,AL,1993,4
83453,AL,1993,5
83453,AL,1993,6
83453,AL,1993,7
83453,AL,1993,8
83453,AL,1993,9
83453,AL,1993,10
83453,AL,1993,11
83453,AL,1993,12
88581,AL,1994,1
88581,AL,1994,2
88581,AL,1994,3
88581,AL,1994,4
88581,AL,1994,5
88581,AL,1994,6
88581,AL,1994,7
88581,AL,1994,8
88581,AL,1994,9
88581,AL,1994,10
88581,AL,1994,11
88581,AL,1994,12
94021,AL,1995,1
94021,AL,1995,2
94021,AL,1995,3
94021,AL,1995,4
94021,AL,1995,5
94021,AL,1995,6
94021,AL,1995,7
94021,AL,1995,8
94021,AL,1995,9
94021,AL,1995,10
94021,AL,1995,11
94021,AL,1995,12
97941,AL,1996,1
97941,AL,1996,2
97941,AL,1996,3
97941,AL,1996,4
97941,AL,1996,5
97941,AL,1996,6
97941,AL,1996,7
97941,AL,1996,8
97941,AL,1996,9
97941,AL,1996,10
97941,AL,1996,11
97941,AL,1996,12
101808,AL,1997,1
101808,AL,1997,2
101808,AL,1997,3
101808,AL,1997,4
101808,AL,1997,5
101808,AL,1997,6
101808,AL,1997,7
101808,AL,1997,8
101808,AL,1997,9
101808,AL,1997,10
101808,AL,1997,11
101808,AL,1997,12
106459,AL,1998,1
106459,AL,1998,2
106459,AL,1998,3
106459,AL,1998,4
106459,AL,1998,5
106459,AL,1998,6
106459,AL,1998,7
106459,AL,1998,8
106459,AL,1998,9
106459,AL,1998,10
106459,AL,1998,11
106459,AL,1998,12
112041,AL,1999,1
112041,AL,1999,2
112041,AL,1999,3
112041,AL,1999,4
112041,AL,1999,5
112041,AL,1999,6
112041,AL,1999,7
112041,AL,1999,8
112041,AL,1999,9
112041,AL,1999,10
112041,AL,1999,11
112041,AL,1999,12
116014,AL,2000,1
116014,AL,2000,2
116014,AL,2000,3
116014,AL,2000,4
116014,AL,2000,5
116014,AL,2000,6
116014,AL,2000,7
116014,AL,2000,8
116014,AL,2000,9
116014,AL,2000,10
116014,AL,2000,11
116014,AL,2000,12
120112,AL,2001,1
120112,AL,2001,2
120112,AL,2001,3
120112,AL,2001,4
120112,AL,2001,5
120112,AL,2001,6
120112,AL,2001,7
120112,AL,2001,8
120112,AL,2001,9
120112,AL,2001,10
120112,AL,2001,11
120112,AL,2001,12
125138,AL,2002,1
125138,AL,2002,2
125138,AL,2002,3
125138,AL,2002,4
125138,AL,2002,5
125138,AL,2002,6
125138,AL,2002,7
125138,AL,2002,8
125138,AL,2002,9
125138,AL,2002,10
125138,AL,2002,11
125138,AL,2002,12
130835,AL,2003,1
130835,AL,2003,2
130835,AL,2003,3
130835,AL,2003,4
130835,AL,2003,5
130835,AL,2003,6
130835,AL,2003,7
130835,AL,2003,8
130835,AL,2003,9
130835,AL,2003,10
130835,AL,2003,11
130835,AL,2003,12
142086,AL,2004,1
142086,AL,2004,2
142086,AL,2004,3
142086,AL,2004,4
142086,AL,2004,5
142086,AL,2004,6
142086,AL,2004,7
142086,AL,2004,8
142086,AL,2004,9
142086,AL,2004,10
142086,AL,2004,11
142086,AL,2004,12
152640.8,AL,2005,1
152640.8,AL,2005,2
152640.8,AL,2005,3
154962.5,AL,2005,4
154962.5,AL,2005,5
154962.5,AL,2005,6
156410.9,AL,2005,7
156410.9,AL,2005,8
156410.9,AL,2005,9
159867.4,AL,2005,10
159867.4,AL,2005,11
159867.4,AL,2005,12
161258.9,AL,2006,1
161258.9,AL,2006,2
161258.9,AL,2006,3
163487.0,AL,2006,4
163487.0,AL,2006,5
163487.0,AL,2006,6
164821.2,AL,2006,7
164821.2,AL,2006,8
164821.2,AL,2006,9
165847.3,AL,2006,10
165847.3,AL,2006,11
165847.3,AL,2006,12
166535.8,AL,2007,1
166535.8,AL,2007,2
166535.8,AL,2007,3
168952.2,AL,2007,4
168952.2,AL,2007,5
168952.2,AL,2007,6
171085.0,AL,2007,7
171085.0,AL,2007,8
171085.0,AL,2007,9
172140.4,AL,2007,10
172140.4,AL,2007,11
172140.4,AL,2007,12
172011.7,AL,2008,1
172011.7,AL,2008,2
172011.7,AL,2008,3
174002.6,AL,2008,4
174002.6,AL,2008,5
174002.6,AL,2008,6
174246.9,AL,2008,7
174246.9,AL,2008,8
174246.9,AL,2008,9
170486.2,AL,2008,10
170486.2,AL,2008,11
170486.2,AL,2008,12
168107.3,AL,2009,1
168107.3,AL,2009,2
168107.3,AL,2009,3
167629.9,AL,2009,4
167629.9,AL,2009,5
167629.9,AL,2009,6
168164.1,AL,2009,7
168164.1,AL,2009,8
168164.1,AL,2009,9
169490.8,AL,2009,10
169490.8,AL,2009,11
169490.8,AL,2009,12
170131.0,AL,2010,1
170131.0,AL,2010,2
170131.0,AL,2010,3
173366.0,AL,2010,4
173366.0,AL,2010,5
173366.0,AL,2010,6
177418.2,AL,2010,7
177418.2,AL,2010,8
177418.2,AL,2010,9
178096.8,AL,2010,10
178096.8,AL,2010,11
178096.8,AL,2010,12
178013.6,AL,2011,1
178013.6,AL,2011,2
178013.6,AL,2011,3
180126.2,AL,2011,4
180126.2,AL,2011,5
180126.2,AL,2011,6
182389.7,AL,2011,7
182389.7,AL,2011,8
182389.7,AL,2011,9
184869.6,AL,2011,10
184869.6,AL,2011,11
184869.6,AL,2011,12
185712.3,AL,2012,1
185712.3,AL,2012,2
185712.3,AL,2012,3
187142.2,AL,2012,4
187142.2,AL,2012,5
187142.2,AL,2012,6
185932.6,AL,2012,7
185932.6,AL,2012,8
185932.6,AL,2012,9
186408.8,AL,2012,10
186408.8,AL,2012,11
186408.8,AL,2012,12
190975.5,AL,2013,1
190975.5,AL,2013,2
190975.5,AL,2013,3
190556.0,AL,2013,4
190556.0,AL,2013,5
190556.0,AL,2013,6
192536.9,AL,2013,7
192536.9,AL,2013,8
192536.9,AL,2013,9
191855.6,AL,2013,10
191855.6,AL,2013,11
191855.6,AL,2013,12
189744.6,AL,2014,1
189744.6,AL,2014,2
189744.6,AL,2014,3
193403.4,AL,2014,4
193403.4,AL,2014,5
193403.4,AL,2014,6
195935.4,AL,2014,7
195935.4,AL,2014,8
195935.4,AL,2014,9
197155.5,AL,2014,10
197155.5,AL,2014,11
197155.5,AL,2014,12
197290.9,AL,2015,1
197290.9,AL,2015,2
197290.9,AL,2015,3
200746.3,AL,2015,4
200746.3,AL,2015,5
200746.3,AL,2015,6
202080.0,AL,2015,7
202080.0,AL,2015,8
202080.0,AL,2015,9
201152.6,AL,2015,10
201152.6,AL,2015,11
201152.6,AL,2015,12
200791.5,AL,2016,1
200791.5,AL,2016,2
200791.5,AL,2016,3
203443.2,AL,2016,4
203443.2,AL,2016,5
203443.2,AL,2016,6
203529.6,AL,2016,7
203529.6,AL,2016,8
203529.6,AL,2016,9
205654.4,AL,2016,10
205654.4,AL,2016,11
205654.4,AL,2016,12
208367.3,AL,2017,1
208367.3,AL,2017,2
208367.3,AL,2017,3
209738.7,AL,2017,4
209738.7,AL,2017,5
209738.7,AL,2017,6
211555.3,AL,2017,7
211555.3,AL,2017,8
211555.3,AL,2017,9
215124.6,AL,2017,10
215124.6,AL,2017,11
215124.6,AL,2017,12
217132.0,AL,2018,1
217132.0,AL,2018,2
217132.0,AL,2018,3
221025.6,AL,2018,4
221025.6,AL,2018,5
221025.6,AL,2018,6
223387.2,AL,2018,7
223387.2,AL,2018,8
223387.2,AL,2018,9
223387.2,AL,2018,10
223387.2,AL,2018,11
223387.2,AL,2018,12
36647,AR,1989,1
36647,AR,1989,2
36647,AR,1989,3
36647,AR,1989,4
36647,AR,1989,5
36647,AR,1989,6
36647,AR,1989,7
36647,AR,1989,8
36647,AR,1989,9
36647,AR,1989,10
36647,AR,1989,11
36647,AR,1989,12
38109,AR,1990,1
38109,AR,1990,2
38109,AR,1990,3
38109,AR,1990,4
38109,AR,1990,5
38109,AR,1990,6
38109,AR,1990,7
38109,AR,1990,8
38109,AR,1990,9
38109,AR,1990,10
38109,AR,1990,11
38109,AR,1990,12
40950,AR,1991,1
40950,AR,1991,2
40950,AR,1991,3
40950,AR,1991,4
40950,AR,1991,5
40950,AR,1991,6
40950,AR,1991,7
40950,AR,1991,8
40950,AR,1991,9
40950,AR,1991,10
40950,AR,1991,11
40950,AR,1991,12
44312,AR,1992,1
44312,AR,1992,2
44312,AR,1992,3
44312,AR,1992,4
44312,AR,1992,5
44312,AR,1992,6
44312,AR,1992,7
44312,AR,1992,8
44312,AR,1992,9
44312,AR,1992,10
44312,AR,1992,11
44312,AR,1992,12
46599,AR,1993,1
46599,AR,1993,2
46599,AR,1993,3
46599,AR,1993,4
46599,AR,1993,5
46599,AR,1993,6
46599,AR,1993,7
46599,AR,1993,8
46599,AR,1993,9
46599,AR,1993,10
46599,AR,1993,11
46599,AR,1993,12
50179,AR,1994,1
50179,AR,1994,2
50179,AR,1994,3
50179,AR,1994,4
50179,AR,1994,5
50179,AR,1994,6
50179,AR,1994,7
50179,AR,1994,8
50179,AR,1994,9
50179,AR,1994,10
50179,AR,1994,11
50179,AR,1994,12
53303,AR,1995,1
53303,AR,1995,2
53303,AR,1995,3
53303,AR,1995,4
53303,AR,1995,5
53303,AR,1995,6
53303,AR,1995,7
53303,AR,1995,8
53303,AR,1995,9
53303,AR,1995,10
53303,AR,1995,11
53303,AR,1995,12
56455,AR,1996,1
56455,AR,1996,2
56455,AR,1996,3
56455,AR,1996,4
56455,AR,1996,5
56455,AR,1996,6
56455,AR,1996,7
56455,AR,1996,8
56455,AR,1996,9
56455,AR,1996,10
56455,AR,1996,11
56455,AR,1996,12
59837,AR,1997,1
59837,AR,1997,2
59837,AR,1997,3
59837,AR,1997,4
59837,AR,1997,5
59837,AR,1997,6
59837,AR,1997,7
59837,AR,1997,8
59837,AR,1997,9
59837,AR,1997,10
59837,AR,1997,11
59837,AR,1997,12
61765,AR,1998,1
61765,AR,1998,2
61765,AR,1998,3
61765,AR,1998,4
61765,AR,1998,5
61765,AR,1998,6
61765,AR,1998,7
61765,AR,1998,8
61765,AR,1998,9
61765,AR,1998,10
61765,AR,1998,11
61765,AR,1998,12
66091,AR,1999,1
66091,AR,1999,2
66091,AR,1999,3
66091,AR,1999,4
66091,AR,1999,5
66091,AR,1999,6
66091,AR,1999,7
66091,AR,1999,8
66091,AR,1999,9
66091,AR,1999,10
66091,AR,1999,11
66091,AR,1999,12
68146,AR,2000,1
68146,AR,2000,2
68146,AR,2000,3
68146,AR,2000,4
68146,AR,2000,5
68146,AR,2000,6
68146,AR,2000,7
68146,AR,2000,8
68146,AR,2000,9
68146,AR,2000,10
68146,AR,2000,11
68146,AR,2000,12
70925,AR,2001,1
70925,AR,2001,2
70925,AR,2001,3
70925,AR,2001,4
70925,AR,2001,5
70925,AR,2001,6
70925,AR,2001,7
70925,AR,2001,8
70925,AR,2001,9
70925,AR,2001,10
70925,AR,2001,11
70925,AR,2001,12
73953,AR,2002,1
73953,AR,2002,2
73953,AR,2002,3
73953,AR,2002,4
73953,AR,2002,5
73953,AR,2002,6
73953,AR,2002,7
73953,AR,2002,8
73953,AR,2002,9
73953,AR,2002,10
73953,AR,2002,11
73953,AR,2002,12
77767,AR,2003,1
77767,AR,2003,2
77767,AR,2003,3
77767,AR,2003,4
77767,AR,2003,5
77767,AR,2003,6
77767,AR,2003,7
77767,AR,2003,8
77767,AR,2003,9
77767,AR,2003,10
77767,AR,2003,11
77767,AR,2003,12
83551,AR,2004,1
83551,AR,2004,2
83551,AR,2004,3
83551,AR,2004,4
83551,AR,2004,5
83551,AR,2004,6
83551,AR,2004,7
83551,AR,2004,8
83551,AR,2004,9
83551,AR,2004,10
83551,AR,2004,11
83551,AR,2004,12
87649.0,AR,2005,1
87649.0,AR,2005,2
87649.0,AR,2005,3
88454.8,AR,2005,4
88454.8,AR,2005,5
88454.8,AR,2005,6
89852.8,AR,2005,7
89852.8,AR,2005,8
89852.8,AR,2005,9
92483.4,AR,2005,10
92483.4,AR,2005,11
92483.4,AR,2005,12
92757.3,AR,2006,1
92757.3,AR,2006,2
92757.3,AR,2006,3
94743.5,AR,2006,4
94743.5,AR,2006,5
94743.5,AR,2006,6
94987.3,AR,2006,7
94987.3,AR,2006,8
94987.3,AR,2006,9
95050.0,AR,2006,10
95050.0,AR,2006,11
95050.0,AR,2006,12
94053.5,AR,2007,1
94053.5,AR,2007,2
94053.5,AR,2007,3
95510.3,AR,2007,4
95510.3,AR,2007,5
95510.3,AR,2007,6
96413.5,AR,2007,7
96413.5,AR,2007,8
96413.5,AR,2007,9
101815.4,AR,2007,10
101815.4,AR,2007,11
101815.4,AR,2007,12
97293.1,AR,2008,1
97293.1,AR,2008,2
97293.1,AR,2008,3
99762.3,AR,2008,4
99762.3,AR,2008,5
99762.3,AR,2008,6
100111.0,AR,2008,7
100111.0,AR,2008,8
100111.0,AR,2008,9
98654.9,AR,2008,10
98654.9,AR,2008,11
98654.9,AR,2008,12
98619.2,AR,2009,1
98619.2,AR,2009,2
98619.2,AR,2009,3
95161.5,AR,2009,4
95161.5,AR,2009,5
95161.5,AR,2009,6
96293.3,AR,2009,7
96293.3,AR,2009,8
96293.3,AR,2009,9
98161.7,AR,2009,10
98161.7,AR,2009,11
98161.7,AR,2009,12
97882.2,AR,2010,1
97882.2,AR,2010,2
97882.2,AR,2010,3
101230.4,AR,2010,4
101230.4,AR,2010,5
101230.4,AR,2010,6
103464.0,AR,2010,7
103464.0,AR,2010,8
103464.0,AR,2010,9
104183.4,AR,2010,10
104183.4,AR,2010,11
104183.4,AR,2010,12
104700.8,AR,2011,1
104700.8,AR,2011,2
104700.8,AR,2011,3
105675.0,AR,2011,4
105675.0,AR,2011,5
105675.0,AR,2011,6
106550.9,AR,2011,7
106550.9,AR,2011,8
106550.9,AR,2011,9
107414.8,AR,2011,10
107414.8,AR,2011,11
107414.8,AR,2011,12
108827.2,AR,2012,1
108827.2,AR,2012,2
108827.2,AR,2012,3
108904.2,AR,2012,4
108904.2,AR,2012,5
108904.2,AR,2012,6
108637.4,AR,2012,7
108637.4,AR,2012,8
108637.4,AR,2012,9
108611.9,AR,2012,10
108611.9,AR,2012,11
108611.9,AR,2012,12
113600.4,AR,2013,1
113600.4,AR,2013,2
113600.4,AR,2013,3
113641.8,AR,2013,4
113641.8,AR,2013,5
113641.8,AR,2013,6
114896.5,AR,2013,7
114896.5,AR,2013,8
114896.5,AR,2013,9
114867.1,AR,2013,10
114867.1,AR,2013,11
114867.1,AR,2013,12
115326.7,AR,2014,1
115326.7,AR,2014,2
115326.7,AR,2014,3
117144.2,AR,2014,4
117144.2,AR,2014,5
117144.2,AR,2014,6
117991.7,AR,2014,7
117991.7,AR,2014,8
117991.7,AR,2014,9
118893.9,AR,2014,10
118893.9,AR,2014,11
118893.9,AR,2014,12
116689.3,AR,2015,1
116689.3,AR,2015,2
116689.3,AR,2015,3
118145.7,AR,2015,4
118145.7,AR,2015,5
118145.7,AR,2015,6
119446.8,AR,2015,7
119446.8,AR,2015,8
119446.8,AR,2015,9
119461.5,AR,2015,10
119461.5,AR,2015,11
119461.5,AR,2015,12
118680.0,AR,2016,1
118680.0,AR,2016,2
118680.0,AR,2016,3
120083.9,AR,2016,4
120083.9,AR,2016,5
120083.9,AR,2016,6
119700.1,AR,2016,7
119700.1,AR,2016,8
119700.1,AR,2016,9
121325.3,AR,2016,10
121325.3,AR,2016,11
121325.3,AR,2016,12
121613.8,AR,2017,1
121613.8,AR,2017,2
121613.8,AR,2017,3
122494.5,AR,2017,4
122494.5,AR,2017,5
122494.5,AR,2017,6
122510.6,AR,2017,7
122510.6,AR,2017,8
122510.6,AR,2017,9
124195.2,AR,2017,10
124195.2,AR,2017,11
124195.2,AR,2017,12
125405.6,AR,2018,1
125405.6,AR,2018,2
125405.6,AR,2018,3
127951.1,AR,2018,4
127951.1,AR,2018,5
127951.1,AR,2018,6
128887.1,AR,2018,7
128887.1,AR,2018,8
128887.1,AR,2018,9
128887.1,AR,2018,10
128887.1,AR,2018,11
128887.1,AR,2018,12
66390,AZ,1989,1
66390,AZ,1989,2
66390,AZ,1989,3
66390,AZ,1989,4
66390,AZ,1989,5
66390,AZ,1989,6
66390,AZ,1989,7
66390,AZ,1989,8
66390,AZ,1989,9
66390,AZ,1989,10
66390,AZ,1989,11
66390,AZ,1989,12
69322,AZ,1990,1
69322,AZ,1990,2
69322,AZ,1990,3
69322,AZ,1990,4
69322,AZ,1990,5
69322,AZ,1990,6
69322,AZ,1990,7
69322,AZ,1990,8
69322,AZ,1990,9
69322,AZ,1990,10
69322,AZ,1990,11
69322,AZ,1990,12
72263,AZ,1991,1
72263,AZ,1991,2
72263,AZ,1991,3
72263,AZ,1991,4
72263,AZ,1991,5
72263,AZ,1991,6
72263,AZ,1991,7
72263,AZ,1991,8
72263,AZ,1991,9
72263,AZ,1991,10
72263,AZ,1991,11
72263,AZ,1991,12
79695,AZ,1992,1
79695,AZ,1992,2
79695,AZ,1992,3
79695,AZ,1992,4
79695,AZ,1992,5
79695,AZ,1992,6
79695,AZ,1992,7
79695,AZ,1992,8
79695,AZ,1992,9
79695,AZ,1992,10
79695,AZ,1992,11
79695,AZ,1992,12
85157,AZ,1993,1
85157,AZ,1993,2
85157,AZ,1993,3
85157,AZ,1993,4
85157,AZ,1993,5
85157,AZ,1993,6
85157,AZ,1993,7
85157,AZ,1993,8
85157,AZ,1993,9
85157,AZ,1993,10
85157,AZ,1993,11
85157,AZ,1993,12
95292,AZ,1994,1
95292,AZ,1994,2
95292,AZ,1994,3
95292,AZ,1994,4
95292,AZ,1994,5
95292,AZ,1994,6
95292,AZ,1994,7
95292,AZ,1994,8
95292,AZ,1994,9
95292,AZ,1994,10
95292,AZ,1994,11
95292,AZ,1994,12
104036,AZ,1995,1
104036,AZ,1995,2
104036,AZ,1995,3
104036,AZ,1995,4
104036,AZ,1995,5
104036,AZ,1995,6
104036,AZ,1995,7
104036,AZ,1995,8
104036,AZ,1995,9
104036,AZ,1995,10
104036,AZ,1995,11
104036,AZ,1995,12
113138,AZ,1996,1
113138,AZ,1996,2
113138,AZ,1996,3
113138,AZ,1996,4
113138,AZ,1996,5
113138,AZ,1996,6
113138,AZ,1996,7
