cols,imp
Month,0.017854818803852587
Cus_RES,0.6432363551453961
Heating_deg_days,0.02778560097047329
Cooling_deg_days,0.05804988690220065
GSP,0.13698903971019433
Density,0.04029321780319186
State_FL,0.0058392263671912395
State_TX,0.01610700876469094
Regions_Middle Atlantic,0.05384484553280879
